team,pts,fg%,3pt%,ft%,oreb,dreb,ast,stl,blk,to,date
Raptors,93,0.3895,0.2593,0.4444,16,36,23,10,13,11,2017-11-15
Lakers,111,0.4396,0.32,0.92,13,31,22,9,4,14,2017-11-17
Raptors,123,0.5,0.3871,0.6129,12,41,23,4,4,14,2017-11-17
Timberwolves,104,0.4941,0.4167,1.25,10,30,21,4,2,8,2017-11-19
Raptors,109,0.4815,0.3103,0.7586,9,30,28,3,4,8,2017-11-19
Raptors,119,0.5301,0.4138,0.6552,8,24,20,7,3,18,2017-11-22
Wizards,122,0.5176,0.3333,0.8,12,32,30,10,2,16,2017-11-22
Trail Blazers,105,0.5068,0.3333,1.1429,4,32,20,4,2,10,2017-11-24
Raptors,130,0.4646,0.475,0.475,17,25,21,5,4,6,2017-11-24
Grizzlies,86,0.358,0.32,0.8,13,32,17,7,6,19,2017-11-25
Raptors,101,0.4607,0.1714,0.3714,10,34,21,13,7,11,2017-11-25
Raptors,123,0.5632,0.4865,0.1892,6,34,35,7,8,12,2017-11-29
Hornets,103,0.427,0.4348,0.7391,11,31,26,5,5,13,2017-11-29
Heat,112,0.4884,0.4138,0.5517,10,41,24,5,3,16,2017-12-01
Raptors,115,0.4667,0.3714,0.5143,7,33,24,7,3,8,2017-12-01
Raptors,122,0.5217,0.3684,0.3158,5,45,38,5,8,7,2017-12-05
Bulls,98,0.4286,0.1667,0.6667,4,38,17,5,6,6,2017-12-05
Bucks,122,0.4778,0.5,0.8846,13,38,21,6,3,18,2017-12-08
Raptors,119,0.4778,0.2647,0.7059,5,32,23,7,8,12,2017-12-08
Pistons,94,0.383,0.3182,0.6818,13,29,20,11,3,13,2017-12-10
Raptors,123,0.525,0.4474,0.5789,6,41,31,10,7,18,2017-12-10
Raptors,117,0.5422,0.4,0.5,7,35,33,9,7,12,2017-12-11
Magic,104,0.4756,0.4333,0.4333,8,34,27,8,2,13,2017-12-11
Raptors,102,0.4615,0.303,0.6061,8,26,19,9,5,7,2017-12-13
Wizards,95,0.4557,0.375,0.5833,15,32,24,2,5,17,2017-12-13
Hornets,98,0.3765,0.2381,1.381,9,37,16,7,4,9,2017-12-15
Raptors,103,0.4217,0.2927,0.5122,9,41,22,5,8,15,2017-12-15
Hawks,90,0.425,0.2857,0.7619,12,32,22,8,6,21,2017-12-17
Raptors,106,0.3864,0.2778,0.7778,17,28,25,12,8,12,2017-12-17
Raptors,121,0.4455,0.3,0.475,11,36,33,9,7,9,2017-12-20
Pistons,119,0.4889,0.5,0.6923,9,42,27,2,7,16,2017-12-20
Rockets,105,0.4938,0.3333,0.5926,7,29,15,9,3,13,2017-12-21
Raptors,108,0.4824,0.3947,0.2895,12,30,22,7,2,16,2017-12-21
Raptors,106,0.443,0.375,0.75,18,39,20,4,8,20,2017-12-23
Pacers,99,0.4301,0.2917,0.5,11,23,17,12,1,8,2017-12-23
Mavericks,115,0.5275,0.2727,0.5909,6,30,25,7,5,10,2017-12-26
Raptors,122,0.4725,0.3333,0.8667,12,33,26,5,8,13,2017-12-26
Thunder,132,0.5568,0.4762,1.1429,14,25,27,11,2,17,2017-12-27
Raptors,125,0.5679,0.5,0.6,8,23,31,5,1,19,2017-12-27
Raptors,93,0.4545,0.3889,0.25,6,39,19,7,8,17,2017-12-29
Magic,86,0.4111,0.36,0.12,10,35,22,13,7,12,2017-12-29
Raptors,129,0.5341,0.4412,0.5882,10,23,32,4,5,6,2018-01-01
Cavaliers,132,0.6026,0.625,0.9583,4,29,28,3,4,9,2018-01-01
Clippers,117,0.4632,0.4444,1.1667,12,32,17,7,5,8,2018-01-03
Raptors,106,0.4457,0.4444,0.2222,13,35,24,3,6,14,2018-01-03
Nuggets,110,0.4719,0.4333,0.4333,10,30,26,6,6,11,2018-01-05
Raptors,114,0.5109,0.3824,0.2059,9,28,33,6,16,9,2018-01-05
Raptors,106,0.4468,0.3235,0.3235,9,37,28,7,1,11,2018-01-08
Cavaliers,112,0.4935,0.4333,0.7667,2,40,18,8,6,12,2018-01-08
Pacers,73,0.2989,0.3333,0.6667,12,32,16,8,8,12,2018-01-09
Raptors,92,0.4286,0.3,0.3667,9,43,27,9,8,19,2018-01-09
Magic,101,0.4719,0.3043,0.4348,6,36,25,12,4,10,2018-01-11
Raptors,112,0.5,0.425,0.425,6,41,28,8,5,17,2018-01-11
Raptors,108,0.5287,0.3077,0.1026,8,40,27,3,5,9,2018-01-13
Pistons,98,0.4487,0.3,0.6333,4,29,22,7,2,3,2018-01-13
Raptors,109,0.4565,0.3,0.5333,9,38,24,5,10,13,2018-01-15
Heat,116,0.434,0.4231,0.5,19,37,26,8,7,9,2018-01-15
Rockets,122,0.4845,0.3659,0.3171,10,33,28,9,5,12,2018-01-17
Warriors,121,0.5375,0.5333,0.6333,6,35,34,5,9,17,2018-01-17
Warriors,128,0.5109,0.439,0.3902,10,39,29,6,8,18,2018-01-19
Pelicans,120,0.4592,0.4444,0.3889,16,35,26,8,4,17,2018-01-19
Warriors,101,0.3929,0.3158,0.6053,12,34,20,10,7,17,2018-01-20
Grizzlies,111,0.4675,0.3704,1.0741,6,34,20,8,4,14,2018-01-20
Warriors,133,0.5581,0.3846,0.5641,10,40,33,6,8,16,2018-01-24
Mavericks,103,0.3958,0.3103,0.6207,14,28,21,11,0,12,2018-01-24
Wizards,117,0.4433,0.4545,0.4848,12,29,30,7,6,14,2018-01-26
Warriors,120,0.4842,0.2632,0.4737,15,38,33,7,13,17,2018-01-26
Pistons,115,0.4624,0.4444,0.6296,17,20,22,16,0,13,2018-01-28
Warriors,107,0.5714,0.3704,0.3333,10,30,29,3,11,25,2018-01-28
Warriors,141,0.5843,0.4828,0.7931,14,32,37,8,8,12,2018-01-30
Clippers,113,0.4535,0.4,1.0,9,26,21,4,3,12,2018-01-30
Warriors,112,0.5181,0.5,0.4286,5,36,30,11,12,14,2018-02-01
Spurs,92,0.3908,0.2917,0.7083,14,32,19,6,8,16,2018-02-01
Warriors,127,0.5495,0.45,0.225,7,34,38,13,4,13,2018-02-02
Nuggets,108,0.4598,0.25,0.9167,9,37,26,9,6,17,2018-02-02
Heat,80,0.3614,0.3077,0.4615,7,37,19,10,6,20,2018-02-04
Warriors,97,0.3678,0.3438,0.6875,13,38,20,12,10,14,2018-02-04
Timberwolves,101,0.413,0.2083,0.8333,9,32,21,15,0,13,2018-02-06
Warriors,125,0.5647,0.4167,0.3889,3,42,37,10,9,19,2018-02-06
Magic,100,0.4205,0.3125,0.5,4,31,26,10,3,11,2018-02-08
Warriors,110,0.5,0.3478,0.6087,12,38,35,4,5,16,2018-02-08
Warriors,91,0.4125,0.3226,0.4839,7,32,22,11,8,22,2018-02-11
Thunder,108,0.4556,0.32,0.72,13,37,16,15,5,16,2018-02-11
Bulls,94,0.3535,0.3611,0.3056,13,27,18,7,2,15,2018-02-13
Warriors,143,0.5824,0.4444,0.5833,6,43,36,11,11,11,2018-02-13
Pelicans,95,0.4048,0.3548,0.5161,9,36,24,2,9,17,2018-02-14
Warriors,110,0.4149,0.303,0.6667,11,33,30,11,6,9,2018-02-14
Kings,110,0.5316,0.5294,1.0,11,25,27,7,6,13,2018-02-23
Warriors,106,0.5,0.4324,0.2703,9,27,31,9,6,14,2018-02-23
Warriors,127,0.5,0.4,0.7,12,37,30,10,4,22,2018-02-26
Lakers,123,0.4947,0.375,0.8333,7,27,30,12,5,17,2018-02-26
Warriors,133,0.625,0.5,0.4583,7,35,46,9,11,19,2018-02-28
Magic,112,0.4583,0.3929,0.4643,13,22,23,9,4,14,2018-02-28
Warriors,123,0.5595,0.3667,0.6,7,34,32,4,4,9,2018-03-02
Heat,95,0.4074,0.3784,0.4054,5,23,17,5,4,11,2018-03-02
Warriors,125,0.5172,0.4848,0.5758,5,35,36,14,5,16,2018-03-04
Pelicans,115,0.4945,0.4103,0.2308,11,36,33,11,4,21,2018-03-04
Warriors,101,0.4762,0.3667,0.3333,8,39,26,8,12,15,2018-03-06
Hornets,87,0.3505,0.3158,0.6842,14,35,17,5,3,12,2018-03-06
Warriors,102,0.4815,0.2692,0.6538,5,40,29,5,15,14,2018-03-07
Pistons,98,0.413,0.4444,0.3704,15,34,20,8,2,11,2018-03-07
Trail Blazers,104,0.4205,0.25,0.8214,12,27,14,11,2,9,2018-03-09
Warriors,111,0.55,0.5,0.65,6,36,26,5,9,14,2018-03-09
Mavericks,97,0.4512,0.3448,0.4483,8,23,25,7,1,11,2018-03-11
Warriors,112,0.6026,0.5,0.3182,4,37,35,7,4,16,2018-03-11
Warriors,116,0.4019,0.3235,0.5588,15,46,25,6,10,14,2018-03-13
Lakers,114,0.4457,0.4,0.88,7,38,23,9,9,12,2018-03-13
Grizzlies,84,0.3333,0.3871,0.5161,15,26,20,10,6,16,2018-03-15
Warriors,97,0.4595,0.3333,1.0476,14,30,26,9,8,16,2018-03-15
Lakers,106,0.4255,0.3793,0.5172,15,31,22,11,5,15,2018-03-16
Warriors,113,0.4941,0.2917,0.9167,10,32,24,9,13,15,2018-03-16
Nuggets,96,0.4634,0.25,0.4643,10,35,25,10,4,18,2018-03-18
Warriors,81,0.381,0.1111,0.5185,11,27,25,14,8,16,2018-03-18
Cavaliers,92,0.3182,0.4167,0.5833,19,31,12,8,0,14,2018-03-20
Warriors,99,0.4634,0.2703,0.3514,10,37,28,7,7,15,2018-03-20
Jazz,101,0.4022,0.2609,0.913,10,33,21,10,2,13,2018-03-21
Warriors,126,0.593,0.4783,0.5652,4,46,37,8,7,16,2018-03-21
Hornets,111,0.4607,0.3,1.15,13,34,27,12,6,10,2018-03-23
Warriors,100,0.4598,0.3636,0.5455,8,35,32,6,5,17,2018-03-23
Grizzlies,128,0.5213,0.7143,0.7143,13,25,29,6,0,7,2018-03-25
Warriors,141,0.5882,0.5455,0.697,7,31,37,3,6,10,2018-03-25
Warriors,125,0.5275,0.4062,0.5,7,39,36,8,7,14,2018-03-27
Mavericks,122,0.4778,0.4419,0.3953,7,33,29,6,2,12,2018-03-27
Warriors,124,0.5517,0.4333,0.5,6,39,35,6,6,12,2018-03-31
Rockets,114,0.4719,0.34,0.26,6,32,20,7,3,10,2018-03-31
Warriors,121,0.4149,0.3333,0.7692,14,40,31,13,10,16,2018-04-03
Clippers,105,0.4286,0.2727,2.1818,10,35,19,10,7,18,2018-04-03
Nuggets,114,0.4947,0.4211,0.6316,13,26,30,8,3,11,2018-04-04
Warriors,124,0.5647,0.4333,0.5,10,33,33,7,10,16,2018-04-04
Clippers,125,0.4894,0.4583,0.9167,11,35,24,9,3,14,2018-04-06
Warriors,106,0.481,0.3478,0.9565,4,29,26,9,6,16,2018-04-06
Warriors,108,0.557,0.3333,1.0,10,33,28,7,3,11,2018-04-08
Bucks,94,0.4235,0.3929,0.3929,8,25,21,9,6,12,2018-04-08
Warriors,118,0.4824,0.375,0.75,13,35,33,8,6,16,2018-04-09
Cavaliers,108,0.4574,0.25,0.5357,12,31,26,9,5,15,2018-04-09
Warriors,119,0.5,0.3939,0.6667,5,44,24,5,3,15,2018-04-11
Bulls,112,0.4245,0.2564,0.3077,14,35,24,10,2,11,2018-04-11
Warriors,108,0.4878,0.4722,0.3056,4,29,31,8,10,19,2017-10-17
Rockets,116,0.4713,0.3784,0.5405,12,34,19,14,3,15,2017-10-17
Timberwolves,113,0.4554,0.3,0.75,13,30,25,9,3,10,2017-10-20
Warriors,126,0.5393,0.5676,0.2432,11,36,37,9,8,15,2017-10-20
Warriors,99,0.4588,0.2,0.64,11,26,27,10,7,19,2017-10-21
Jazz,129,0.5824,0.5,0.3214,7,35,25,16,3,11,2017-10-21
Warriors,119,0.55,0.5152,0.4242,7,44,25,8,4,25,2017-10-23
Kings,104,0.4421,0.4,0.4,6,27,22,16,3,10,2017-10-23
Warriors,108,0.5,0.2581,0.4516,11,31,28,9,10,13,2017-10-25
Nuggets,115,0.4286,0.4138,0.8621,16,32,28,7,0,15,2017-10-25
Thunder,125,0.4731,0.3871,0.8065,10,30,17,14,3,12,2017-10-27
Warriors,105,0.4868,0.2857,0.8214,10,35,27,7,8,25,2017-10-27
Mavericks,103,0.4348,0.2432,0.3784,9,25,19,15,7,10,2017-10-29
Warriors,121,0.5114,0.4828,0.5862,18,33,37,6,7,16,2017-10-29
Spurs,105,0.4574,0.1852,0.5185,11,23,30,8,5,10,2017-10-30
Warriors,122,0.5647,0.4444,0.5185,11,33,35,5,6,16,2017-10-30
Suns,83,0.3474,0.1304,0.6087,15,32,13,2,3,15,2017-11-02
Warriors,129,0.5843,0.4231,0.5385,7,42,36,8,16,11,2017-11-02
Warriors,117,0.4778,0.3514,0.4865,8,33,24,8,7,16,2017-11-04
Trail Blazers,123,0.4839,0.3636,0.6364,13,36,20,9,0,13,2017-11-04
Clippers,127,0.5,0.3438,0.875,8,28,32,9,2,14,2017-11-06
Warriors,134,0.6184,0.56,1.04,3,29,31,8,8,15,2017-11-06
Thunder,80,0.3295,0.2647,0.3824,14,29,19,8,3,15,2017-11-08
Warriors,112,0.4719,0.4474,0.2895,12,42,36,8,6,14,2017-11-08
Warriors,109,0.5139,0.4167,1.0417,3,33,24,10,8,14,2017-11-11
Wizards,101,0.4,0.3438,0.5625,18,33,25,6,4,16,2017-11-11
Warriors,114,0.5316,0.3548,0.6129,2,33,33,12,5,18,2017-11-13
Hawks,109,0.4419,0.4286,0.5143,3,32,21,10,2,19,2017-11-13
Spurs,107,0.4526,0.2727,0.6818,10,35,29,7,3,12,2017-11-16
Warriors,110,0.4316,0.2667,0.6667,12,37,30,6,12,10,2017-11-16
Warriors,108,0.4872,0.4286,0.7143,6,27,20,5,3,10,2017-11-18
Trail Blazers,125,0.4944,0.4103,0.5385,14,32,21,4,2,11,2017-11-18
Warriors,103,0.4066,0.2778,0.5278,12,38,22,6,7,13,2017-11-19
Timberwolves,109,0.4632,0.3,0.75,13,37,27,7,3,9,2017-11-19
Lakers,106,0.4524,0.3158,0.4737,7,28,24,11,8,14,2017-11-22
Warriors,117,0.5432,0.3,1.15,11,39,25,8,6,21,2017-11-22
Kings,98,0.4337,0.4516,0.3871,11,36,25,7,4,13,2017-11-24
Warriors,93,0.4198,0.4615,0.5,9,31,21,10,5,11,2017-11-24
Warriors,124,0.5263,0.4194,0.3548,9,34,29,8,9,12,2017-11-25
Suns,109,0.4756,0.4583,0.8333,9,33,22,8,5,19,2017-11-25
Warriors,75,0.4054,0.1579,0.6316,2,34,17,7,9,15,2017-11-27
Spurs,89,0.4024,0.3478,0.6522,11,37,21,6,5,14,2017-11-27
Hawks,94,0.4405,0.3438,0.2812,5,39,24,5,5,11,2017-11-29
Warriors,106,0.4516,0.4,0.3333,10,36,28,8,6,7,2017-11-29
Jazz,110,0.4828,0.4286,0.5,11,36,27,6,8,14,2017-12-01
Warriors,91,0.4176,0.4,0.6,14,27,24,9,7,11,2017-12-01
Pacers,92,0.4815,0.2857,0.381,8,30,22,10,2,10,2017-12-03
Warriors,81,0.407,0.2941,0.3529,17,34,21,4,9,16,2017-12-03
Bucks,116,0.5517,0.55,0.45,7,29,30,16,3,15,2017-12-04
Warriors,107,0.5467,0.5,0.75,2,29,26,10,7,18,2017-12-04
Warriors,112,0.494,0.3462,0.8077,6,36,28,9,6,10,2017-12-06
Kings,96,0.4138,0.2857,0.5714,11,36,27,5,6,15,2017-12-06
Suns,107,0.4556,0.3548,0.4516,9,33,26,8,4,15,2017-12-08
Warriors,117,0.5393,0.4643,0.2857,7,38,31,10,7,14,2017-12-08
Warriors,111,0.494,0.2759,0.7241,6,34,27,9,5,13,2017-12-11
Thunder,107,0.3763,0.2368,0.7368,22,36,13,8,3,16,2017-12-11
Warriors,106,0.4458,0.3103,0.7931,13,26,29,6,5,16,2017-12-14
Pacers,126,0.5376,0.5172,0.3793,13,34,32,11,3,12,2017-12-14
Pelicans,126,0.5632,0.4074,0.6296,4,30,39,15,6,8,2017-12-18
Warriors,120,0.5444,0.4545,0.2121,8,34,31,3,0,17,2017-12-18
Warriors,117,0.5222,0.4062,0.3125,5,36,27,9,7,11,2017-12-20
Suns,100,0.4239,0.2857,0.3429,8,36,24,4,0,13,2017-12-20
Warriors,79,0.3488,0.2632,0.7368,9,30,14,7,3,15,2017-12-22
Jazz,119,0.5333,0.3714,0.2857,12,42,25,10,6,15,2017-12-22
Clippers,108,0.3925,0.3636,0.3636,17,42,23,12,3,14,2017-12-23
Lakers,92,0.4066,0.25,0.875,12,40,21,8,7,19,2017-12-23
Suns,88,0.3803,0.25,1.1667,4,32,19,8,3,19,2017-12-25
Clippers,130,0.5455,0.4615,0.8462,10,42,26,12,2,12,2017-12-25
Jazz,84,0.4304,0.25,0.3214,8,33,20,7,7,18,2017-12-27
Clippers,102,0.4699,0.3448,0.4828,11,33,21,12,4,13,2017-12-27
Clippers,104,0.4675,0.3214,0.8214,14,32,11,4,5,11,2017-12-29
Trail Blazers,103,0.3933,0.4516,0.6129,16,28,19,5,4,9,2017-12-29
Pistons,95,0.4091,0.3214,0.5,12,38,16,11,6,12,2017-12-30
Clippers,87,0.3333,0.3947,0.4211,15,36,19,6,6,18,2017-12-30
Mavericks,98,0.3933,0.3333,0.4444,9,29,20,8,5,14,2018-01-03
Clippers,119,0.5256,0.4643,0.8571,7,42,27,9,5,16,2018-01-03
Grizzlies,113,0.4762,0.4194,0.6452,9,30,21,8,7,11,2018-01-04
Clippers,104,0.4578,0.1538,0.9231,15,28,18,7,7,13,2018-01-04
Heat,104,0.4405,0.3889,0.4444,10,27,23,12,6,16,2018-01-06
Clippers,101,0.3908,0.2903,0.7742,18,32,16,11,4,15,2018-01-06
Clippers,107,0.5122,0.3667,0.4,10,29,20,6,4,17,2018-01-08
Spurs,120,0.5357,0.5357,0.5357,11,28,33,13,3,13,2018-01-08
Clippers,111,0.4643,0.4,0.7,16,30,13,4,2,18,2018-01-10
Thunder,120,0.5128,0.4231,1.1154,11,29,23,8,7,11,2018-01-10
Clippers,103,0.407,0.3846,0.8846,8,29,16,12,1,11,2018-01-12
Pelicans,111,0.5375,0.375,1.1875,8,43,26,7,4,23,2018-01-12
Clippers,113,0.4466,0.2857,0.3143,13,42,29,7,10,15,2018-01-13
Cavaliers,118,0.4667,0.3333,0.697,8,43,24,9,4,15,2018-01-13
Clippers,87,0.3976,0.2759,0.4483,7,37,18,5,6,14,2018-01-15
Hornets,102,0.3908,0.4231,0.8846,8,41,20,7,9,8,2018-01-15
Clippers,116,0.5789,0.5,0.4333,6,27,30,7,4,15,2018-01-17
Hawks,103,0.4819,0.3448,0.4483,9,27,26,10,2,15,2018-01-17
Clippers,97,0.475,0.3214,0.4286,6,31,23,11,5,16,2018-01-20
Kings,95,0.4578,0.5238,0.381,8,29,19,9,8,18,2018-01-20
Lakers,115,0.4835,0.3667,0.5333,12,31,23,10,5,16,2018-01-23
Clippers,120,0.4824,0.3571,1.0,10,34,19,7,3,17,2018-01-23
Jazz,126,0.5765,0.4857,0.3143,10,23,38,13,2,13,2018-01-25
Clippers,107,0.5429,0.3448,0.7241,10,26,23,8,6,19,2018-01-25
Clippers,82,0.3488,0.2727,0.7273,11,27,16,8,6,10,2018-01-27
Mavericks,108,0.4557,0.4571,0.5714,15,39,24,4,7,15,2018-01-27
Clippers,106,0.5068,0.4412,0.5,8,29,21,3,7,16,2018-01-30
Timberwolves,112,0.4318,0.3077,1.0769,14,28,22,9,1,7,2018-01-30
Timberwolves,113,0.5488,0.3684,0.8421,8,38,29,4,7,15,2018-02-02
Clippers,107,0.4444,0.3125,0.2812,17,26,23,6,3,9,2018-02-02
Wizards,112,0.5122,0.4062,0.4688,9,35,33,5,2,13,2018-02-03
Clippers,113,0.4875,0.4375,0.6562,4,29,22,8,4,10,2018-02-03
Clippers,106,0.4432,0.4615,0.6154,6,45,25,10,6,8,2018-02-06
Magic,95,0.4205,0.3333,0.4444,7,38,24,6,6,12,2018-02-06
Clippers,91,0.3837,0.2917,0.75,12,35,17,12,6,20,2018-02-08
Wizards,100,0.4432,0.2258,0.4839,11,39,21,12,7,19,2018-02-08
Clippers,85,0.4375,0.2857,0.25,12,34,18,3,5,17,2018-02-10
Heat,90,0.378,0.3429,0.4571,9,28,22,10,8,8,2018-02-10
Clippers,91,0.4405,0.3103,0.2759,8,34,21,12,4,17,2018-02-12
Spurs,109,0.4878,0.375,0.8333,8,37,22,7,4,16,2018-02-12
Suns,95,0.3608,0.2286,0.4857,14,36,22,3,3,10,2018-02-14
Clippers,108,0.4713,0.3333,0.5333,9,41,22,1,4,9,2018-02-14
Clippers,128,0.4725,0.4286,0.5714,9,29,24,8,5,8,2018-02-22
Rockets,118,0.4615,0.425,0.725,9,34,16,4,4,17,2018-02-22
Clippers,112,0.4937,0.3824,0.6176,5,31,14,4,7,10,2018-02-24
Grizzlies,115,0.4444,0.4194,0.7097,15,32,28,5,5,9,2018-02-24
Kings,95,0.4167,0.3182,0.3636,10,27,25,11,7,9,2018-02-26
Clippers,122,0.5432,0.4194,0.6774,9,40,31,7,8,13,2018-02-26
Clippers,121,0.4884,0.2812,0.875,15,34,23,7,6,13,2018-02-28
Lakers,106,0.4894,0.1579,0.5789,11,24,25,7,3,12,2018-02-28
Hornets,98,0.3871,0.3333,0.4545,15,32,23,10,3,17,2018-03-02
Clippers,106,0.4737,0.3571,0.8571,6,36,24,9,5,16,2018-03-02
Grizzlies,105,0.481,0.3077,0.8077,10,28,18,10,2,14,2018-03-06
Clippers,113,0.5493,0.3913,1.1304,4,30,23,5,3,19,2018-03-06
Thunder,127,0.5368,0.4412,0.2941,11,35,23,4,6,13,2018-03-08
Clippers,117,0.45,0.3,0.6,15,30,29,5,2,10,2018-03-08
Hawks,107,0.3958,0.2703,0.5676,19,37,20,9,8,14,2018-03-09
Clippers,108,0.4471,0.5,1.2778,14,33,16,10,9,16,2018-03-09
Clippers,121,0.5119,0.4194,0.7097,8,31,28,9,5,17,2018-03-11
Kings,115,0.4941,0.3077,0.8846,10,34,23,9,3,15,2018-03-11
Kings,105,0.5059,0.3529,0.7647,10,27,26,12,4,16,2018-03-14
Clippers,126,0.561,0.3871,0.7097,5,34,29,11,5,15,2018-03-14
Rockets,102,0.4043,0.2955,0.2955,13,24,21,9,4,12,2018-03-16
Clippers,113,0.557,0.4,0.6,4,37,30,6,10,18,2018-03-16
Nuggets,104,0.433,0.2,0.6,20,34,23,13,7,19,2018-03-17
Clippers,109,0.4598,0.3333,0.6333,17,31,22,10,5,20,2018-03-17
Clippers,113,0.439,0.3056,0.8333,7,27,18,17,2,14,2018-03-19
Jazz,125,0.5488,0.3929,0.8571,11,45,21,9,3,20,2018-03-19
Timberwolves,126,0.4725,0.3182,1.5,18,29,20,5,4,13,2018-03-23
Clippers,118,0.5595,0.3333,0.5556,8,32,31,4,1,17,2018-03-23
Clippers,109,0.4875,0.3704,0.7778,3,33,23,15,6,10,2018-03-25
Grizzlies,100,0.4815,0.2963,0.5185,8,35,31,1,9,19,2018-03-25
Clippers,112,0.4688,0.3214,0.4643,11,39,29,7,4,12,2018-03-27
Pelicans,103,0.4471,0.2571,0.5143,7,40,23,9,6,15,2018-03-27
Trail Blazers,104,0.3673,0.4333,0.6333,18,41,21,12,6,12,2018-03-29
Clippers,96,0.4118,0.2727,0.9091,9,41,22,5,7,13,2018-03-29
Bulls,103,0.3608,0.3243,0.5676,13,35,22,6,4,11,2018-03-31
Clippers,113,0.4545,0.36,0.96,10,44,23,4,5,13,2018-03-31
Mavericks,101,0.4125,0.4048,0.4286,7,31,22,5,5,20,2018-04-01
Clippers,104,0.4828,0.3704,0.3704,5,34,28,10,3,13,2018-04-01
Clippers,108,0.4615,0.3333,0.4667,14,43,23,6,3,9,2018-04-03
Pistons,95,0.4091,0.3226,0.4194,7,33,22,5,5,9,2018-04-03
Clippers,128,0.5172,0.4375,0.75,8,43,23,5,8,16,2018-04-05
Suns,117,0.4369,0.2903,0.5806,16,32,22,12,5,10,2018-04-05
Clippers,122,0.5169,0.2692,0.8846,13,30,26,12,7,18,2018-04-07
Nuggets,120,0.4943,0.3226,0.7742,11,30,27,11,7,20,2018-04-07
Rockets,105,0.4235,0.3023,0.4651,10,31,21,11,5,10,2018-04-08
Clippers,92,0.4557,0.3043,0.5652,4,35,17,6,2,16,2018-04-08
Pelicans,121,0.4466,0.4333,0.5333,9,42,39,11,12,8,2018-04-10
Clippers,116,0.4646,0.2593,0.6296,10,47,25,5,2,13,2018-04-10
Cavaliers,102,0.4483,0.3333,0.3333,8,32,22,10,7,12,2017-10-19
Clippers,116,0.4831,0.3929,0.6786,13,39,25,6,3,13,2017-10-19
Magic,105,0.4524,0.3333,0.875,9,24,20,12,2,14,2017-10-21
Clippers,113,0.5256,0.3889,1.3333,8,33,17,9,3,15,2017-10-21
Clippers,112,0.4868,0.2759,1.0345,6,36,27,4,5,14,2017-10-24
Bulls,106,0.4257,0.2414,0.4483,11,34,26,11,2,9,2017-10-24
Clippers,96,0.4536,0.2222,0.2222,11,34,16,3,4,9,2017-10-26
Rockets,101,0.3889,0.2927,0.4634,16,34,20,4,9,11,2017-10-26
Clippers,113,0.4884,0.4231,0.6923,16,32,21,10,3,21,2017-10-28
Thunder,121,0.4894,0.3438,0.5625,17,29,30,17,10,14,2017-10-28
Trail Blazers,122,0.5,0.4828,0.5517,8,39,24,7,6,13,2017-10-30
Clippers,109,0.4494,0.3913,0.8696,8,30,21,8,3,8,2017-10-30
Clippers,109,0.4301,0.3333,0.875,11,30,21,4,5,10,2017-11-01
Timberwolves,123,0.5233,0.4,0.92,6,34,23,5,6,11,2017-11-01
Clippers,127,0.5233,0.5,0.7333,16,31,26,12,3,19,2017-11-04
Bucks,120,0.5495,0.3077,0.4615,8,25,33,10,5,14,2017-11-04
Clippers,104,0.5526,0.3846,0.3846,5,27,24,4,3,14,2017-11-05
Pacers,109,0.4624,0.3548,0.3871,14,28,25,6,2,9,2017-11-05
Bucks,98,0.4578,0.2609,0.6957,8,36,24,12,11,16,2017-11-07
Clippers,105,0.4651,0.5357,0.3571,8,33,23,8,4,13,2017-11-07
Clippers,111,0.5375,0.4706,1.0,11,40,26,7,4,21,2017-11-10
Suns,99,0.4318,0.2941,0.3824,9,30,17,13,4,14,2017-11-10
Clippers,96,0.4045,0.3077,1.5385,11,35,13,5,5,10,2017-11-11
Trail Blazers,105,0.4316,0.2667,0.5,13,37,30,9,10,10,2017-11-11
Pacers,111,0.4884,0.3929,0.5714,15,25,23,8,4,10,2017-11-13
Clippers,104,0.5122,0.36,0.44,12,24,24,6,6,13,2017-11-13
Spurs,110,0.4432,0.3333,1.0,10,29,24,13,10,12,2017-11-17
Clippers,113,0.4512,0.3125,2.125,12,35,21,8,2,14,2017-11-17
Clippers,95,0.443,0.1765,1.2941,11,28,18,7,3,16,2017-11-18
Jazz,117,0.5301,0.3704,0.7037,10,28,27,7,8,9,2017-11-18
Nuggets,134,0.6235,0.4138,0.5517,7,26,36,4,6,7,2017-11-20
Clippers,115,0.4943,0.3529,1.3529,15,23,25,6,0,10,2017-11-20
Pelicans,113,0.4632,0.3667,0.4667,9,41,34,13,10,7,2017-11-22
Clippers,100,0.4592,0.1176,0.4706,17,44,29,6,6,16,2017-11-22
Lakers,115,0.4773,0.4359,0.359,10,39,25,8,6,17,2017-11-25
Clippers,100,0.494,0.3333,0.6667,8,33,27,8,1,17,2017-11-25
Lakers,132,0.5161,0.4615,0.9231,5,37,22,8,3,18,2017-11-27
Suns,130,0.4891,0.4828,0.8966,10,40,17,8,9,19,2017-11-27
Pelicans,119,0.5663,0.3125,0.4688,6,36,26,14,5,18,2017-11-30
Lakers,112,0.4889,0.3333,0.5556,9,29,27,7,6,17,2017-11-30
Wizards,99,0.4105,0.2308,0.5769,7,38,20,11,5,13,2017-12-02
Lakers,102,0.4457,0.2333,0.4333,6,47,27,9,5,21,2017-12-02
