team,pts,fg%,3pt%,ft%,oreb,dreb,ast,stl,blk,to,date
Magic,112,0.5375,0.4643,0.4643,6,23,31,16,7,12,2017-10-29
Kings,91,0.375,0.3182,1.0909,11,31,19,6,4,13,2017-10-30
Knicks,118,0.5222,0.4444,0.4444,8,32,29,6,6,11,2017-10-30
Cavaliers,104,0.3977,0.3556,0.4,14,34,21,7,7,20,2017-11-01
Knicks,101,0.4318,0.32,0.68,13,36,19,13,3,17,2017-11-01
Jazz,101,0.4304,0.4857,0.4571,9,28,19,5,10,13,2017-11-03
Knicks,106,0.4691,0.4286,1.0,12,33,18,4,5,11,2017-11-03
Knicks,84,0.3297,0.3913,0.6522,14,29,17,7,4,9,2017-11-05
Raptors,107,0.5641,0.3462,0.3846,3,37,29,4,11,12,2017-11-05
Clippers,85,0.375,0.3125,0.4688,10,26,20,12,3,21,2017-11-07
Knicks,107,0.4321,0.3824,0.7059,14,37,24,11,5,22,2017-11-07
Raptors,100,0.4253,0.3684,0.3158,12,30,21,4,10,15,2017-11-08
Knicks,108,0.4624,0.3333,0.5833,13,34,29,8,7,11,2017-11-08
Knicks,104,0.5128,0.4,0.4,5,33,30,1,9,20,2017-11-11
Hawks,116,0.4747,0.4194,0.2903,13,27,30,7,2,9,2017-11-11
Knicks,102,0.4941,0.2353,0.8235,6,34,29,4,3,18,2017-11-13
Rockets,117,0.4362,0.383,0.3617,9,33,30,12,6,7,2017-11-13
Trail Blazers,103,0.4458,0.3333,1.0476,5,40,18,10,3,9,2017-11-15
Knicks,91,0.3977,0.3333,1.0667,14,37,13,3,3,13,2017-11-15
Heat,86,0.381,0.2632,0.3158,9,22,21,13,4,15,2017-11-17
Knicks,115,0.6027,0.3846,1.6923,8,44,26,10,5,20,2017-11-17
Magic,105,0.4512,0.2143,0.8929,8,34,19,8,3,10,2017-11-20
Knicks,100,0.4624,0.3333,0.6,10,35,18,4,4,14,2017-11-20
Knicks,97,0.4396,0.2609,0.4783,15,28,26,4,2,17,2017-11-22
Pacers,115,0.5349,0.4231,0.4615,7,37,28,10,5,16,2017-11-22
Grizzlies,88,0.4143,0.4286,0.6429,4,23,14,8,5,15,2017-11-24
Knicks,99,0.5224,0.6429,1.4286,10,32,22,8,3,17,2017-11-24
Knicks,102,0.4725,0.2917,0.375,8,32,25,6,3,14,2017-11-25
Bulls,104,0.5122,0.28,0.52,8,32,28,10,7,14,2017-11-25
Hawks,107,0.4805,0.2903,0.7742,6,29,22,5,4,15,2017-11-27
Knicks,111,0.4875,0.2941,1.6471,6,27,16,9,4,12,2017-11-27
Lakers,109,0.4118,0.3714,0.3429,20,32,24,6,6,16,2017-11-29
Knicks,113,0.4752,0.4091,0.3636,15,34,25,7,7,14,2017-11-29
Thunder,96,0.4235,0.4444,0.4444,16,26,18,9,7,14,2017-12-03
Knicks,111,0.5507,0.6087,0.913,6,29,21,9,3,13,2017-12-03
Knicks,91,0.4186,0.1667,0.8889,10,27,21,10,5,17,2017-12-04
Hornets,109,0.4886,0.45,0.7,12,35,30,10,6,19,2017-12-04
Knicks,101,0.4536,0.3333,0.2083,16,35,25,6,9,14,2017-12-06
Pistons,104,0.4318,0.4,0.72,15,29,19,8,5,11,2017-12-06
76ers,105,0.4268,0.3571,0.8929,12,36,21,7,7,15,2017-12-09
Knicks,98,0.4043,0.2667,1.2,18,27,18,7,5,10,2017-12-09
Knicks,87,0.4066,0.1739,0.3913,7,44,21,6,5,12,2017-12-10
Bulls,92,0.407,0.3571,0.4286,4,46,23,9,3,15,2017-12-10
Knicks,107,0.4556,0.3571,1.4286,12,32,31,6,8,9,2017-12-12
Spurs,119,0.5125,0.45,1.4,10,33,28,2,4,9,2017-12-12
Knicks,105,0.4362,0.2632,0.9474,9,42,24,6,7,6,2017-12-14
Pelicans,103,0.4524,0.2308,0.8077,4,44,24,3,5,10,2017-12-14
Spurs,100,0.378,0.3704,1.037,14,36,18,11,5,8,2017-12-16
Knicks,91,0.4023,0.3182,0.6364,12,38,21,5,7,14,2017-12-16
Knicks,103,0.4767,0.3684,0.7368,8,28,19,7,5,14,2017-12-18
Wizards,121,0.5926,0.3913,0.6957,6,36,27,9,5,12,2017-12-18
Knicks,103,0.4875,0.3846,1.5385,8,31,14,11,7,19,2017-12-21
Heat,107,0.4043,0.2857,0.4524,15,29,24,10,5,14,2017-12-21
Knicks,100,0.4578,0.375,1.125,10,49,22,4,6,16,2017-12-22
Mavericks,96,0.3804,0.25,0.8333,9,31,22,7,3,7,2017-12-22
Bulls,122,0.4592,0.4545,0.5152,10,38,21,10,5,16,2017-12-25
Knicks,119,0.5,0.4545,0.5909,11,40,24,5,9,18,2017-12-25
Knicks,108,0.5422,0.5,0.25,9,27,25,6,6,16,2017-12-27
Timberwolves,118,0.5158,0.3704,0.3704,16,27,33,12,4,12,2017-12-27
Pelicans,123,0.4737,0.2812,0.75,12,34,19,17,7,19,2017-12-28
Knicks,118,0.4742,0.3529,0.4118,10,34,28,12,7,22,2017-12-28
Knicks,99,0.4268,0.2593,0.8148,12,33,22,5,12,14,2017-12-30
Grizzlies,105,0.4505,0.3571,0.4643,15,29,23,9,3,11,2017-12-30
Knicks,117,0.4944,0.55,0.9,7,29,23,6,6,12,2018-01-02
Jazz,115,0.4615,0.3548,0.6452,15,37,19,4,6,17,2018-01-02
Knicks,107,0.5432,0.48,0.28,7,26,32,3,5,17,2018-01-03
Lakers,127,0.5604,0.3846,0.5769,12,27,31,10,3,6,2018-01-03
Knicks,112,0.5181,0.4091,0.7727,6,32,28,4,0,13,2018-01-05
Warriors,123,0.5542,0.4333,0.6,3,33,40,6,3,12,2018-01-05
Knicks,118,0.5488,0.381,0.9524,3,30,32,9,5,10,2018-01-07
Nuggets,130,0.6,0.5,0.7143,2,30,36,3,2,13,2018-01-07
Knicks,107,0.4824,0.36,0.64,10,39,25,7,10,16,2018-01-10
Suns,85,0.3511,0.3333,0.2424,12,30,15,6,3,14,2018-01-10
Knicks,90,0.4045,0.2,0.52,18,39,24,7,4,18,2018-01-12
Bucks,92,0.4342,0.2917,0.7917,4,32,18,10,8,11,2018-01-12
Hawks,99,0.4023,0.4545,0.4242,13,31,25,6,3,16,2018-01-14
Knicks,96,0.4362,0.2174,0.3913,16,32,16,10,8,15,2018-01-14
Bucks,103,0.4512,0.3077,0.8077,8,35,23,11,6,14,2018-01-15
Knicks,89,0.4157,0.2174,0.4348,11,36,20,5,6,17,2018-01-15
Knicks,88,0.3976,0.2593,0.5556,5,38,19,4,8,15,2018-01-17
Raptors,113,0.4526,0.3721,0.2558,9,43,31,11,5,8,2018-01-17
Knicks,113,0.4409,0.2571,0.6286,12,33,27,8,3,11,2018-01-19
Pacers,121,0.5,0.4286,0.5357,16,38,27,7,5,13,2018-01-19
Knicks,92,0.3924,0.25,1.0,7,26,16,5,4,19,2018-01-21
76ers,108,0.5467,0.5263,0.8421,7,30,27,13,6,17,2018-01-21
Wizards,118,0.5455,0.3182,0.6818,6,39,31,7,9,11,2018-01-23
Knicks,113,0.4639,0.4737,0.7368,11,31,21,7,1,10,2018-01-23
Knicks,120,0.4848,0.28,0.68,16,31,28,7,12,8,2018-01-25
Magic,113,0.5181,0.4583,0.6667,5,34,28,7,5,13,2018-01-25
Warriors,125,0.5176,0.4839,0.7097,8,35,31,8,5,12,2018-01-26
Knicks,111,0.4896,0.4,0.28,10,29,28,7,3,14,2018-01-26
Knicks,105,0.4607,0.44,0.48,10,23,24,4,4,17,2018-01-30
Clippers,128,0.5618,0.36,0.76,14,37,34,14,6,11,2018-01-30
Knicks,99,0.4545,0.2857,0.619,15,33,21,8,7,13,2018-01-31
Kings,102,0.4535,0.4333,0.3667,7,31,21,5,5,11,2018-01-31
Knicks,87,0.4217,0.3684,0.5263,9,30,21,7,7,14,2018-02-02
Trail Blazers,111,0.4321,0.6061,0.6364,15,36,22,4,4,19,2018-02-02
Knicks,112,0.4796,0.25,0.3929,11,28,24,6,5,11,2018-02-04
Bucks,120,0.5616,0.4444,1.6667,6,36,29,8,6,14,2018-02-04
Raptors,132,0.5054,0.4571,0.6286,14,38,32,3,3,11,2018-02-06
Knicks,106,0.4545,0.3333,0.9048,8,29,21,7,4,10,2018-02-06
Mavericks,110,0.4494,0.4,0.4571,12,28,22,11,1,12,2018-02-08
Knicks,97,0.4878,0.32,0.36,10,34,19,9,1,19,2018-02-08
76ers,118,0.4505,0.4054,0.5676,19,34,29,8,3,14,2018-02-11
Knicks,110,0.5172,0.25,0.75,8,36,26,8,4,12,2018-02-11
Hornets,101,0.3667,0.2727,0.7879,13,37,11,7,5,10,2018-02-12
Knicks,124,0.49,0.4615,0.5385,12,44,24,7,5,8,2018-02-12
Bulls,92,0.3587,0.1,0.7667,14,34,21,9,7,11,2018-02-14
Knicks,110,0.4479,0.3143,0.3714,15,46,28,6,7,16,2018-02-14
Knicks,98,0.4382,0.3226,0.3226,13,27,21,6,1,14,2018-02-22
Heat,119,0.5556,0.4412,0.4118,5,27,31,9,2,7,2018-02-22
Timberwolves,108,0.4667,0.3846,1.0769,6,39,23,6,6,14,2018-02-24
Knicks,104,0.4348,0.4286,0.4286,10,32,25,9,0,10,2018-02-24
Knicks,101,0.4659,0.2727,0.5909,10,34,26,10,6,14,2018-02-26
Wizards,97,0.4253,0.3158,0.8947,14,32,25,10,7,14,2018-02-26
Knicks,128,0.5143,0.3,0.3667,11,30,25,6,1,10,2018-03-02
Hornets,137,0.5484,0.3929,0.8571,11,32,25,5,4,14,2018-03-02
Knicks,101,0.383,0.2903,0.6452,10,36,20,4,5,16,2018-03-04
76ers,118,0.4592,0.2903,0.6129,14,44,34,9,3,12,2018-03-04
Pistons,115,0.5176,0.4167,0.7083,10,33,24,8,5,9,2018-03-06
Knicks,109,0.4725,0.4483,0.3448,9,31,31,4,1,14,2018-03-06
Magic,97,0.4205,0.3056,0.3333,11,42,28,7,5,11,2018-03-09
Knicks,73,0.3488,0.1481,0.3333,7,35,17,5,9,11,2018-03-09
Heat,98,0.3977,0.2593,0.7778,7,35,20,7,5,13,2018-03-11
Knicks,122,0.5056,0.4865,0.3784,9,42,33,7,5,12,2018-03-11
Bucks,115,0.4839,0.4,0.6,12,36,30,6,10,10,2018-03-13
Knicks,102,0.4316,0.4286,0.5238,13,31,30,3,7,8,2018-03-13
Cavaliers,123,0.4706,0.4222,0.5333,7,35,29,9,2,10,2018-03-15
Knicks,109,0.5287,0.3667,0.2,8,29,26,4,7,14,2018-03-15
Knicks,110,0.5059,0.4444,0.4444,8,31,30,10,3,15,2018-03-17
Cavaliers,98,0.3936,0.25,0.75,17,31,15,9,3,14,2018-03-17
76ers,115,0.4624,0.4286,0.4,11,37,25,6,6,17,2018-03-19
Wizards,120,0.433,0.2727,1.3636,16,36,21,8,10,9,2018-03-19
76ers,94,0.3902,0.3333,0.9167,8,33,18,5,4,20,2018-03-21
Raptors,128,0.4719,0.2955,0.7045,8,43,23,5,10,13,2018-03-21
76ers,97,0.4667,0.375,0.75,8,41,25,11,0,21,2018-03-23
Pistons,86,0.3882,0.2,0.4667,9,30,14,5,2,14,2018-03-23
Rockets,105,0.48,0.3077,0.5385,7,33,22,11,13,19,2018-03-25
76ers,104,0.4433,0.3333,0.1667,12,31,29,14,7,14,2018-03-25
76ers,112,0.4943,0.4571,0.2857,11,31,25,10,1,13,2018-03-26
Mavericks,110,0.5135,0.475,0.375,3,30,22,7,2,17,2018-03-26
76ers,115,0.55,0.4167,0.7083,7,41,27,10,4,19,2018-03-28
Rockets,107,0.3976,0.2766,0.5957,10,25,17,12,3,15,2018-03-28
Hawks,109,0.4362,0.3478,0.8261,12,37,22,11,4,18,2018-03-31
76ers,119,0.4646,0.3714,0.4,15,38,36,10,4,16,2018-03-31
Pacers,110,0.4639,0.2857,0.4286,8,32,25,6,6,11,2018-04-03
76ers,121,0.5,0.5,0.3056,12,38,34,7,9,18,2018-04-03
76ers,104,0.4198,0.4444,0.8889,8,48,23,5,6,22,2018-04-06
Jazz,97,0.303,0.2308,0.7179,14,31,15,14,6,12,2018-04-06
76ers,108,0.4253,0.4054,0.5135,13,43,23,6,5,17,2018-04-07
Kings,109,0.4301,0.4444,0.6296,8,37,29,6,5,9,2018-04-07
76ers,114,0.4681,0.4286,0.5,13,25,30,10,2,19,2018-04-09
Warriors,135,0.5854,0.5185,0.9259,4,35,31,15,11,22,2018-04-09
76ers,109,0.4935,0.2188,0.8125,10,41,27,9,2,20,2018-04-11
Clippers,105,0.439,0.375,0.6562,9,25,16,8,4,15,2018-04-11
76ers,115,0.4884,0.2188,0.75,8,44,27,7,15,16,2017-10-18
Lakers,109,0.3853,0.1111,0.8148,22,35,18,7,6,9,2017-10-18
Warriors,124,0.5495,0.3043,0.7391,11,37,25,5,6,12,2017-10-20
76ers,116,0.4845,0.3448,0.4138,11,29,28,8,5,11,2017-10-20
Jazz,86,0.3529,0.3214,0.6071,7,27,18,16,4,14,2017-10-21
76ers,107,0.5176,0.2667,1.0,9,46,20,11,7,19,2017-10-21
Trail Blazers,81,0.3371,0.2692,0.5385,11,37,14,8,6,17,2017-10-23
76ers,101,0.4333,0.3438,0.375,11,46,23,12,8,18,2017-10-23
Magic,111,0.4535,0.3871,0.6774,7,34,22,8,5,9,2017-10-25
76ers,130,0.5053,0.4706,0.5294,11,42,35,7,2,11,2017-10-25
Cavaliers,113,0.4767,0.4054,0.4324,11,35,25,7,3,11,2017-10-28
76ers,91,0.375,0.1071,0.5714,22,31,15,6,2,12,2017-10-28
Wizards,113,0.4045,0.4091,1.4545,7,28,22,8,4,11,2017-10-30
76ers,118,0.4568,0.1667,2.2778,21,43,23,6,8,17,2017-10-30
Pistons,103,0.4359,0.2903,0.8387,7,29,20,8,2,16,2017-11-01
76ers,108,0.407,0.3571,1.0,17,30,27,7,4,17,2017-11-01
Suns,115,0.4835,0.4545,0.7727,15,31,25,10,9,11,2017-11-03
76ers,101,0.4286,0.2333,0.5333,13,34,23,9,6,14,2017-11-03
Lakers,107,0.4375,0.3929,0.4286,15,29,22,13,7,11,2017-11-07
76ers,104,0.4815,0.3846,0.6154,7,37,29,3,13,18,2017-11-07
76ers,98,0.4744,0.3333,0.3939,7,32,31,10,2,19,2017-11-09
Cavaliers,105,0.48,0.4828,0.6552,6,27,26,12,2,17,2017-11-09
76ers,124,0.4583,0.3103,0.931,22,25,26,5,4,17,2017-11-11
Pelicans,131,0.575,0.625,1.0,5,28,31,11,9,14,2017-11-11
76ers,118,0.5,0.4231,1.0385,7,45,32,6,3,24,2017-11-13
Timberwolves,112,0.4074,0.1724,0.6552,17,33,19,14,7,10,2017-11-13
Thunder,119,0.4159,0.4286,0.2857,18,42,28,10,5,18,2017-11-15
76ers,117,0.44,0.2826,0.3478,7,43,35,13,4,19,2017-11-15
76ers,115,0.4835,0.4242,0.3939,9,38,30,9,8,20,2017-11-18
Bulls,117,0.4783,0.4643,0.5714,5,34,27,9,7,15,2017-11-18
Kings,101,0.4505,0.2593,0.4444,9,30,21,11,6,12,2017-11-20
76ers,95,0.4198,0.2857,0.4857,13,40,21,7,6,19,2017-11-20
Raptors,114,0.4118,0.3429,0.9143,19,26,18,14,6,21,2017-11-22
76ers,109,0.5233,0.3103,0.3448,13,27,27,14,6,23,2017-11-22
76ers,86,0.4125,0.2593,0.4815,7,34,19,10,7,22,2017-11-25
Raptors,102,0.4118,0.3333,0.8519,7,36,18,15,6,17,2017-11-25
76ers,110,0.4828,0.5,0.3125,5,32,28,8,2,13,2017-11-27
Trail Blazers,114,0.4667,0.3333,1.5,8,39,15,7,3,15,2017-11-27
76ers,107,0.4839,0.3333,0.375,7,34,34,6,3,13,2017-11-29
Nuggets,102,0.4023,0.2188,0.7812,10,38,18,10,9,13,2017-11-29
76ers,123,0.5584,0.4167,1.125,11,33,24,11,7,21,2017-11-30
Suns,110,0.4205,0.3704,0.963,12,23,18,9,4,16,2017-11-30
Spurs,106,0.4483,0.32,0.8,12,31,15,4,4,15,2017-12-02
76ers,112,0.45,0.3182,1.5,13,32,23,10,5,13,2017-12-02
Pistons,78,0.3846,0.3182,0.5,6,28,20,9,4,12,2017-12-04
76ers,114,0.4889,0.4667,0.4,13,42,29,5,4,12,2017-12-04
Raptors,111,0.4,0.2812,0.8125,12,32,20,8,1,15,2017-12-07
76ers,117,0.4938,0.24,1.24,10,38,22,8,9,21,2017-12-07
Bucks,94,0.4024,0.3125,0.5625,8,27,20,10,3,17,2017-12-09
76ers,116,0.5294,0.4,0.64,11,34,32,9,4,16,2017-12-09
76ers,101,0.4507,0.4516,0.7419,16,32,21,2,4,23,2017-12-10
Grizzlies,105,0.4231,0.3846,1.1154,11,21,14,14,2,12,2017-12-10
Bulls,101,0.383,0.2973,0.4865,10,33,20,8,2,11,2017-12-12
76ers,115,0.5185,0.5,0.4688,6,42,31,6,7,14,2017-12-12
76ers,97,0.481,0.4286,0.5714,12,38,23,5,4,9,2017-12-15
Spurs,78,0.4,0.125,0.625,5,31,20,6,5,9,2017-12-15
76ers,112,0.5,0.3793,0.8621,12,28,19,7,5,14,2017-12-18
Thunder,122,0.4891,0.303,0.6667,17,24,21,7,3,10,2017-12-18
76ers,95,0.439,0.0769,0.8077,10,33,22,5,4,14,2017-12-19
Bucks,107,0.475,0.3929,0.7143,8,34,26,6,8,9,2017-12-19
Heat,97,0.3908,0.3243,0.4595,16,33,20,3,5,11,2017-12-21
76ers,103,0.4941,0.3333,0.4583,9,30,28,9,4,10,2017-12-21
76ers,92,0.3793,0.3125,0.5,15,34,21,8,2,18,2017-12-23
Pacers,100,0.443,0.3333,0.7778,6,36,25,15,8,13,2017-12-23
Wizards,102,0.4409,0.2593,0.4815,16,23,23,14,2,11,2017-12-25
76ers,115,0.5488,0.5,0.3929,12,33,27,9,4,17,2017-12-25
Pelicans,82,0.3474,0.2581,0.2581,8,38,17,8,6,12,2017-12-28
76ers,100,0.4194,0.4118,0.2353,8,50,26,10,4,15,2017-12-28
Clippers,98,0.4318,0.25,0.4375,11,42,20,7,5,16,2017-12-30
76ers,112,0.4778,0.3939,0.3939,6,39,32,12,8,12,2017-12-30
Heat,102,0.4545,0.4074,0.7778,3,26,23,9,5,10,2017-12-31
76ers,104,0.4239,0.2571,0.4857,23,37,25,6,2,17,2017-12-31
76ers,116,0.5122,0.3793,0.7241,8,33,25,7,5,9,2018-01-03
Bulls,115,0.4536,0.5294,0.2647,11,37,27,5,4,13,2018-01-03
Magic,105,0.4471,0.4194,0.5161,6,27,27,7,5,11,2018-01-05
76ers,116,0.5185,0.3333,0.8519,9,36,31,5,4,14,2018-01-05
76ers,94,0.3605,0.2727,0.697,17,26,24,13,3,15,2018-01-11
Wizards,109,0.5443,0.48,0.44,10,38,35,9,6,19,2018-01-11
76ers,101,0.4167,0.3871,0.6129,10,34,25,10,3,23,2018-01-15
Heat,102,0.439,0.3333,0.7778,11,26,19,12,9,15,2018-01-15
76ers,108,0.4444,0.3333,0.6,14,40,22,4,5,9,2018-01-18
Cavaliers,97,0.4138,0.2812,0.5,10,35,23,4,6,9,2018-01-18
Hornets,99,0.4198,0.4583,0.8333,7,32,21,7,0,10,2018-01-20
76ers,110,0.5062,0.375,0.7917,7,39,27,4,5,11,2018-01-20
76ers,110,0.5571,0.5,0.6429,6,26,26,4,9,26,2018-01-22
Bucks,118,0.4947,0.4348,0.6087,16,22,27,15,4,13,2018-01-22
76ers,128,0.5747,0.4848,0.3636,10,34,35,6,4,14,2018-01-24
Hornets,114,0.5,0.3793,0.7931,8,25,26,7,5,10,2018-01-24
76ers,99,0.3953,0.4054,0.4324,9,37,28,9,4,18,2018-01-26
Heat,108,0.4719,0.5385,0.3846,6,43,26,10,8,14,2018-01-26
Pacers,101,0.4,0.2083,0.8333,14,31,20,13,2,9,2018-01-28
76ers,98,0.4667,0.3333,0.6,7,41,24,3,7,21,2018-01-28
Hornets,94,0.381,0.2727,1.0909,6,33,16,8,4,9,2018-01-29
76ers,108,0.4516,0.4091,0.1364,17,43,30,5,6,15,2018-01-29
Grizzlies,105,0.404,0.3333,0.5926,15,32,25,6,2,13,2018-01-31
76ers,119,0.5476,0.3548,0.5161,4,34,32,8,4,14,2018-01-31
76ers,118,0.4719,0.4054,0.5135,11,45,30,7,5,16,2018-02-02
Magic,98,0.4066,0.303,0.4242,7,33,26,10,3,10,2018-02-02
Timberwolves,108,0.3854,0.2609,1.2174,13,40,19,7,3,14,2018-02-03
76ers,120,0.4773,0.3514,0.6216,7,44,33,9,10,15,2018-02-03
Nuggets,104,0.4286,0.3438,0.6562,9,28,27,10,7,15,2018-02-06
76ers,123,0.5055,0.4483,0.6207,14,39,35,6,6,17,2018-02-06
76ers,101,0.4421,0.2105,0.2368,9,44,34,10,6,15,2018-02-09
Hawks,91,0.3564,0.2308,0.2564,15,44,24,9,4,16,2018-02-09
76ers,119,0.5106,0.4375,0.2812,7,37,36,15,5,14,2018-02-10
Hornets,102,0.4024,0.3,0.9,9,31,17,8,7,16,2018-02-10
76ers,115,0.4944,0.4333,0.4667,7,37,32,11,3,13,2018-02-12
Pistons,108,0.4432,0.4444,0.3889,9,33,30,4,5,17,2018-02-12
Cavaliers,130,0.5172,0.4706,0.7059,8,33,24,6,2,15,2018-02-14
76ers,132,0.495,0.359,0.4615,11,33,35,11,7,12,2018-02-14
Mavericks,97,0.4255,0.275,0.15,10,33,24,6,6,11,2018-02-22
76ers,109,0.5055,0.2963,0.3333,9,43,32,9,4,10,2018-02-22
76ers,121,0.4943,0.4595,0.4865,11,43,29,7,8,18,2018-02-24
Hawks,113,0.4184,0.3514,0.4865,8,31,27,10,3,10,2018-02-24
Bucks,95,0.4111,0.28,0.56,10,33,22,6,5,20,2018-02-25
76ers,130,0.4952,0.4167,0.3056,17,40,35,15,7,12,2018-02-25
Bulls,100,0.4157,0.3125,0.5,10,29,22,7,2,19,2018-02-27
Raptors,117,0.4699,0.4483,0.8966,13,36,26,10,4,17,2018-02-27
Raptors,97,0.425,0.2703,0.5135,5,29,17,11,4,14,2018-03-01
Spurs,101,0.4444,0.25,0.8,18,37,19,4,12,20,2018-03-01
Raptors,112,0.4574,0.2353,0.5294,17,25,30,10,6,16,2018-03-02
Warriors,117,0.5584,0.4615,0.7308,6,31,32,10,7,17,2018-03-02
Raptors,101,0.4301,0.2414,0.4828,9,31,27,12,4,12,2018-03-04
Lakers,92,0.4557,0.1304,0.7391,9,40,20,7,6,21,2018-03-04
Raptors,99,0.4483,0.3333,0.5417,8,39,17,10,9,9,2018-03-06
Trail Blazers,85,0.3875,0.3077,0.5769,6,32,13,5,7,13,2018-03-06
Raptors,111,0.4941,0.3548,0.5161,9,29,20,7,4,13,2018-03-08
Nuggets,129,0.5341,0.5,0.5938,9,34,35,9,4,12,2018-03-08
Raptors,109,0.5352,0.3667,0.7333,5,34,20,9,4,16,2018-03-11
Jazz,100,0.4375,0.3478,0.9565,10,23,11,9,5,13,2018-03-11
Wizards,107,0.4706,0.4783,0.6957,11,35,19,9,3,17,2018-03-13
Raptors,96,0.4625,0.2083,0.7083,9,27,17,7,8,13,2018-03-13
Bulls,114,0.5,0.3793,0.7931,8,29,26,10,2,13,2018-03-15
Raptors,119,0.5432,0.52,0.72,7,30,22,5,0,15,2018-03-15
Pelicans,118,0.5366,0.4194,0.5484,4,34,31,7,4,13,2018-03-16
Raptors,122,0.4592,0.381,0.381,10,38,27,8,4,12,2018-03-16
Raptors,129,0.5256,0.4667,1.1,5,31,28,11,4,12,2018-03-19
Rockets,113,0.4177,0.3077,0.8974,14,34,21,4,4,19,2018-03-19
Raptors,125,0.5921,0.4706,0.5588,6,31,27,8,6,21,2018-03-21
Pelicans,116,0.5055,0.3704,0.5185,10,22,31,13,3,14,2018-03-21
Wizards,91,0.4198,0.5789,0.6316,8,35,20,5,3,14,2018-03-22
Raptors,100,0.4444,0.2564,0.2564,11,37,20,8,7,7,2018-03-22
Raptors,104,0.4938,0.3,0.5,7,35,17,14,4,18,2018-03-24
Pacers,107,0.4578,0.4231,0.7692,10,31,19,10,3,16,2018-03-24
Raptors,112,0.5476,0.4062,0.2188,11,35,31,10,3,16,2018-03-26
Hawks,78,0.3467,0.2222,0.7407,7,25,18,9,1,18,2018-03-26
Hornets,113,0.4684,0.4737,1.5789,7,29,26,6,2,12,2018-03-28
Raptors,126,0.5306,0.4375,0.25,11,28,24,6,2,9,2018-03-28
Pacers,115,0.4412,0.3077,0.6538,15,31,21,7,5,10,2018-03-30
Raptors,120,0.4948,0.3125,0.4375,12,35,29,6,8,12,2018-03-30
Suns,113,0.4933,0.375,1.25,0,35,23,7,4,17,2018-04-01
Raptors,126,0.4783,0.4167,0.6389,8,34,30,13,4,15,2018-04-01
Raptors,116,0.4744,0.4194,0.9355,10,26,21,8,3,11,2018-04-03
Grizzlies,107,0.5,0.3333,0.5926,11,24,24,8,3,16,2018-04-03
Raptors,102,0.4483,0.2973,0.3514,12,32,22,8,2,13,2018-04-04
Kings,87,0.4795,0.4348,0.3043,7,35,15,7,6,21,2018-04-04
Raptors,91,0.4,0.2414,0.6897,3,40,18,8,6,13,2018-04-06
Clippers,96,0.3696,0.2222,0.5556,14,43,18,6,7,12,2018-04-06
Raptors,115,0.4348,0.3462,1.0,8,37,16,7,3,6,2018-04-08
Suns,109,0.4458,0.3333,1.125,10,31,20,3,9,11,2018-04-08
Kings,93,0.4691,0.4231,0.2308,6,26,25,9,9,15,2018-04-10
Raptors,108,0.4235,0.4333,0.7667,12,34,20,8,9,12,2018-04-10
Raptors,129,0.5385,0.4848,0.4545,10,33,35,6,7,14,2018-04-11
Hornets,111,0.4588,0.3043,1.1304,8,31,21,10,6,12,2018-04-11
Raptors,93,0.3371,0.2903,0.7742,16,37,16,10,7,10,2017-10-19
Mavericks,98,0.4255,0.25,0.5,16,40,20,5,11,13,2017-10-19
Raptors,107,0.4235,0.2895,0.6316,7,27,24,9,4,11,2017-10-21
Thunder,124,0.5287,0.36,0.92,15,37,25,9,7,12,2017-10-21
Hawks,98,0.4318,0.375,0.5417,14,34,21,6,7,18,2017-10-23
Raptors,111,0.4381,0.3514,0.1622,19,32,22,9,15,11,2017-10-23
Bucks,127,0.4731,0.4815,0.963,10,33,27,9,3,14,2017-10-25
Raptors,131,0.4945,0.4242,0.8182,6,34,25,8,8,12,2017-10-25
Raptors,124,0.4891,0.3947,0.5,7,42,23,9,5,11,2017-10-27
Bulls,115,0.4624,0.3939,0.4848,9,34,29,5,2,13,2017-10-27
Raptors,129,0.5581,0.303,0.697,12,31,25,9,5,11,2017-10-30
Bucks,110,0.5325,0.4118,1.2353,5,23,26,4,4,11,2017-10-30
Heat,90,0.4021,0.1818,0.3636,20,44,18,2,14,13,2017-11-01
Raptors,89,0.3889,0.3333,0.5714,7,30,15,7,12,5,2017-11-01
Cavaliers,99,0.382,0.2308,0.9615,9,26,18,3,4,9,2017-11-03
Raptors,133,0.5,0.4286,0.2143,18,45,31,3,7,9,2017-11-03
Warriors,127,0.5802,0.375,1.0,3,27,28,4,3,6,2017-11-05
Raptors,125,0.4839,0.32,1.08,14,30,22,3,2,10,2017-11-05
Pistons,91,0.4205,0.3571,0.25,11,31,22,14,7,14,2017-11-07
Raptors,96,0.425,0.3548,0.5484,12,37,24,6,8,20,2017-11-07
Spurs,83,0.3407,0.25,0.8,17,39,18,9,7,12,2017-11-09
Raptors,86,0.4,0.3462,0.3462,9,41,16,8,1,13,2017-11-09
Raptors,109,0.4699,0.3636,0.5758,8,27,23,7,7,13,2017-11-12
Timberwolves,115,0.4691,0.4375,2.0,15,29,21,4,3,11,2017-11-12
Raptors,108,0.4382,0.3889,0.4444,12,40,25,10,12,17,2017-11-14
Hawks,93,0.3936,0.3333,0.5714,12,35,19,8,9,16,2017-11-14
Jazz,97,0.4138,0.4762,0.7143,10,37,20,7,5,13,2017-11-15
