home_team,away_team,pts_h,fg%_h,3pt%_h,ft%_h,oreb_h,dreb_h,ast_h,stl_h,blk_h,to_h,pts_a,fg%_a,3pt%_a,ft%_a,oreb_a,dreb_a,ast_a,stl_a,blk_a,to_a,outcome,date
Raptors,Bulls,95,0.3696,0.2727,0.5455,17,35,17,5,8,11,89,0.4125,0.35,0.8,7,37,16,7,2,16,1,2018-12-30
Lakers,Kings,121,0.4796,0.3409,0.2727,12,38,30,7,5,14,114,0.4842,0.3824,0.2647,9,36,24,8,5,13,1,2018-12-30
Heat,Timberwolves,104,0.4111,0.3333,0.9167,17,35,19,8,6,19,113,0.4043,0.3333,1.2083,17,32,24,11,10,10,0,2018-12-30
Trail Blazers,76ers,129,0.5904,0.5455,0.8636,7,52,28,2,2,21,95,0.3542,0.18600000000000005,0.4419,9,27,18,15,2,11,1,2018-12-30
Magic,Pistons,109,0.4706,0.2917,0.9167,9,36,21,7,4,13,107,0.4239,0.2581,0.6774,17,34,21,6,2,11,1,2018-12-30
Mavericks,Thunder,105,0.4568,0.359,0.4359,9,40,21,8,3,23,103,0.4301,0.2368,0.3684,7,32,17,15,2,11,1,2018-12-30
Suns,Warriors,109,0.4353,0.3462,1.0,7,31,20,7,3,13,132,0.5476,0.5,0.9286,7,37,31,7,8,15,0,2018-12-31
Pacers,Hawks,116,0.5,0.4583,0.875,8,31,29,13,6,11,108,0.4316,0.4062,0.4062,21,32,24,8,5,17,1,2018-12-31
Hornets,Magic,125,0.4941,0.4583,1.25,6,40,29,8,1,8,100,0.413,0.2857,0.4,13,35,22,6,5,11,1,2018-12-31
Thunder,Mavericks,122,0.4466,0.25,1.0,11,35,22,13,3,10,102,0.4189,0.3684,0.6842,5,44,21,7,3,27,1,2018-12-31
Spurs,Celtics,120,0.4945,0.5385,0.6154,8,35,27,6,4,11,111,0.4886,0.3235,0.4118,9,31,30,5,8,12,1,2018-12-31
Rockets,Grizzlies,113,0.4429,0.439,0.8049,7,39,19,5,4,13,101,0.4634,0.24,0.76,6,33,24,11,4,10,1,2018-12-31
Pelicans,Timberwolves,123,0.5172,0.56,0.76,11,33,28,3,2,15,114,0.4624,0.3214,0.6786,12,27,29,10,9,7,1,2018-12-31
Nuggets,Knicks,115,0.4632,0.3529,0.4412,16,37,36,7,6,8,108,0.4516,0.4074,0.4815,15,28,28,4,3,8,1,2019-01-01
Clippers,76ers,113,0.4615,0.2,0.96,12,29,18,12,0,13,119,0.4828,0.4615,0.8846,17,38,25,7,7,20,0,2019-01-01
Raptors,Jazz,122,0.5488,0.35,1.25,5,40,18,4,6,9,116,0.433,0.2812,0.7188,12,31,23,6,4,4,1,2019-01-01
Bucks,Pistons,121,0.5949,0.3704,0.6296,5,38,28,7,6,13,98,0.3804,0.3636,0.4848,14,29,23,7,2,14,1,2019-01-01
Kings,Trail Blazers,108,0.3826,0.3333,0.2727,14,39,24,13,4,13,113,0.4333,0.2812,0.8125,10,46,22,11,10,18,0,2019-01-01
Hornets,Mavericks,84,0.3556,0.1875,0.4375,12,34,23,4,3,14,122,0.4632,0.4,0.3556,12,45,31,9,4,10,0,2019-01-02
Suns,76ers,127,0.4526,0.3235,0.8824,13,24,22,10,3,15,132,0.5405,0.4583,1.7083,8,36,27,9,3,17,0,2019-01-02
Wizards,Hawks,114,0.4674,0.3793,0.5862,10,38,29,10,2,10,98,0.4211,0.3226,0.2581,13,37,26,5,6,14,1,2019-01-02
Lakers,Thunder,100,0.4157,0.2593,0.7037,8,46,24,8,9,17,107,0.381,0.2258,0.6452,17,47,22,8,5,11,0,2019-01-02
Nets,Pelicans,126,0.5054,0.5161,0.5161,12,31,27,7,5,10,121,0.5287,0.4348,0.8261,10,31,19,7,5,12,1,2019-01-02
Celtics,Timberwolves,115,0.5921,0.4,0.4333,3,30,34,10,9,16,102,0.4762,0.3043,0.6522,8,26,24,7,2,14,1,2019-01-02
Cavaliers,Heat,92,0.4533,0.4194,0.3548,2,20,23,8,3,12,117,0.5116,0.5161,0.4194,13,34,29,8,3,13,0,2019-01-02
Bulls,Magic,84,0.4186,0.35,0.25,5,27,18,8,0,11,112,0.5789,0.4231,0.5,4,37,31,5,9,13,0,2019-01-02
Grizzlies,Pistons,94,0.4615,0.2222,1.0,8,36,21,2,5,11,101,0.4337,0.4,0.325,7,35,23,7,3,7,0,2019-01-02
Warriors,Rockets,134,0.5196,0.3784,0.3784,9,38,33,8,6,14,135,0.4545,0.3889,0.4444,13,35,30,8,5,10,0,2019-01-03
Spurs,Raptors,125,0.5529,0.4815,0.6667,8,36,32,7,0,12,107,0.4483,0.2,0.7667,9,30,21,9,6,10,1,2019-01-03
Kings,Nuggets,113,0.5,0.4194,0.3226,7,26,25,5,3,8,117,0.4607,0.359,0.5385,16,38,24,3,3,14,0,2019-01-03
Heat,Wizards,115,0.4835,0.3103,0.6207,11,37,28,7,6,16,109,0.4286,0.2778,0.4167,10,31,24,8,2,10,1,2019-01-04
Grizzlies,Nets,100,0.4516,0.2083,0.4583,8,32,23,9,5,13,109,0.4557,0.3824,0.7059,8,37,25,6,2,20,0,2019-01-04
Celtics,Mavericks,114,0.4375,0.4667,0.2,14,39,35,12,4,12,93,0.3864,0.25,0.3182,11,38,16,9,2,14,1,2019-01-04
Trail Blazers,Thunder,109,0.4316,0.2903,0.5806,11,39,30,6,5,12,111,0.4255,0.32,0.92,11,38,18,9,6,10,0,2019-01-04
Bucks,Hawks,144,0.55,0.35,0.5,12,42,36,11,8,14,112,0.4353,0.3415,0.5854,5,26,26,11,3,21,1,2019-01-04
Suns,Clippers,111,0.5325,0.4737,1.0526,7,18,24,13,9,17,121,0.5119,0.4167,1.0417,16,27,31,12,7,20,0,2019-01-04
Bulls,Pacers,116,0.5165,0.4286,0.3571,8,32,30,10,2,17,119,0.5269,0.3214,0.4286,9,31,25,7,3,13,0,2019-01-04
Cavaliers,Jazz,91,0.3902,0.5238,0.7619,7,32,14,6,1,13,117,0.5122,0.4,0.5429,8,39,28,6,9,11,0,2019-01-04
Timberwolves,Magic,120,0.5165,0.3462,0.6538,10,44,29,6,2,11,103,0.4773,0.3333,0.3704,5,30,28,7,7,11,1,2019-01-04
Lakers,Knicks,112,0.4388,0.2973,0.4054,12,43,23,4,7,16,119,0.3737,0.2973,0.9189,13,43,20,12,4,6,0,2019-01-04
Cavaliers,Pelicans,98,0.4091,0.3636,0.4242,10,24,22,12,3,17,133,0.5802,0.5185,0.9259,10,34,29,13,7,14,0,2019-01-05
76ers,Mavericks,106,0.4699,0.2308,0.8462,8,41,31,7,5,10,100,0.4318,0.2903,0.4839,9,40,27,4,3,15,1,2019-01-05
Nuggets,Hornets,123,0.4608,0.359,0.3846,17,29,30,10,6,7,110,0.4756,0.3793,0.7241,12,35,22,7,4,17,1,2019-01-05
Pistons,Jazz,105,0.4756,0.44,0.64,5,39,18,7,2,18,110,0.4756,0.3333,1.1905,7,35,24,12,6,12,0,2019-01-05
Bucks,Raptors,116,0.4938,0.3784,0.5946,4,34,29,9,2,14,123,0.5122,0.4516,0.8065,4,34,28,9,6,11,0,2019-01-05
Kings,Warriors,123,0.4742,0.5556,0.3056,14,29,34,12,0,8,127,0.5054,0.4468,0.2553,12,35,29,5,8,13,0,2019-01-05
Spurs,Grizzlies,108,0.4932,0.3182,1.3182,3,40,26,10,3,15,88,0.37799999999999995,0.3929,0.5357,8,34,21,12,3,20,1,2019-01-05
Trail Blazers,Rockets,110,0.4574,0.3214,0.5357,17,30,27,7,2,9,101,0.4643,0.3421,0.2632,10,30,13,6,5,12,1,2019-01-05
Timberwolves,Lakers,108,0.4607,0.3438,0.4688,8,42,24,10,9,14,86,0.3678,0.2273,0.7727,12,36,20,6,4,21,1,2019-01-06
Clippers,Magic,106,0.4301,0.3636,0.8182,11,42,20,5,5,7,96,0.3708,0.2903,0.6774,13,41,24,6,7,12,1,2019-01-06
Suns,Hornets,113,0.5181,0.4,0.68,3,33,23,8,4,14,119,0.4835,0.28,0.96,14,32,22,9,1,15,0,2019-01-06
Thunder,Wizards,98,0.4318,0.4,0.48,7,34,22,8,3,14,116,0.4356,0.2703,0.4865,16,39,25,8,8,9,0,2019-01-06
Bulls,Nets,100,0.4659,0.3889,0.6111,11,33,20,6,4,12,117,0.506,0.3478,0.3696,6,32,29,6,3,9,0,2019-01-06
Hawks,Heat,106,0.4725,0.4167,0.4167,14,45,25,7,2,17,82,0.3563,0.1471,0.4412,12,29,23,11,7,13,1,2019-01-06
Raptors,Pacers,121,0.5176,0.5152,0.4848,8,33,30,9,4,15,105,0.4574,0.2353,0.8824,12,32,24,8,4,14,1,2019-01-06
Mavericks,Lakers,97,0.4186,0.2667,0.5667,14,38,12,10,7,18,107,0.4362,0.2759,0.5862,11,33,28,12,2,13,0,2019-01-07
Trail Blazers,Knicks,111,0.4706,0.3548,0.6452,12,39,25,7,5,14,101,0.4045,0.3043,0.9565,14,34,18,9,2,11,1,2019-01-07
Kings,Magic,111,0.4592,0.2941,0.3235,9,48,24,11,4,9,95,0.3678,0.3514,0.4865,5,41,15,8,1,16,1,2019-01-07
Pistons,Spurs,107,0.4941,0.2812,0.4375,9,28,22,5,2,10,119,0.5443,0.35,1.3,9,29,24,5,5,9,0,2019-01-07
Rockets,Nuggets,125,0.5,0.4681,0.5745,4,30,28,8,3,15,113,0.4731,0.2414,0.6207,14,32,26,7,3,14,1,2019-01-07
Pelicans,Grizzlies,114,0.557,0.3529,1.1765,5,35,27,13,4,14,95,0.4487,0.3333,0.5,6,30,28,5,7,18,1,2019-01-07
Celtics,Nets,116,0.5054,0.375,0.3125,6,37,37,13,2,13,95,0.4051,0.2619,0.4762,9,38,19,5,4,23,1,2019-01-07
Bucks,Jazz,114,0.4694,0.36,0.52,10,36,27,10,6,10,102,0.4186,0.3784,0.4324,11,35,20,6,6,15,1,2019-01-07
Heat,Nuggets,99,0.4578,0.2581,0.4839,9,29,24,9,8,6,103,0.4713,0.3333,0.4444,15,35,32,2,2,16,0,2019-01-08
Clippers,Hornets,128,0.5161,0.4667,0.6,7,38,28,6,11,10,109,0.4,0.3636,0.7576,10,33,20,5,5,11,1,2019-01-08
76ers,Wizards,132,0.5568,0.5152,0.5152,13,36,39,10,2,19,115,0.5,0.4375,0.5312,6,28,26,14,3,16,1,2019-01-08
Warriors,Knicks,122,0.5104,0.3111,0.2222,15,34,36,9,10,15,95,0.3977,0.25,0.7917,9,30,13,11,1,16,1,2019-01-08
Raptors,Hawks,104,0.4625,0.3125,0.625,6,33,26,18,7,18,101,0.4598,0.3704,0.4074,13,37,22,12,2,26,1,2019-01-08
Cavaliers,Pacers,115,0.5395,0.4483,0.6897,8,27,24,4,3,16,123,0.5385,0.3846,0.5769,6,26,34,11,0,6,0,2019-01-08
Suns,Kings,115,0.5114,0.4,0.6,9,28,31,18,7,19,111,0.475,0.5172,0.6897,12,31,26,11,5,25,1,2019-01-08
Thunder,Timberwolves,117,0.5059,0.4,0.6333,10,33,22,4,5,16,119,0.4222,0.3548,1.0323,15,27,25,9,4,10,0,2019-01-08
Wizards,76ers,123,0.5402,0.4815,0.5926,11,28,26,16,2,18,106,0.4302,0.2963,0.8889,17,29,23,12,3,24,1,2019-01-09
Celtics,Pacers,135,0.5682,0.4375,0.6562,9,39,32,7,7,13,108,0.4286,0.3214,0.75,12,27,26,6,0,11,1,2019-01-09
Trail Blazers,Bulls,124,0.5663,0.4231,0.7308,6,37,28,6,7,16,112,0.4624,0.4091,0.7727,10,27,22,5,3,12,1,2019-01-09
Jazz,Magic,106,0.4881,0.3636,0.3636,4,40,24,5,3,13,93,0.3976,0.3939,0.4242,7,34,17,6,4,11,1,2019-01-09
Nets,Hawks,116,0.4526,0.3333,0.6667,18,36,21,10,9,18,100,0.3636,0.1714,0.6286,18,34,17,8,6,19,1,2019-01-09
Rockets,Bucks,109,0.3765,0.375,0.5625,14,32,19,4,7,18,116,0.4835,0.2963,0.7407,10,39,26,11,5,13,0,2019-01-09
Grizzlies,Spurs,96,0.4111,0.2424,0.4242,9,43,22,6,8,9,86,0.3614,0.4074,0.5556,8,45,14,4,2,13,1,2019-01-09
Mavericks,Suns,104,0.4286,0.3529,0.9412,8,34,21,7,5,19,94,0.4286,0.28,0.6,7,30,22,10,8,15,1,2019-01-09
Pelicans,Cavaliers,140,0.5476,0.4138,1.2414,11,33,33,7,7,16,124,0.4773,0.4667,0.8667,9,22,27,7,3,13,1,2019-01-09
Lakers,Pistons,113,0.561,0.3478,0.5652,9,38,30,5,6,14,100,0.4535,0.3182,0.1818,7,26,23,8,2,9,1,2019-01-09
Nuggets,Clippers,121,0.5051,0.3929,0.3571,15,38,29,7,8,9,100,0.4368,0.25,0.75,8,30,21,4,6,12,1,2019-01-10
Kings,Pistons,112,0.5116,0.4091,0.6818,11,36,29,7,8,19,102,0.4268,0.2895,0.5526,9,28,22,13,3,19,1,2019-01-10
Heat,Celtics,115,0.4792,0.4615,0.1282,10,41,33,7,4,8,99,0.4045,0.3529,0.4412,9,28,20,5,8,10,1,2019-01-10
Spurs,Thunder,154,0.5657,0.8421,1.3684,5,38,38,8,10,17,147,0.5088,0.4286,0.4571,14,35,33,8,5,13,1,2019-01-10
Jazz,Lakers,113,0.3958,0.3571,0.5238,15,50,24,9,9,16,95,0.3592,0.1852,0.5926,16,39,14,9,5,12,1,2019-01-11
Rockets,Cavaliers,141,0.5169,0.3846,0.5577,8,37,28,8,9,15,113,0.4494,0.2727,0.7273,6,33,24,12,4,13,1,2019-01-11
Warriors,Bulls,146,0.5761,0.4615,0.5641,11,38,38,6,8,12,109,0.4487,0.45,1.5,5,24,16,9,1,13,1,2019-01-11
76ers,Hawks,121,0.5172,0.3333,0.6061,11,19,31,13,4,15,123,0.5556,0.48,0.84,15,29,27,7,4,21,0,2019-01-11
Knicks,Pacers,106,0.4432,0.359,0.359,8,29,22,8,5,16,121,0.5213,0.4615,0.4231,11,36,30,8,1,14,0,2019-01-11
Wizards,Bucks,113,0.4878,0.5455,0.4545,6,37,28,10,3,16,106,0.4494,0.325,0.325,10,33,26,8,6,15,1,2019-01-11
Raptors,Nets,122,0.4571,0.3143,0.4286,13,42,32,10,4,9,105,0.4205,0.3667,0.6667,9,45,20,4,4,17,1,2019-01-11
Timberwolves,Mavericks,115,0.4608,0.4167,0.4583,17,36,27,5,10,13,119,0.4536,0.3421,0.4737,11,32,25,7,7,7,0,2019-01-11
Trail Blazers,Hornets,127,0.5591,0.375,0.2,7,40,31,10,16,9,96,0.4,0.4333,0.3667,10,33,23,3,2,13,1,2019-01-11
Timberwolves,Pelicans,110,0.4301,0.2821,0.4872,15,35,23,7,5,13,106,0.4598,0.2083,0.875,10,38,22,7,8,15,1,2019-01-12
Thunder,Spurs,122,0.4624,0.4783,1.087,7,40,27,10,5,7,112,0.4583,0.3226,0.4516,13,39,21,5,7,14,1,2019-01-12
Clippers,Pistons,104,0.4865,0.5,1.2778,6,32,25,7,5,17,109,0.4353,0.4324,0.5135,14,34,20,12,5,16,0,2019-01-12
Heat,Grizzlies,112,0.5,0.4839,0.5484,10,28,25,7,4,14,108,0.4815,0.3103,0.7241,10,28,18,9,6,10,1,2019-01-12
Suns,Nuggets,102,0.413,0.3077,0.6923,14,35,29,11,9,9,93,0.3864,0.3226,0.4839,13,37,25,7,6,15,1,2019-01-12
Jazz,Bulls,110,0.4318,0.3556,0.4,10,42,23,6,11,13,102,0.4124,0.28,0.6,10,37,24,8,7,9,1,2019-01-12
Magic,Celtics,105,0.4286,0.2895,0.5789,9,41,21,2,5,15,103,0.4222,0.25,0.5938,10,36,19,7,3,8,1,2019-01-12
Kings,Hornets,104,0.4141,0.3784,0.2162,12,37,27,8,5,11,97,0.4091,0.3333,0.3611,13,43,21,6,11,18,1,2019-01-12
Wizards,Raptors,138,0.4576,0.4318,0.25,17,34,36,11,7,20,140,0.4712,0.3611,0.8056,17,42,24,16,8,21,0,2019-01-13
Hawks,Bucks,114,0.4062,0.3158,0.6316,18,36,19,3,5,24,133,0.5326,0.3667,0.8,8,31,28,13,4,14,0,2019-01-13
Magic,Rockets,116,0.4824,0.375,1.0417,12,33,25,6,2,11,109,0.4419,0.2381,0.5476,9,29,20,7,1,10,1,2019-01-13
Knicks,76ers,105,0.4302,0.3226,0.6774,7,27,24,8,5,10,108,0.4598,0.3,1.1,12,44,22,4,9,16,0,2019-01-13
Mavericks,Warriors,114,0.4176,0.4211,0.5789,18,33,21,5,4,12,119,0.4545,0.4222,0.2222,16,33,26,9,8,10,0,2019-01-13
Lakers,Cavaliers,95,0.3956,0.2059,0.4706,13,38,21,4,5,11,101,0.4270000000000001,0.381,0.8095,10,42,18,5,2,10,0,2019-01-13
Nuggets,Trail Blazers,116,0.5556,0.4091,0.7727,4,31,21,5,0,11,113,0.4545,0.3529,0.6176,8,31,25,5,1,9,1,2019-01-13
Nets,Celtics,109,0.4302,0.3333,0.5641,13,42,18,5,7,17,102,0.4066,0.3056,0.4722,10,31,21,10,8,10,1,2019-01-14
Clippers,Pelicans,117,0.4767,0.5,0.4722,8,42,34,4,7,16,121,0.4381,0.32,0.84,15,34,28,8,7,6,0,2019-01-14
Rockets,Grizzlies,112,0.4405,0.375,0.4167,7,29,17,12,3,13,94,0.507,0.4545,0.5455,9,34,31,5,5,24,1,2019-01-14
Kings,Trail Blazers,115,0.4943,0.3846,0.7308,11,37,24,6,6,13,107,0.4022,0.3226,0.7419,17,32,22,6,3,14,1,2019-01-14
Spurs,Hornets,93,0.4634,0.35,0.5,3,33,21,4,6,12,108,0.4674,0.3611,0.25,8,37,24,7,4,7,0,2019-01-14
Jazz,Pistons,100,0.3875,0.3243,0.7027,11,44,20,5,3,17,94,0.3889,0.3056,0.3611,5,33,16,13,4,9,1,2019-01-14
Bucks,Heat,124,0.5,0.4359,0.2821,7,46,35,8,6,7,86,0.4186,0.2353,0.1765,4,39,27,2,6,17,1,2019-01-15
Lakers,Bulls,107,0.4634,0.3077,0.8846,13,38,21,7,4,17,100,0.4022,0.2903,0.5484,13,33,21,11,6,13,1,2019-01-15
Nuggets,Warriors,111,0.4565,0.4118,0.3824,9,27,30,4,3,8,142,0.6,0.5385,0.1795,12,38,38,6,4,10,0,2019-01-15
Hawks,Thunder,142,0.6222,0.4865,0.3243,10,34,36,8,4,18,126,0.4574,0.2812,0.9688,15,25,22,16,3,12,1,2019-01-15
Pacers,Suns,131,0.5169,0.48,1.08,9,43,31,11,7,14,97,0.4211,0.2963,0.3333,10,33,26,8,6,19,1,2019-01-15
76ers,Timberwolves,149,0.5978,0.4884,0.4186,8,46,40,6,11,15,107,0.3889,0.3478,1.2609,9,25,18,10,2,11,1,2019-01-15
Celtics,Raptors,117,0.5,0.4667,0.3667,14,35,32,7,6,14,108,0.4457,0.2414,0.6552,14,28,20,9,2,10,1,2019-01-16
Grizzlies,Bucks,101,0.3895,0.3226,0.5484,13,35,29,11,9,14,111,0.4762,0.3529,0.5588,5,45,27,9,8,15,0,2019-01-16
Clippers,Jazz,109,0.4592,0.4545,0.4091,11,30,24,8,1,12,129,0.5116,0.3333,0.9091,8,40,27,9,7,13,0,2019-01-16
Rockets,Nets,142,0.4286,0.3286,0.4143,10,37,18,7,8,8,145,0.5185,0.4444,0.4722,16,41,29,4,3,13,0,2019-01-16
Pistons,Magic,120,0.4783,0.4,0.6667,14,33,26,4,4,10,115,0.5,0.359,0.1795,8,29,29,6,3,11,1,2019-01-16
Mavericks,Spurs,101,0.4302,0.3571,0.2857,13,29,22,6,3,13,105,0.494,0.4333,0.3333,11,25,26,9,6,9,0,2019-01-16
Warriors,Pelicans,147,0.4804,0.4898,0.5102,10,47,33,8,5,10,140,0.4796,0.5135,0.7297,7,42,36,6,5,10,1,2019-01-16
Trail Blazers,Cavaliers,129,0.5281,0.5517,0.6552,7,34,28,1,6,4,112,0.4737,0.3158,0.8421,12,29,17,0,5,3,1,2019-01-16
Hornets,Kings,114,0.4483,0.2895,0.6579,12,34,21,11,4,13,95,0.4432,0.3333,0.1818,11,31,28,7,3,17,1,2019-01-17
Thunder,Lakers,128,0.3942,0.4074,0.4444,15,29,31,10,4,15,138,0.5051,0.475,0.475,14,49,37,11,5,23,0,2019-01-17
Wizards,Knicks,101,0.4348,0.2593,0.5185,15,36,23,9,2,13,100,0.4483,0.4138,0.3448,6,36,15,6,3,14,1,2019-01-17
Raptors,Suns,111,0.5,0.25,0.6429,9,30,27,8,8,14,109,0.4286,0.3,0.9333,15,31,18,9,8,16,1,2019-01-17
Pacers,76ers,96,0.4021,0.3103,0.3103,12,28,23,9,3,12,120,0.5287,0.5294,0.2941,9,42,38,8,6,16,0,2019-01-17
Nuggets,Bulls,135,0.5208,0.5,0.375,13,32,34,6,2,7,105,0.4731,0.3571,0.25,16,29,27,3,3,12,1,2019-01-17
Clippers,Warriors,94,0.3647,0.16,1.12,12,40,11,6,4,18,112,0.4884,0.2432,0.5135,3,40,31,11,8,10,0,2019-01-18
Celtics,Grizzlies,122,0.5116,0.4474,0.4474,10,42,29,5,9,17,116,0.4457,0.4571,0.5143,9,30,33,11,5,9,1,2019-01-18
Trail Blazers,Pelicans,128,0.466,0.3235,0.6176,18,35,30,8,3,6,112,0.4881,0.32,0.88,7,34,23,4,6,12,1,2019-01-18
Pistons,Heat,98,0.4268,0.3939,0.4545,8,34,23,7,2,11,93,0.5065,0.3448,0.1724,7,38,25,3,6,19,1,2019-01-18
Magic,Nets,115,0.5,0.3846,0.4231,12,37,26,5,6,13,117,0.4536,0.413,0.2174,9,32,24,5,5,11,0,2019-01-18
Timberwolves,Spurs,113,0.4405,0.2692,1.2308,10,34,21,5,3,11,116,0.5,0.4583,0.9583,9,32,24,3,4,16,0,2019-01-18
Jazz,Cavaliers,115,0.5176,0.3514,0.3784,8,40,33,6,5,19,99,0.4138,0.2917,0.8333,6,31,16,9,3,14,1,2019-01-18
Hawks,Celtics,105,0.4348,0.2927,0.3171,13,36,28,8,6,20,113,0.4432,0.375,0.7188,11,32,19,10,8,15,0,2019-01-19
Raptors,Grizzlies,119,0.4889,0.4722,0.3889,8,29,31,19,8,10,90,0.425,0.3448,0.4138,10,32,21,7,3,24,1,2019-01-19
76ers,Thunder,115,0.4691,0.3438,0.875,12,35,28,6,7,17,117,0.4409,0.3871,0.7419,11,34,20,10,6,10,0,2019-01-19
Pacers,Mavericks,111,0.4941,0.3333,0.7917,11,34,23,6,4,11,99,0.4205,0.2432,0.4324,14,30,21,5,4,13,1,2019-01-19
Bulls,Heat,103,0.3933,0.4444,0.7778,12,31,19,9,1,13,117,0.5696,0.4062,0.4375,7,39,27,5,6,17,0,2019-01-19
Rockets,Lakers,138,0.42,0.3676,0.4265,12,27,23,9,4,12,134,0.5208,0.2703,0.6486,13,43,27,6,4,15,1,2019-01-19
Hornets,Suns,135,0.5455,0.4706,0.6765,14,39,31,5,8,16,115,0.4483,0.3333,0.7879,7,19,21,7,7,7,1,2019-01-19
Magic,Bucks,108,0.4731,0.4375,0.1875,5,27,31,5,3,8,118,0.5529,0.4,0.4,4,42,22,7,7,13,0,2019-01-19
Pistons,Kings,101,0.439,0.3448,0.6552,13,33,21,6,2,14,103,0.4494,0.4,0.52,11,28,30,5,5,11,0,2019-01-19
Nuggets,Cavaliers,124,0.5618,0.4054,0.2432,12,31,33,7,2,11,102,0.4861,0.3448,0.7586,5,23,20,5,1,12,1,2019-01-19
Timberwolves,Suns,116,0.4286,0.25,1.3333,12,33,22,8,4,15,114,0.4651,0.3077,0.5641,9,29,22,9,5,15,1,2019-01-20
Spurs,Clippers,95,0.4643,0.4211,0.4737,10,41,21,6,8,18,103,0.4588,0.5238,0.6667,4,37,23,11,2,11,0,2019-01-20
Pacers,Hornets,120,0.47,0.5185,0.4444,12,39,34,10,7,8,95,0.4024,0.3429,0.4857,7,37,20,5,6,16,1,2019-01-20
Celtics,Heat,107,0.4943,0.4,0.3,8,28,26,13,7,19,99,0.4186,0.3143,0.4571,10,28,25,11,5,19,1,2019-01-21
Knicks,Thunder,109,0.4483,0.3043,1.0435,11,25,25,8,3,12,127,0.5422,0.5172,0.7586,10,39,26,7,2,18,0,2019-01-21
Cavaliers,Bulls,88,0.3563,0.2222,0.7407,11,27,16,8,4,14,104,0.4737,0.5,0.5667,8,42,24,8,2,18,0,2019-01-21
Lakers,Warriors,111,0.5,0.25,1.1,7,35,20,1,4,14,130,0.5102,0.4324,0.3784,13,37,41,8,6,10,0,2019-01-21
Hawks,Magic,103,0.4535,0.3,0.5333,9,35,23,5,3,13,122,0.5055,0.3793,0.6552,9,36,29,8,8,11,0,2019-01-21
Nets,Kings,123,0.5,0.3714,0.5714,12,44,25,9,4,16,94,0.4194,0.4,0.24,10,27,26,8,4,14,1,2019-01-21
76ers,Rockets,121,0.4886,0.3478,1.1739,10,45,21,9,14,13,93,0.3605,0.2619,0.4762,6,32,14,9,6,12,1,2019-01-21
Bucks,Mavericks,116,0.4615,0.375,0.625,8,43,21,9,7,14,106,0.4141,0.35,0.25,11,37,24,7,11,11,1,2019-01-21
Wizards,Pistons,101,0.4557,0.3478,0.9129999999999999,5,40,24,7,6,13,87,0.4026,0.3235,0.4118,2,38,22,5,3,17,1,2019-01-21
Grizzlies,Pelicans,85,0.375,0.2571,0.2857,10,25,21,10,1,11,105,0.527,0.3462,0.6923,7,43,19,8,7,19,0,2019-01-21
Jazz,Trail Blazers,104,0.3956,0.2121,0.7576,13,35,21,5,8,15,109,0.5,0.4444,0.6111,7,37,30,6,9,8,0,2019-01-21
Raptors,Kings,120,0.4396,0.4,0.6,12,34,25,7,5,16,105,0.4505,0.3333,0.7619,10,33,29,8,7,14,1,2019-01-22
Thunder,Trail Blazers,123,0.5059,0.4783,1.1304,9,28,26,16,4,10,114,0.4526,0.2778,0.5,20,32,21,7,3,19,1,2019-01-22
Suns,Timberwolves,91,0.4253,0.2059,0.2941,5,29,23,6,9,13,118,0.4369,0.3571,0.3095,20,44,30,7,1,14,0,2019-01-22
Mavericks,Clippers,106,0.4691,0.2941,0.5882,9,39,21,5,6,11,98,0.3626,0.2778,0.6111,14,27,19,4,4,7,1,2019-01-22
Grizzlies,Hornets,107,0.4691,0.2903,0.7097,6,32,25,8,3,10,118,0.5325,0.4,0.8,5,32,23,8,2,9,0,2019-01-23
Celtics,Cavaliers,123,0.5233,0.48,0.84,9,34,25,12,5,14,103,0.4368,0.4333,0.4667,15,29,20,4,4,20,1,2019-01-23
Pelicans,Pistons,94,0.4615,0.2727,0.1818,8,41,20,3,9,12,98,0.4045,0.3333,0.3333,9,40,24,5,3,9,0,2019-01-23
Heat,Clippers,99,0.4699,0.2857,0.4643,12,28,23,3,3,14,111,0.5294,0.3182,0.6364,7,34,23,5,3,7,0,2019-01-23
Pacers,Raptors,110,0.4348,0.3462,0.8077,12,36,27,6,7,6,106,0.413,0.3077,0.4615,10,35,28,2,5,9,1,2019-01-23
Knicks,Rockets,110,0.4568,0.3667,0.8333,10,38,15,5,7,18,114,0.4111,0.25,0.6591,15,29,10,15,10,12,0,2019-01-23
Nets,Magic,114,0.4778,0.3125,0.5625,12,33,20,7,2,16,110,0.4270000000000001,0.3235,0.6765,11,31,22,7,11,13,1,2019-01-23
76ers,Spurs,122,0.5054,0.4722,0.3056,13,29,35,9,5,11,120,0.5732,0.4815,0.4815,5,31,24,8,6,15,1,2019-01-23
Jazz,Nuggets,114,0.4318,0.413,0.413,12,28,28,7,7,13,108,0.4773,0.2963,0.5926,12,38,20,7,9,14,1,2019-01-23
Bulls,Hawks,101,0.44299999999999995,0.3077,0.8846,7,30,20,7,6,15,121,0.5,0.375,0.4,16,35,31,11,2,17,0,2019-01-23
Lakers,Timberwolves,105,0.5057,0.2857,0.3214,9,30,28,5,5,19,120,0.4314,0.303,0.6667,22,33,24,8,3,12,0,2019-01-24
