home_team,away_team,pts_h,fg%_h,3pt%_h,ft%_h,oreb_h,dreb_h,ast_h,stl_h,blk_h,to_h,pts_a,fg%_a,3pt%_a,ft%_a,oreb_a,dreb_a,ast_a,stl_a,blk_a,to_a,outcome,date
Nets,Thunder,100,0.4375,0.2973,0.5135,7,42,24,3,7,13,95,0.3878,0.2917,0.5,17,37,18,6,3,12,1,2017-12-04
Bulls,Raptors,98,0.4286,0.1667,0.6667,4,38,17,5,6,6,122,0.5217,0.3684,0.3158,5,45,38,5,8,7,0,2017-12-05
Kings,Heat,123,0.5106,0.3333,0.7917,8,35,23,6,7,11,119,0.4141,0.4186,0.4419,15,38,26,5,2,14,1,2017-12-05
Lakers,Pistons,113,0.4945,0.4615,0.4231,11,42,30,9,5,14,93,0.4362,0.303,0.0303,10,34,21,7,3,12,1,2017-12-06
Timberwolves,Pacers,107,0.4884,0.375,0.5833,9,18,27,9,4,14,130,0.6667,0.4545,0.3636,8,34,31,8,2,17,0,2017-12-06
Timberwolves,Mavericks,112,0.5443,0.4167,0.6667,10,38,33,7,9,18,99,0.4598,0.3704,0.3333,7,24,18,7,2,15,1,2017-12-06
Celtics,Mavericks,97,0.4138,0.3529,0.3824,9,44,25,8,8,11,90,0.3953,0.3214,0.4643,6,39,19,7,5,9,1,2017-12-06
Nuggets,Spurs,117,0.4946,0.3125,0.4688,11,24,29,10,3,11,109,0.5366,0.2727,0.6818,10,32,24,6,7,18,1,2017-12-06
Pistons,Knicks,104,0.4318,0.4,0.72,15,29,19,8,5,11,101,0.4536,0.3333,0.2083,16,35,25,6,9,14,1,2017-12-06
Magic,Nuggets,89,0.3976,0.2381,0.8571,11,31,18,5,7,14,103,0.4941,0.2857,0.619,6,38,21,7,7,12,0,2017-12-06
Cavaliers,Jazz,109,0.5316,0.4545,0.6818,8,33,30,9,1,12,100,0.4568,0.5,0.2647,11,27,24,9,7,12,1,2017-12-06
Kings,Warriors,96,0.4138,0.2857,0.5714,11,36,27,5,6,15,112,0.494,0.3462,0.8077,6,36,28,9,6,10,0,2017-12-06
Trail Blazers,Grizzlies,97,0.4444,0.3158,1.0,10,32,11,9,1,16,98,0.4795,0.3684,1.1053,5,29,18,8,10,14,0,2017-12-06
Nets,Heat,89,0.4074,0.2593,0.5926,8,35,16,3,3,12,101,0.4667,0.2963,0.3333,8,36,15,6,8,5,0,2017-12-07
Jazz,Kings,103,0.4459,0.25,1.2917,8,40,21,8,8,15,97,0.4302,0.6667,0.4286,3,30,23,11,5,13,1,2017-12-07
Suns,Grizzlies,99,0.4444,0.3636,1.2273,6,35,24,5,5,19,97,0.4023,0.15,1.2,10,28,12,10,11,10,1,2017-12-07
76ers,Raptors,117,0.4938,0.24,1.24,10,38,22,8,9,21,111,0.4,0.2812,0.8125,12,32,20,8,1,15,1,2017-12-07
Wizards,Cavaliers,99,0.4286,0.3636,0.2727,13,38,20,4,5,10,106,0.4713,0.4118,0.2941,4,38,24,6,4,8,0,2017-12-08
Warriors,Suns,117,0.5393,0.4643,0.2857,7,38,31,10,7,14,107,0.4556,0.3548,0.4516,9,33,26,8,4,15,1,2017-12-08
Thunder,Pacers,114,0.4831,0.3704,0.6667,16,33,26,8,8,20,96,0.3373,0.3448,1.0345,14,27,13,13,2,19,1,2017-12-08
Nuggets,Spurs,122,0.4948,0.375,0.4375,18,34,33,5,3,11,119,0.5059,0.3125,1.75,11,27,28,4,4,7,1,2017-12-08
Spurs,Celtics,105,0.4691,0.2963,0.7778,14,32,16,6,3,13,102,0.4578,0.2895,0.3947,11,28,14,10,0,14,1,2017-12-08
Magic,Trail Blazers,88,0.381,0.3448,0.4828,8,37,15,7,3,15,95,0.4302,0.4444,0.7222,6,39,18,7,9,14,0,2017-12-08
Grizzlies,Trail Blazers,92,0.3837,0.2667,0.6,5,30,23,6,9,8,100,0.3976,0.4,1.8667,15,45,11,1,9,15,0,2017-12-08
Wizards,Mavericks,99,0.4267,0.4,1.0,3,36,21,5,5,15,113,0.4725,0.3667,0.5333,11,42,26,6,8,11,0,2017-12-08
Raptors,Bucks,119,0.4778,0.2647,0.7059,5,32,23,7,8,12,122,0.4778,0.5,0.8846,13,38,21,6,3,18,0,2017-12-08
76ers,Bucks,116,0.5294,0.4,0.64,11,34,32,9,4,16,94,0.4024,0.3125,0.5625,8,27,20,10,3,17,1,2017-12-09
Kings,Pistons,90,0.4545,0.2609,0.1739,8,31,23,7,3,13,106,0.4684,0.4828,0.6207,6,38,17,6,5,9,0,2017-12-09
Wizards,Magic,130,0.5465,0.5333,0.6667,12,37,29,5,2,16,103,0.4828,0.3077,0.4231,4,24,17,7,3,12,1,2017-12-09
Thunder,Mavericks,112,0.5,0.4688,0.7812,3,34,21,10,4,15,99,0.4253,0.2973,0.3784,11,30,18,9,4,20,1,2017-12-09
Pacers,Spurs,97,0.4675,0.4545,0.6818,6,38,21,9,3,19,94,0.4,0.3214,0.4643,12,32,19,12,8,15,1,2017-12-09
Kings,Suns,101,0.4625,0.3478,0.8261,8,29,23,6,2,9,111,0.4824,0.4333,0.5333,16,31,26,5,5,10,0,2017-12-09
Nets,Wizards,103,0.4048,0.2326,0.5814,9,44,26,4,6,14,98,0.4,0.1818,0.8182,12,37,18,8,3,10,1,2017-12-09
Knicks,76ers,98,0.4043,0.2667,1.2,18,27,18,7,5,10,105,0.4268,0.3571,0.8929,12,36,21,7,7,15,0,2017-12-09
Trail Blazers,Lakers,113,0.4651,0.4091,1.0909,10,31,22,7,4,12,110,0.5443,0.2222,1.1111,2,30,16,8,8,11,1,2017-12-09
Raptors,Pistons,123,0.525,0.4474,0.5789,6,41,31,10,7,18,94,0.38299999999999995,0.3182,0.6818,13,29,20,11,3,13,1,2017-12-10
Bucks,Cavaliers,119,0.5244,0.3793,0.7586,8,32,27,12,3,14,116,0.5,0.3902,0.4878,7,30,26,9,3,14,1,2017-12-10
Grizzlies,76ers,105,0.4231,0.3846,1.1154,11,21,14,14,2,12,101,0.4507,0.4516,0.7419,16,32,21,2,4,23,1,2017-12-10
Nuggets,Grizzlies,104,0.5063,0.2812,0.4688,15,35,24,9,4,20,92,0.4932,0.375,0.4583,3,20,28,10,3,18,1,2017-12-10
Bulls,Knicks,92,0.40700000000000003,0.3571,0.4286,4,46,23,9,3,15,87,0.4066,0.1739,0.3913,7,44,21,6,5,12,1,2017-12-10
Pistons,Celtics,81,0.3333,0.303,0.4545,11,35,14,7,4,9,91,0.4177,0.3667,0.4667,9,41,16,4,4,13,0,2017-12-10
Thunder,Spurs,104,0.4588,0.3571,0.5714,11,38,24,8,4,15,94,0.4651,0.5,0.2,6,37,26,6,3,14,1,2017-12-10
Pacers,Pelicans,112,0.4731,0.375,0.625,11,30,19,4,4,10,117,0.5057,0.4,0.4286,11,32,23,6,5,12,0,2017-12-11
Lakers,Grizzlies,107,0.4706,0.3333,0.6667,8,38,25,5,4,16,102,0.4598,0.2973,0.2973,6,33,23,6,7,12,1,2017-12-11
Magic,Raptors,104,0.4756,0.4333,0.4333,8,34,27,8,2,13,117,0.5422,0.4,0.5,7,35,33,9,7,12,0,2017-12-11
Bulls,Celtics,108,0.4815,0.4138,0.6207,10,36,23,9,3,8,85,0.3976,0.25,0.225,11,35,22,2,2,15,1,2017-12-11
Thunder,Warriors,107,0.3763,0.2368,0.7368,22,36,13,8,3,16,111,0.494,0.2759,0.7241,6,34,27,9,5,13,0,2017-12-11
Spurs,Grizzlies,104,0.5067,0.4,1.0,5,27,22,9,5,8,95,0.4545,0.5,0.6364,11,26,21,4,1,17,1,2017-12-12
Kings,Hawks,105,0.4624,0.4762,0.4286,12,39,28,8,9,13,90,0.3929,0.3333,0.3333,6,34,19,7,2,12,1,2017-12-12
Spurs,Knicks,119,0.5125,0.45,1.4,10,33,28,2,4,9,107,0.4556,0.3571,1.4286,12,32,31,6,8,9,1,2017-12-12
Mavericks,Spurs,91,0.4074,0.2941,0.4412,5,35,18,7,4,15,97,0.44299999999999995,0.2308,0.8077,8,39,18,9,7,12,0,2017-12-12
76ers,Bulls,115,0.5185,0.5,0.4688,6,42,31,6,7,14,101,0.38299999999999995,0.2973,0.4865,10,33,20,8,2,11,1,2017-12-12
Suns,Hawks,104,0.5065,0.3182,0.8636,11,36,24,7,4,21,103,0.4138,0.3226,0.6774,17,23,18,11,3,16,1,2017-12-12
Nets,Knicks,104,0.4458,0.2857,0.4286,11,32,21,10,4,17,111,0.4607,0.5,0.95,12,28,23,11,4,13,0,2017-12-12
Jazz,Cavaliers,104,0.4634,0.3226,0.5806,5,38,24,12,4,11,101,0.4198,0.3,0.525,9,37,20,6,5,15,1,2017-12-12
Wizards,Lakers,111,0.5181,0.3333,0.8571,7,38,20,7,4,19,95,0.3605,0.1304,1.3043,17,29,17,9,4,19,1,2017-12-13
Kings,Mavericks,97,0.4086,0.2609,0.6522,10,35,25,6,6,10,103,0.45,0.35,0.425,4,39,25,7,9,10,0,2017-12-13
Wizards,Raptors,95,0.4557,0.375,0.5833,15,32,24,2,5,17,102,0.4615,0.303,0.6061,8,26,19,9,5,7,0,2017-12-13
Wizards,Magic,125,0.5684,0.25,0.8125,14,27,26,9,6,11,119,0.5125,0.4138,0.8621,12,28,32,7,3,15,1,2017-12-13
Celtics,Nuggets,124,0.5949,0.44,0.76,4,26,29,10,7,13,118,0.4945,0.3214,0.6786,20,28,22,8,4,15,1,2017-12-13
Pacers,Rockets,95,0.4458,0.3636,0.5909,7,34,18,5,7,13,118,0.4778,0.3617,0.3191,10,37,24,10,5,13,0,2017-12-13
Spurs,Magic,108,0.4762,0.4737,1.0,11,37,24,10,7,12,72,0.3415,0.3043,0.3913,9,32,16,5,3,20,1,2017-12-13
Raptors,Nets,120,0.5567,0.25,0.1786,11,34,26,11,5,8,87,0.4211,0.3043,0.6957,6,31,15,4,1,22,1,2017-12-14
Pacers,Warriors,126,0.5376,0.5172,0.3793,13,34,32,11,3,12,106,0.4458,0.3103,0.7931,13,26,29,6,5,16,1,2017-12-14
Nuggets,Suns,134,0.622,0.4444,0.7407,8,40,35,8,9,20,111,0.4239,0.3714,0.5714,14,21,26,12,1,12,1,2017-12-14
Grizzlies,Spurs,79,0.4054,0.3333,0.9333,8,30,19,8,6,16,95,0.4429,0.4074,0.8148,7,36,20,8,5,13,0,2017-12-14
Pelicans,Knicks,103,0.4524,0.2308,0.8077,4,44,24,3,5,10,105,0.4362,0.2632,0.9474,9,42,24,6,7,6,0,2017-12-14
Cavaliers,Trail Blazers,127,0.5181,0.4062,0.875,8,32,28,11,4,10,110,0.4667,0.4062,0.4062,13,30,25,5,5,15,1,2017-12-14
Mavericks,Timberwolves,87,0.3721,0.2105,0.3947,11,30,18,3,3,11,111,0.4643,0.4333,0.6667,11,37,27,7,0,10,0,2017-12-14
Grizzlies,Timberwolves,95,0.4722,0.2857,1.0,6,35,22,6,8,16,92,0.44299999999999995,0.2353,1.0588,7,27,17,9,2,9,1,2017-12-15
Raptors,Hornets,103,0.4217,0.2927,0.5122,9,41,22,5,8,15,98,0.3765,0.2381,1.381,9,37,16,7,4,9,1,2017-12-15
Bucks,Lakers,98,0.4118,0.2609,0.9565,9,33,16,11,4,13,90,0.4189,0.2727,1.0,8,40,21,7,9,21,1,2017-12-15
Nets,Pacers,97,0.4198,0.3636,0.5152,7,22,26,7,2,9,109,0.5658,0.4444,0.8333,6,37,21,6,7,15,0,2017-12-15
Spurs,Timberwolves,117,0.5104,0.2308,0.5,14,27,32,11,8,5,101,0.4815,0.5833,1.3333,10,24,22,3,2,16,1,2017-12-15
Grizzlies,Pacers,113,0.5116,0.25,0.5312,11,32,29,5,10,14,116,0.5059,0.5,0.75,5,31,29,6,6,12,0,2017-12-15
Spurs,76ers,78,0.4,0.125,0.625,5,31,20,6,5,9,97,0.48100000000000004,0.4286,0.5714,12,38,23,5,4,9,0,2017-12-15
Celtics,Jazz,95,0.40700000000000003,0.2903,0.5161,2,29,20,10,5,8,107,0.4819,0.52,0.56,9,46,19,6,2,15,0,2017-12-15
Magic,Timberwolves,108,0.4444,0.3548,0.5484,15,36,24,4,10,16,102,0.4388,0.4375,0.5625,11,26,19,10,9,7,1,2017-12-15
Kings,Pacers,103,0.5385,0.4194,0.1935,6,26,27,3,2,18,106,0.5,0.3077,0.6923,7,27,23,9,4,10,0,2017-12-16
Suns,Lakers,93,0.3895,0.2692,0.4615,11,43,15,6,4,15,100,0.4239,0.4242,0.2424,9,44,17,6,6,16,0,2017-12-16
Magic,Wizards,98,0.4416,0.3125,0.625,10,25,17,12,4,20,115,0.5412,0.2692,0.6154,12,26,35,14,6,14,0,2017-12-16
Grizzlies,Celtics,93,0.4051,0.4118,0.4412,10,28,18,8,3,13,102,0.4875,0.4667,0.3333,14,28,21,6,6,16,0,2017-12-16
Grizzlies,Mavericks,94,0.4568,0.2414,0.4483,6,46,25,7,6,17,95,0.4286,0.3214,0.2857,4,36,23,9,2,8,0,2017-12-16
Knicks,Spurs,91,0.4023,0.3182,0.6364,12,38,21,5,7,14,100,0.37799999999999995,0.3704,1.037,14,36,18,11,5,8,0,2017-12-16
Magic,Cavaliers,127,0.5,0.3784,0.4054,14,32,29,5,2,19,131,0.5,0.4412,0.6471,14,31,25,11,2,17,0,2017-12-17
Raptors,Hawks,106,0.3864,0.2778,0.7778,17,28,25,12,8,12,90,0.425,0.2857,0.7619,12,32,22,8,6,21,1,2017-12-17
Spurs,Wizards,98,0.4937,0.3043,0.5652,12,30,21,7,10,15,90,0.4217,0.32,0.48,9,26,27,11,4,12,1,2017-12-17
Mavericks,Thunder,97,0.4933,0.4286,0.2286,8,35,25,11,5,17,81,0.3625,0.3714,0.2857,8,31,24,12,1,17,1,2017-12-17
Nets,Kings,99,0.3902,0.3571,0.4762,14,24,15,5,7,10,104,0.4878,0.3684,0.8947,13,35,14,4,4,12,0,2017-12-17
Grizzlies,Thunder,101,0.4432,0.3939,0.303,13,34,23,5,5,13,102,0.3913,0.3529,0.5294,17,30,18,7,5,10,0,2017-12-17
Pacers,Celtics,111,0.4684,0.3333,1.4286,9,29,14,12,3,12,112,0.557,0.6154,0.3077,6,32,26,6,4,19,0,2017-12-18
Spurs,Jazz,124,0.5109,0.4118,1.3529,11,38,21,9,7,13,120,0.4886,0.3929,0.8214,5,29,24,10,3,15,1,2017-12-18
Grizzlies,Kings,93,0.4405,0.25,0.5417,12,26,20,7,7,15,94,0.4706,0.25,0.3333,10,32,23,8,5,15,0,2017-12-18
Heat,Pacers,95,0.4217,0.3514,0.3243,10,25,21,8,2,14,120,0.6,0.4783,0.3043,9,33,33,9,7,12,0,2017-12-18
Lakers,Suns,113,0.4945,0.28,0.64,9,40,26,7,10,19,122,0.466,0.4062,0.4062,9,35,28,10,5,13,0,2017-12-18
Warriors,Pelicans,120,0.5444,0.4545,0.2121,8,34,31,3,0,17,126,0.5632,0.4074,0.6296,4,30,39,15,6,8,0,2017-12-18
Thunder,76ers,122,0.4891,0.303,0.6667,17,24,21,7,3,10,112,0.5,0.3793,0.8621,12,28,19,7,5,14,1,2017-12-18
Spurs,Suns,103,0.4713,0.3667,0.3333,7,37,21,15,6,15,89,0.4217,0.2333,0.4,9,37,22,11,2,23,1,2017-12-18
Wizards,Knicks,121,0.5926,0.3913,0.6957,6,36,27,9,5,12,103,0.4767,0.3684,0.7368,8,28,19,7,5,14,1,2017-12-18
Bucks,76ers,107,0.475,0.3929,0.7143,8,34,26,6,8,9,95,0.439,0.0769,0.8077,10,33,22,5,4,14,1,2017-12-19
Timberwolves,Cavaliers,127,0.52,0.3226,0.4194,15,41,30,6,2,5,99,0.4405,0.3421,0.3158,8,29,26,0,4,13,1,2017-12-19
Spurs,Mavericks,115,0.5244,0.4167,0.7917,4,39,27,7,5,10,108,0.4824,0.4375,0.375,4,36,25,7,0,11,1,2017-12-19
Thunder,Magic,112,0.4773,0.44,0.68,14,36,24,6,6,20,105,0.4643,0.4138,0.5172,8,27,23,15,6,16,1,2017-12-19
Wizards,Spurs,116,0.5412,0.4167,0.5833,10,40,33,5,7,16,106,0.4483,0.4,0.72,10,27,29,7,5,8,1,2017-12-20
Pacers,Cavaliers,97,0.4588,0.4762,0.4286,6,38,16,5,4,14,95,0.4353,0.2059,0.4118,9,37,19,12,5,11,1,2017-12-20
Nets,Wizards,119,0.5,0.3415,0.4146,13,47,29,4,4,14,84,0.3656,0.25,0.55,7,28,22,7,1,7,1,2017-12-20
Magic,Pacers,97,0.4167,0.3421,0.3684,11,39,23,6,7,22,105,0.4157,0.4,1.15,8,40,25,17,4,12,0,2017-12-20
Lakers,Nuggets,127,0.53,0.375,0.2812,13,33,36,11,5,15,109,0.4286,0.4194,0.7742,17,30,18,8,8,20,1,2017-12-20
Pistons,Raptors,119,0.4889,0.5,0.6923,9,42,27,2,7,16,121,0.4455,0.3,0.475,11,36,33,9,7,9,0,2017-12-20
Suns,Thunder,114,0.4432,0.4359,0.4872,12,31,24,6,6,7,100,0.4651,0.2963,0.4444,8,34,23,7,7,11,1,2017-12-20
Grizzlies,Heat,82,0.3889,0.2963,0.6667,6,25,17,6,1,14,107,0.5606,0.5185,0.7037,2,33,24,8,8,13,0,2017-12-20
Celtics,Heat,89,0.375,0.4062,0.5,5,39,18,5,5,10,90,0.44,0.3571,0.5,6,40,23,6,3,12,0,2017-12-20
Suns,Warriors,100,0.4239,0.2857,0.3429,8,36,24,4,0,13,117,0.5222,0.4062,0.3125,5,36,27,9,7,11,0,2017-12-20
Spurs,Kings,98,0.4146,0.2222,0.8889,11,34,18,6,6,8,85,0.4074,0.4444,0.6111,12,33,16,4,2,12,1,2017-12-20
Kings,Rockets,96,0.475,0.2692,0.5,6,42,22,6,3,11,83,0.37799999999999995,0.2826,0.1739,8,32,11,2,6,14,1,2017-12-21
Raptors,Rockets,108,0.4824,0.3947,0.2895,12,30,22,7,2,16,105,0.4938,0.3333,0.5926,7,29,15,9,3,13,1,2017-12-21
Mavericks,Nuggets,122,0.5698,0.4615,0.4615,5,37,26,4,6,7,105,0.4176,0.3889,0.4167,15,34,25,5,5,7,1,2017-12-21
Pacers,Magic,121,0.5316,0.5769,0.8462,8,35,25,7,8,14,109,0.4348,0.3902,0.3171,10,25,22,4,9,14,1,2017-12-21
76ers,Heat,103,0.4941,0.3333,0.4583,9,30,28,9,4,10,97,0.3908,0.3243,0.4595,16,33,20,3,5,11,1,2017-12-21
Knicks,Celtics,102,0.4557,0.5714,1.5714,11,38,13,8,3,17,93,0.3837,0.3421,0.3684,9,26,17,11,1,10,1,2017-12-21
Heat,Knicks,107,0.4043,0.2857,0.4524,15,29,24,10,5,14,103,0.4875,0.3846,1.5385,8,31,14,11,7,19,1,2017-12-21
Jazz,Warriors,119,0.5333,0.3714,0.2857,12,42,25,10,6,15,79,0.3488,0.2632,0.7368,9,30,14,7,3,15,1,2017-12-22
Pacers,Nets,123,0.5222,0.4348,0.8261,7,34,31,8,9,8,119,0.4286,0.4444,0.5278,18,33,24,2,2,10,1,2017-12-22
Wizards,Grizzlies,93,0.4675,0.4091,0.5455,6,38,21,7,8,15,87,0.3827,0.3571,0.5357,10,37,18,6,2,16,1,2017-12-22
Lakers,Bulls,103,0.4,0.325,0.45,12,41,23,7,6,12,94,0.38299999999999995,0.3056,0.3056,15,39,22,4,4,14,1,2017-12-22
Jazz,Magic,94,0.4932,0.3226,0.3871,6,42,23,8,7,15,80,0.3412,0.3235,0.3235,6,30,18,7,4,14,1,2017-12-22
Mavericks,Knicks,96,0.3804,0.25,0.8333,9,31,22,7,3,7,100,0.4578,0.375,1.125,10,49,22,4,6,16,0,2017-12-22
Suns,Rockets,95,0.4625,0.4242,0.2121,4,34,27,5,3,19,112,0.4149,0.3191,0.4043,14,39,18,11,4,11,0,2017-12-22
Bulls,Spurs,77,0.37799999999999995,0.2857,0.25,8,40,18,3,5,19,87,0.4086,0.0833,0.8333,14,38,25,8,3,11,0,2017-12-23
Spurs,Nets,109,0.5125,0.4375,1.25,5,38,18,7,5,12,97,0.4194,0.375,0.2188,12,33,23,5,0,13,1,2017-12-23
Kings,Lakers,113,0.5529,0.4762,0.4286,10,34,26,9,4,17,102,0.5,0.5172,0.3103,4,28,27,8,4,17,1,2017-12-23
Spurs,Thunder,103,0.4198,0.4194,0.7097,14,34,22,13,6,16,99,0.4353,0.3667,0.4667,10,33,19,11,3,15,1,2017-12-23
Rockets,Pacers,118,0.4884,0.45,0.4,10,39,26,9,0,15,97,0.4773,0.25,0.2143,6,30,18,9,7,14,1,2017-12-23
Pacers,76ers,100,0.44299999999999995,0.3333,0.7778,6,36,25,15,8,13,92,0.3793,0.3125,0.5,15,34,21,8,2,18,1,2017-12-23
Pacers,Raptors,99,0.4301,0.2917,0.5,11,23,17,12,1,8,106,0.44299999999999995,0.375,0.75,18,39,20,4,8,20,0,2017-12-23
Lakers,Clippers,92,0.4066,0.25,0.875,12,40,21,8,7,19,108,0.3925,0.3636,0.3636,17,42,23,12,3,14,0,2017-12-23
Cavaliers,Magic,104,0.4471,0.2941,0.5294,14,32,22,8,4,20,103,0.4659,0.2273,0.7273,9,33,25,12,6,14,1,2017-12-23
Celtics,Bulls,117,0.4783,0.375,0.5312,8,38,29,9,5,5,92,0.3953,0.3684,0.8947,12,39,24,4,2,15,1,2017-12-23
Suns,Pacers,97,0.4118,0.2432,0.4865,14,31,20,2,1,12,120,0.5455,0.4783,0.5652,8,34,20,9,1,6,0,2017-12-23
Magic,Wizards,101,0.4286,0.4062,0.6875,6,36,20,6,7,16,92,0.3474,0.2941,0.4706,18,32,17,5,1,12,1,2017-12-23
Trail Blazers,Suns,118,0.5055,0.4857,0.2571,9,34,21,7,6,9,111,0.4157,0.3902,0.5122,12,31,21,6,3,13,1,2017-12-25
Timberwolves,Mavericks,97,0.5,0.3684,0.9474,9,36,19,7,2,18,92,0.4568,0.3548,0.2258,6,27,23,6,5,10,1,2017-12-25
Clippers,Suns,130,0.5455,0.4615,0.8462,10,42,26,12,2,12,88,0.3803,0.25,1.1667,4,32,19,8,3,19,1,2017-12-25
Celtics,Wizards,103,0.4815,0.4828,0.3793,8,37,20,2,4,16,111,0.4624,0.2308,0.7308,14,33,26,6,4,8,0,2017-12-25
76ers,Wizards,115,0.5488,0.5,0.3929,12,33,27,9,4,17,102,0.4409,0.2593,0.4815,16,23,23,14,2,11,1,2017-12-25
Knicks,Bulls,119,0.5,0.4545,0.5909,11,40,24,5,9,18,122,0.4592,0.4545,0.5152,10,38,21,10,5,16,0,2017-12-25
Cavaliers,Bulls,119,0.5181,0.4211,0.4474,8,31,28,5,3,9,112,0.4773,0.5152,0.3333,8,31,28,3,3,9,1,2017-12-26
Grizzlies,Hawks,96,0.4615,0.48,0.48,10,33,21,12,6,21,94,0.4416,0.3871,0.4516,7,28,27,12,5,17,1,2017-12-26
Cavaliers,Thunder,124,0.5169,0.2703,0.5946,3,25,32,7,4,15,148,0.58,0.4667,0.6,16,36,37,9,2,13,0,2017-12-26
Pacers,Nuggets,126,0.5269,0.4,0.72,11,29,24,6,2,11,116,0.4526,0.4048,0.3095,19,28,24,7,5,21,1,2017-12-26
Raptors,Mavericks,122,0.4725,0.3333,0.8667,12,33,26,5,8,13,115,0.5275,0.2727,0.5909,6,30,25,7,5,10,1,2017-12-26
Pelicans,Nets,128,0.5333,0.5152,0.4545,6,37,40,8,9,10,113,0.4556,0.5,0.3158,10,33,26,8,3,15,1,2017-12-26
Nuggets,Lakers,115,0.4598,0.3871,0.7419,9,30,26,8,6,12,100,0.4419,0.3,0.5,17,35,21,5,2,21,1,2017-12-26
Nuggets,Wizards,104,0.4875,0.3478,0.7826,9,35,27,5,2,23,109,0.4405,0.3,0.8667,10,28,24,13,3,15,0,2017-12-26
Spurs,Trail Blazers,116,0.5595,0.3333,0.7143,4,32,21,12,3,7,105,0.4773,0.3929,0.3571,11,29,18,4,5,13,1,2017-12-26
Hornets,Celtics,91,0.3678,0.3043,0.8696,19,33,15,7,3,11,102,0.4744,0.4412,0.3824,6,37,20,4,7,15,0,2017-12-27
Spurs,Cavaliers,114,0.5,0.2857,0.4286,13,32,23,11,4,9,102,0.4861,0.2857,1.2381,6,35,19,6,3,18,1,2017-12-27
Mavericks,Spurs,95,0.42700000000000005,0.375,0.4167,8,41,17,8,2,6,89,0.4023,0.25,0.4286,10,39,20,4,5,10,1,2017-12-27
Clippers,Jazz,102,0.4699,0.3448,0.4828,11,33,21,12,4,13,84,0.4304,0.25,0.3214,8,33,20,7,7,18,1,2017-12-27
Raptors,Thunder,125,0.5679,0.5,0.6,8,23,31,5,1,19,132,0.5568,0.4762,1.1429,14,25,27,11,2,17,0,2017-12-27
Nuggets,Suns,100,0.4487,0.3889,0.4444,7,35,23,7,5,16,108,0.4938,0.4242,0.4242,4,33,28,9,6,11,0,2017-12-27
Heat,Nets,87,0.3371,0.1154,0.9231,12,31,12,9,3,11,111,0.4937,0.4231,0.8462,8,46,25,8,4,18,0,2017-12-27
Timberwolves,Knicks,118,0.5158,0.3704,0.3704,16,27,33,12,4,12,108,0.5422,0.5,0.25,9,27,25,6,6,16,1,2017-12-27
Pacers,Thunder,95,0.4494,0.3548,0.129,11,31,18,11,7,13,100,0.4091,0.4483,0.5172,17,35,26,10,6,13,0,2017-12-27
Hornets,Hawks,109,0.4302,0.3056,0.6667,12,45,17,5,4,21,91,0.3789,0.2333,0.4,6,32,19,11,4,13,1,2017-12-27
Wizards,Trail Blazers,105,0.4607,0.3478,0.6522,7,30,20,9,4,11,108,0.5125,0.375,0.7083,6,35,18,3,6,16,0,2017-12-28
Celtics,Rockets,99,0.4512,0.2759,0.5862,10,34,18,9,8,17,98,0.375,0.3256,0.5581,7,36,16,9,3,16,1,2017-12-28
Grizzlies,Wizards,100,0.40700000000000003,0.3333,0.6667,11,35,20,6,9,16,102,0.3929,0.3704,0.963,12,36,21,7,7,13,0,2017-12-28
76ers,Pelicans,100,0.4194,0.4118,0.2353,8,50,26,10,4,15,82,0.3474,0.2581,0.2581,8,38,17,8,6,12,1,2017-12-28
Knicks,Pelicans,118,0.4742,0.3529,0.4118,10,34,28,12,7,22,123,0.4737,0.2812,0.75,12,34,19,17,7,19,0,2017-12-28
Magic,Raptors,86,0.4111,0.36,0.12,10,35,22,13,7,12,93,0.4545,0.3889,0.25,6,39,19,7,8,17,0,2017-12-29
Heat,Hawks,104,0.4588,0.3784,0.3243,10,31,21,12,6,19,93,0.4737,0.4118,0.8235,6,35,14,9,1,20,1,2017-12-29
Cavaliers,Pacers,115,0.561,0.3514,0.2703,8,36,27,13,4,20,108,0.4725,0.4194,0.2903,8,29,27,13,1,16,1,2017-12-29
Bulls,Hawks,91,0.3605,0.2188,0.6875,18,44,20,5,4,13,86,0.3951,0.3929,0.3929,7,33,22,10,5,10,1,2017-12-29
Hawks,Pacers,95,0.4321,0.2759,0.5862,11,32,27,5,6,13,105,0.4878,0.3333,0.8571,8,29,19,5,5,9,0,2017-12-29
Timberwolves,Wizards,89,0.4118,0.3333,0.3,13,36,27,3,1,10,92,0.4337,0.3571,0.3571,9,35,23,5,4,7,0,2017-12-29
Bucks,Suns,109,0.5352,0.2941,1.6471,8,24,20,14,5,17,105,0.4937,0.3462,0.6923,9,25,31,12,2,21,1,2017-12-29
Nets,Magic,98,0.439,0.36,0.68,10,42,17,7,10,13,95,0.3646,0.1935,0.6129,19,33,16,5,5,12,1,2017-12-29
Trail Blazers,Clippers,103,0.3933,0.4516,0.6129,16,28,19,5,4,9,104,0.4675,0.3214,0.8214,14,32,11,4,5,11,0,2017-12-29
Lakers,Rockets,95,0.381,0.3214,0.7857,11,34,16,9,6,20,118,0.5,0.3784,0.3784,7,36,17,10,4,15,0,2017-12-29
