home_team,away_team,pts_h,fg%_h,3pt%_h,ft%_h,oreb_h,dreb_h,ast_h,stl_h,blk_h,to_h,pts_a,fg%_a,3pt%_a,ft%_a,oreb_a,dreb_a,ast_a,stl_a,blk_a,to_a,outcome,date
Suns,Clippers,99,0.4318,0.2941,0.3824,9,30,17,13,4,14,111,0.5375,0.4706,1.0,11,40,26,7,4,21,0,2017-11-10
Heat,Magic,109,0.4301,0.1304,1.1304,17,36,21,5,4,12,111,0.4881,0.4333,0.5333,5,34,25,8,5,11,0,2017-11-10
Kings,Bulls,104,0.4405,0.3438,0.5938,9,36,22,5,5,11,98,0.4,0.3889,0.5556,9,37,20,6,1,12,1,2017-11-10
Trail Blazers,Nets,97,0.4211,0.3478,0.3913,12,39,17,4,4,10,101,0.4286,0.3158,0.2895,11,38,25,7,4,10,0,2017-11-10
Spurs,Hawks,96,0.4494,0.3226,0.1935,14,38,29,7,5,18,85,0.4353,0.2667,0.1,9,29,21,7,7,15,1,2017-11-10
Pelicans,Rockets,101,0.494,0.3333,0.4583,6,34,18,4,8,12,107,0.4194,0.3659,0.3415,13,33,19,8,7,7,0,2017-11-10
Celtics,Hornets,90,0.3571,0.2903,0.6774,9,40,15,6,5,13,87,0.3875,0.2727,0.8636,7,40,20,5,7,14,1,2017-11-10
Hornets,Pistons,114,0.4773,0.4571,0.4,13,34,28,9,4,18,98,0.4941,0.2222,0.5556,8,33,23,4,2,17,1,2017-11-10
Pistons,Bucks,110,0.4421,0.3103,0.5862,22,35,26,9,0,9,87,0.3836,0.3333,0.9583,6,29,16,7,3,13,1,2017-11-11
Wizards,Warriors,101,0.4,0.3438,0.5625,18,33,25,6,4,16,109,0.5139,0.4167,1.0417,3,33,24,10,8,14,0,2017-11-11
Trail Blazers,Clippers,105,0.4316,0.2667,0.5,13,37,30,9,10,10,96,0.4045,0.3077,1.5385,11,35,13,5,5,10,1,2017-11-11
Wizards,Heat,117,0.5,0.5833,0.9583,8,33,25,7,3,18,113,0.4468,0.2727,0.6061,13,28,26,11,3,14,1,2017-11-11
Hawks,Knicks,116,0.4747,0.4194,0.2903,13,27,30,7,2,9,104,0.5128,0.4,0.4,5,33,30,1,9,20,1,2017-11-11
Grizzlies,Bucks,103,0.4719,0.3333,0.3704,10,21,27,6,5,9,121,0.5802,0.48,0.6,11,36,33,6,5,18,0,2017-11-11
Jazz,Nets,114,0.4824,0.3793,0.7241,12,32,19,12,3,16,106,0.4605,0.3043,1.2609,10,31,13,7,4,17,1,2017-11-11
Suns,Pelicans,91,0.3936,0.1,0.75,15,33,12,9,6,16,115,0.4945,0.3333,0.5926,13,36,29,10,4,15,0,2017-11-11
Cavaliers,Hawks,115,0.4375,0.2778,0.5833,15,32,27,6,6,13,117,0.4767,0.44,0.96,11,33,24,4,6,17,0,2017-11-11
Kings,Trail Blazers,100,0.4222,0.3913,0.6522,12,31,25,5,3,12,118,0.4886,0.4286,0.4857,9,36,18,10,4,11,0,2017-11-11
Pelicans,76ers,131,0.575,0.625,1.0,5,28,31,11,9,14,124,0.4583,0.3103,0.9309999999999999,22,25,26,5,4,17,1,2017-11-11
Hornets,Spurs,86,0.369,0.16,0.8,14,28,20,7,4,14,106,0.4815,0.24,0.88,8,37,22,8,7,11,0,2017-11-12
Celtics,Raptors,95,0.4023,0.3846,0.5769,15,31,24,9,2,14,94,0.4638,0.4167,0.8333,6,30,18,8,8,17,1,2017-11-12
Timberwolves,Raptors,115,0.4691,0.4375,2.0,15,29,21,4,3,11,109,0.4699,0.3636,0.5758,8,27,23,7,7,13,1,2017-11-12
Timberwolves,Rockets,120,0.5233,0.5,1.0,14,27,24,7,1,12,129,0.5513,0.4571,0.7714,8,25,28,7,8,11,0,2017-11-12
Timberwolves,76ers,112,0.4074,0.1724,0.6552,17,33,19,14,7,10,118,0.5,0.4231,1.0385,7,45,32,6,3,24,0,2017-11-13
Timberwolves,Suns,119,0.5269,0.4286,0.5714,19,29,24,12,5,10,108,0.5059,0.5,0.3462,11,26,25,6,1,15,1,2017-11-13
Magic,Bucks,126,0.5057,0.5294,0.5882,9,33,31,10,4,17,117,0.5,0.4167,0.375,9,28,28,12,5,11,1,2017-11-13
Timberwolves,Kings,111,0.5,0.375,1.1667,8,29,29,10,5,16,106,0.4773,0.4,0.48,15,28,17,12,2,18,1,2017-11-13
Heat,Wizards,129,0.5909,0.3571,0.5357,5,37,27,9,5,10,102,0.4416,0.35,1.35,8,32,22,4,2,15,1,2017-11-13
Rockets,Knicks,117,0.4362,0.38299999999999995,0.3617,9,33,30,12,6,7,102,0.4941,0.2353,0.8235,6,34,29,4,3,18,1,2017-11-13
Clippers,Pacers,104,0.5122,0.36,0.44,12,24,24,6,6,13,111,0.4884,0.3929,0.5714,15,25,23,8,4,10,0,2017-11-13
Cavaliers,Bucks,124,0.5,0.5,1.8333,12,27,18,7,4,12,119,0.5663,0.4333,0.4,8,28,29,6,8,16,1,2017-11-13
Hawks,Warriors,109,0.4419,0.4286,0.5143,3,32,21,10,2,19,114,0.5316,0.3548,0.6129,2,33,33,12,5,18,0,2017-11-13
Nets,Jazz,118,0.5119,0.4595,0.4054,4,32,27,8,2,12,107,0.4937,0.4615,0.6538,10,29,21,6,6,16,1,2017-11-14
Hawks,Raptors,93,0.3936,0.3333,0.5714,12,35,19,8,9,16,108,0.4382,0.3889,0.4444,12,40,25,10,12,17,0,2017-11-14
Nets,Celtics,102,0.4432,0.4,0.2857,9,34,26,4,3,14,109,0.4535,0.3333,0.8148,9,40,15,8,3,14,0,2017-11-14
Trail Blazers,Heat,115,0.4578,0.3889,0.6944,9,41,23,5,6,12,99,0.4286,0.3226,0.3548,10,36,24,6,4,11,1,2017-11-15
76ers,Thunder,117,0.44,0.2826,0.3478,7,43,35,13,4,19,119,0.4159,0.4286,0.2857,18,42,28,10,5,18,0,2017-11-15
Rockets,Cavaliers,117,0.4675,0.3478,0.6304,17,28,21,11,5,22,113,0.5556,0.4444,0.4074,4,22,24,9,1,18,1,2017-11-15
Bulls,Suns,99,0.4043,0.4,0.175,9,32,27,11,7,9,104,0.4368,0.3667,0.5667,13,44,25,4,4,15,0,2017-11-15
Trail Blazers,Rockets,111,0.4938,0.3929,0.7143,10,34,20,6,7,8,115,0.48100000000000004,0.5278,0.5556,7,31,18,3,4,9,0,2017-11-15
Bucks,Hawks,122,0.4767,0.44,1.16,9,35,31,12,8,12,117,0.4588,0.3333,0.75,8,36,23,7,4,19,1,2017-11-15
Thunder,Spurs,90,0.4253,0.2727,0.4545,15,32,21,8,2,20,87,0.4079,0.2857,0.6071,8,31,14,11,9,17,1,2017-11-15
Magic,Pistons,115,0.5116,0.3611,0.3889,7,38,34,8,3,16,106,0.4348,0.4138,0.4828,13,30,22,10,1,14,1,2017-11-15
Knicks,Trail Blazers,91,0.3977,0.3333,1.0667,14,37,13,3,3,13,103,0.4458,0.3333,1.0476,5,40,18,10,3,9,0,2017-11-15
Raptors,Jazz,93,0.3895,0.2593,0.4444,16,36,23,10,13,11,97,0.4138,0.4762,0.7143,10,37,20,7,5,13,0,2017-11-15
Warriors,Spurs,110,0.4316,0.2667,0.6667,12,37,30,6,12,10,107,0.4526,0.2727,0.6818,10,35,29,7,3,12,1,2017-11-16
Celtics,Warriors,92,0.3291,0.2188,1.0312,7,45,15,8,5,15,88,0.4024,0.3125,0.375,7,40,22,9,10,15,1,2017-11-16
Mavericks,Kings,109,0.4578,0.375,0.45,4,33,29,4,4,9,114,0.5402,0.4138,0.2759,5,33,30,6,4,9,0,2017-11-16
Nets,Warriors,111,0.3579,0.3333,0.5625,13,39,24,7,2,13,118,0.5111,0.4167,0.6667,6,51,29,8,14,15,0,2017-11-17
Rockets,Pelicans,114,0.4839,0.38299999999999995,0.1277,5,43,22,10,8,19,91,0.3958,0.2857,0.4286,12,34,19,10,6,16,1,2017-11-17
Bucks,Spurs,106,0.4884,0.3333,0.4815,9,28,27,6,6,10,103,0.4457,0.2353,1.0,20,33,16,4,2,12,1,2017-11-17
Pistons,Suns,131,0.573,0.4643,0.5714,5,39,31,11,6,19,107,0.4643,0.3182,1.0,8,29,21,11,4,19,1,2017-11-17
Clippers,Spurs,113,0.4512,0.3125,2.125,12,35,21,8,2,14,110,0.4432,0.3333,1.0,10,29,24,13,10,12,1,2017-11-17
Mavericks,Cavaliers,104,0.4239,0.2941,0.4706,9,33,21,7,3,10,111,0.4321,0.3871,0.9355,10,43,18,8,3,17,0,2017-11-17
Raptors,Lakers,123,0.5,0.3871,0.6129,12,41,23,4,4,14,111,0.4396,0.32,0.92,13,31,22,9,4,14,1,2017-11-17
Heat,Pistons,105,0.4512,0.4138,0.6552,15,30,19,11,5,13,96,0.4157,0.2917,0.625,17,29,18,8,2,18,1,2017-11-17
Spurs,Heat,117,0.5287,0.52,0.48,10,24,30,6,7,11,105,0.5417,0.5294,0.2647,6,23,28,7,4,18,1,2017-11-17
Rockets,Kings,100,0.3976,0.2857,0.4082,7,41,19,10,5,13,91,0.4368,0.3125,0.1562,9,39,26,8,5,17,1,2017-11-17
Knicks,Heat,115,0.6027,0.3846,1.6923,8,44,26,10,5,20,86,0.381,0.2632,0.3158,9,22,21,13,4,15,1,2017-11-17
Jazz,Clippers,117,0.5301,0.3704,0.7037,10,28,27,7,8,9,95,0.44299999999999995,0.1765,1.2941,11,28,18,7,3,16,1,2017-11-18
Hornets,Cavaliers,107,0.4767,0.2308,0.7308,8,33,21,7,5,13,115,0.4421,0.3421,0.4737,15,35,25,9,4,13,0,2017-11-18
Hawks,Celtics,99,0.4744,0.375,0.6667,6,29,24,7,1,13,110,0.4756,0.4706,0.4706,9,32,21,9,6,15,0,2017-11-18
Heat,Nuggets,149,0.5489999999999999,0.5556,0.4722,7,39,36,5,11,11,141,0.46,0.4737,0.8158,11,35,23,10,5,13,1,2017-11-18
Trail Blazers,Warriors,125,0.4944,0.4103,0.5385,14,32,21,4,2,11,108,0.4872,0.4286,0.7143,6,27,20,5,3,10,1,2017-11-18
Bulls,76ers,117,0.4783,0.4643,0.5714,5,34,27,9,7,15,115,0.4835,0.4242,0.3939,9,38,30,9,8,20,1,2017-11-18
Timberwolves,Warriors,109,0.4632,0.3,0.75,13,37,27,7,3,9,103,0.4066,0.2778,0.5278,12,38,22,6,7,13,1,2017-11-19
Kings,Thunder,107,0.4615,0.4444,0.4074,10,34,23,6,4,9,110,0.4419,0.4,0.5714,10,39,26,6,7,11,0,2017-11-19
Cavaliers,Nets,119,0.5244,0.4118,0.5588,4,29,21,8,2,10,109,0.5185,0.3784,0.2973,8,34,26,5,2,19,1,2017-11-19
Rockets,Hawks,118,0.4889,0.3846,0.1923,6,39,28,7,4,11,99,0.4432,0.275,0.25,7,38,18,5,2,13,1,2017-11-19
Suns,Wizards,99,0.4615,0.3043,0.8696,10,32,22,5,5,13,109,0.5062,0.381,0.9048,8,30,25,6,4,10,0,2017-11-19
Raptors,Timberwolves,109,0.4815,0.3103,0.7586,9,30,28,3,4,8,104,0.4941,0.4167,1.25,10,30,21,4,2,8,1,2017-11-19
Jazz,Pistons,110,0.5526,0.3824,0.3824,11,41,29,10,5,22,79,0.375,0.2,0.56,8,24,14,14,4,17,1,2017-11-19
Trail Blazers,Spurs,91,0.3958,0.24,0.36,12,25,18,13,2,8,93,0.519,0.3529,0.2941,9,44,17,7,9,23,0,2017-11-19
Nuggets,Bucks,128,0.4444,0.3056,1.0278,17,40,27,2,8,17,125,0.45,0.3636,0.6970000000000001,11,34,27,9,3,9,1,2017-11-20
Thunder,Heat,105,0.4286,0.3077,0.9615,12,39,17,7,1,11,99,0.3908,0.4333,0.6,8,33,22,4,1,10,1,2017-11-20
Clippers,Nuggets,115,0.4943,0.3529,1.3529,15,23,25,6,0,10,134,0.6235,0.4138,0.5517,7,26,36,4,6,7,0,2017-11-20
Mavericks,Celtics,102,0.4062,0.2121,0.5152,8,37,18,7,3,11,110,0.4524,0.3611,0.5833,5,48,24,8,4,17,0,2017-11-20
Pistons,Cavaliers,88,0.4416,0.4333,0.2333,7,27,23,7,2,14,116,0.525,0.4848,0.4848,7,35,28,4,2,11,0,2017-11-20
76ers,Kings,95,0.4198,0.2857,0.4857,13,40,21,7,6,19,101,0.4505,0.2593,0.4444,9,30,21,11,6,12,0,2017-11-20
Knicks,Magic,100,0.4624,0.3333,0.6,10,35,18,4,4,14,105,0.4512,0.2143,0.8929,8,34,19,8,3,10,0,2017-11-20
Spurs,Rockets,100,0.4938,0.3529,0.8235,8,40,19,8,8,8,83,0.3377,0.2258,0.7742,8,34,12,3,3,9,1,2017-11-20
Jazz,Spurs,100,0.4595,0.4615,0.7692,5,36,18,7,4,12,89,0.4359,0.4762,0.5238,5,33,14,7,3,14,1,2017-11-20
Nuggets,Pistons,120,0.5059,0.4286,0.7857,10,35,26,7,8,15,113,0.4783,0.5185,0.4074,9,32,30,8,4,11,1,2017-11-21
Suns,Spurs,101,0.4375,0.28,0.96,10,30,11,4,1,10,104,0.4598,0.3158,0.9474,18,34,18,5,6,15,0,2017-11-21
Heat,Celtics,104,0.4938,0.3571,0.5,7,41,20,3,4,16,98,0.4167,0.3462,0.7308,7,30,19,11,4,11,1,2017-11-22
Heat,Thunder,93,0.4598,0.2273,0.3636,8,35,21,6,4,15,115,0.4321,0.4,0.8857,7,36,21,9,4,9,0,2017-11-22
Clippers,Pelicans,100,0.4592,0.1176,0.4706,17,44,29,6,6,16,113,0.4632,0.3667,0.4667,9,41,34,13,10,7,0,2017-11-22
Kings,Timberwolves,100,0.4762,0.3636,0.5455,8,23,22,5,3,14,118,0.5132,0.4375,2.0625,8,35,22,11,4,12,0,2017-11-22
Kings,Suns,99,0.42700000000000005,0.3182,0.7273,11,34,21,9,3,9,92,0.4111,0.2188,0.3438,13,32,22,5,4,12,1,2017-11-22
76ers,Raptors,109,0.5233,0.3103,0.3448,13,27,27,14,6,23,114,0.4118,0.3429,0.9143,19,26,18,14,6,21,0,2017-11-22
Trail Blazers,Pistons,100,0.4368,0.2581,0.5161,9,40,23,8,8,11,87,0.3875,0.4,0.6,8,35,17,6,2,12,1,2017-11-22
Bucks,Magic,102,0.4286,0.3462,0.5769,12,44,26,13,2,16,86,0.4146,0.2083,0.5417,5,38,24,8,4,19,1,2017-11-22
Cavaliers,Hornets,100,0.4578,0.3333,0.2821,3,42,25,4,7,12,99,0.38299999999999995,0.3793,0.5517,15,40,25,4,3,9,1,2017-11-22
Wizards,Raptors,122,0.5176,0.3333,0.8,12,32,30,10,2,16,119,0.5301,0.4138,0.6552,8,24,20,7,3,18,1,2017-11-22
Pacers,Knicks,115,0.5349,0.4231,0.4615,7,37,28,10,5,16,97,0.4396,0.2609,0.4783,15,28,26,4,2,17,1,2017-11-22
Nets,Trail Blazers,125,0.5,0.4,0.6,13,34,25,4,6,9,127,0.5,0.4,1.6667,12,33,24,5,13,7,0,2017-11-22
Warriors,Lakers,117,0.5432,0.3,1.15,11,39,25,8,6,21,106,0.4524,0.3158,0.4737,7,28,24,11,8,14,1,2017-11-22
Rockets,Pistons,100,0.3535,0.2353,0.3529,12,40,19,9,3,12,96,0.4211,0.1579,0.2632,16,50,22,9,5,15,1,2017-11-24
Raptors,Trail Blazers,130,0.4646,0.475,0.475,17,25,21,5,4,6,105,0.5068,0.3333,1.1429,4,32,20,4,2,10,1,2017-11-24
Celtics,Magic,118,0.4615,0.4048,0.4048,13,33,27,6,10,8,103,0.4316,0.375,0.5,16,35,21,6,4,12,1,2017-11-24
Knicks,Grizzlies,99,0.5224,0.6429,1.4286,10,32,22,8,3,17,88,0.4143,0.4286,0.6429,4,23,14,8,5,15,1,2017-11-24
Rockets,Wizards,120,0.5119,0.3478,0.3913,10,36,26,13,3,9,104,0.5278,0.48,0.64,3,33,25,6,1,17,1,2017-11-24
Trail Blazers,Spurs,111,0.5217,0.3478,0.3043,9,29,19,7,5,9,110,0.4938,0.4783,0.8261,10,32,26,4,5,14,1,2017-11-24
Warriors,Kings,93,0.4198,0.4615,0.5,9,31,21,10,5,11,98,0.4337,0.4516,0.3871,11,36,25,7,4,13,0,2017-11-24
Grizzlies,Nets,88,0.4,0.32,0.64,11,24,15,8,3,14,98,0.4459,0.4483,0.6552,12,31,19,7,7,17,0,2017-11-24
Mavericks,Hawks,111,0.4419,0.3778,0.4,9,32,27,5,4,15,117,0.5106,0.5,0.6667,14,36,20,11,6,13,0,2017-11-24
Trail Blazers,Kings,116,0.5238,0.4412,0.3824,10,37,27,10,2,17,99,0.4432,0.3182,0.6364,6,30,20,14,4,12,1,2017-11-24
Raptors,Grizzlies,101,0.4607,0.1714,0.3714,10,34,21,13,7,11,86,0.358,0.32,0.8,13,32,17,7,6,19,1,2017-11-25
Cavaliers,Heat,108,0.4938,0.3333,0.5152,5,40,21,12,2,13,97,0.4405,0.3226,0.4194,8,34,24,7,5,15,1,2017-11-25
Bulls,Knicks,104,0.5122,0.28,0.52,8,32,28,10,7,14,102,0.4725,0.2917,0.375,8,32,25,6,3,14,1,2017-11-25
Raptors,76ers,102,0.4118,0.3333,0.8519,7,36,18,15,6,17,86,0.4125,0.2593,0.4815,7,34,19,10,7,22,1,2017-11-25
Pacers,Celtics,98,0.4872,0.3043,0.6522,10,26,20,9,2,18,108,0.5625,0.4,0.32,4,26,22,8,4,14,0,2017-11-25
Nuggets,Magic,125,0.5287,0.4138,0.7241,13,37,29,9,4,12,107,0.4713,0.3548,0.4516,8,28,24,7,5,12,1,2017-11-25
Suns,Warriors,109,0.4756,0.4583,0.8333,9,33,22,8,5,19,124,0.5263,0.4194,0.3548,9,34,29,8,9,12,0,2017-11-25
Clippers,Lakers,100,0.494,0.3333,0.6667,8,33,27,8,1,17,115,0.4773,0.4359,0.359,10,39,25,8,6,17,0,2017-11-25
Spurs,Nuggets,112,0.519,0.5185,0.5926,6,37,23,9,3,15,80,0.3494,0.25,0.5357,11,30,18,9,4,15,1,2017-11-25
Pistons,Wizards,103,0.4881,0.2857,0.7143,10,34,26,9,3,16,92,0.4157,0.1875,0.375,12,31,28,9,6,15,1,2017-11-26
Rockets,Nets,117,0.4884,0.4,0.26,8,34,31,8,4,15,103,0.4651,0.2564,0.3333,6,37,24,5,4,13,1,2017-11-26
Kings,Jazz,91,0.382,0.3,0.4667,11,37,15,7,7,13,98,0.4146,0.3438,0.5938,11,41,20,9,7,13,0,2017-11-26
Timberwolves,Suns,106,0.4211,0.3333,0.6296,10,21,21,14,8,6,108,0.4583,0.4583,1.2917,13,39,22,4,3,23,0,2017-11-27
Hawks,Cavaliers,114,0.519,0.3871,0.6452,8,21,24,9,4,17,121,0.519,0.4615,0.5385,12,28,30,9,5,19,0,2017-11-27
Suns,Lakers,130,0.4891,0.4828,0.8966,10,40,17,8,9,19,132,0.5161,0.4615,0.9231,5,37,22,8,3,18,0,2017-11-27
Spurs,Warriors,89,0.4024,0.3478,0.6522,11,37,21,6,5,14,75,0.4054,0.1579,0.6316,2,34,17,7,9,15,1,2017-11-27
Rockets,Mavericks,107,0.4756,0.23399999999999999,0.38299999999999995,8,46,17,12,4,13,91,0.369,0.4194,0.5161,8,33,19,6,0,14,1,2017-11-27
Celtics,Pistons,108,0.5195,0.4848,0.3636,5,31,27,2,4,17,118,0.5176,0.44,0.76,8,32,26,8,2,8,0,2017-11-27
Trail Blazers,76ers,114,0.4667,0.3333,1.5,8,39,15,7,3,15,110,0.4828,0.5,0.3125,5,32,28,8,2,13,1,2017-11-27
Rockets,Trail Blazers,96,0.4658,0.3514,0.4054,6,32,16,10,5,15,94,0.4588,0.3182,0.4091,12,35,16,10,2,18,1,2017-11-27
Knicks,Hawks,111,0.4875,0.2941,1.6471,6,27,16,9,4,12,107,0.4805,0.2903,0.7742,6,29,22,5,4,15,1,2017-11-27
Hawks,Spurs,102,0.4651,0.36,0.52,11,39,23,8,2,15,99,0.4253,0.3636,0.7727,8,29,24,12,5,9,1,2017-11-27
Mavericks,Nets,104,0.4643,0.3333,0.6296,7,37,26,5,3,11,109,0.4667,0.3793,0.4828,14,38,25,5,1,14,0,2017-11-27
Mavericks,Grizzlies,103,0.4865,0.4231,0.7692,4,31,20,6,4,11,94,0.4583,0.3871,0.5161,6,30,14,7,2,17,1,2017-11-28
Cavaliers,Grizzlies,116,0.56,0.4583,0.875,1,30,24,8,7,10,111,0.5119,0.5652,0.5217,6,30,31,6,4,12,1,2017-11-28
Trail Blazers,Magic,99,0.4368,0.5185,0.3333,10,31,21,7,2,12,94,0.4684,0.3793,0.3103,7,34,19,6,4,15,1,2017-11-28
Kings,Pelicans,101,0.4194,0.3214,0.5,14,25,20,4,5,9,114,0.5663,0.4231,0.3462,5,35,26,6,7,16,0,2017-11-28
Pistons,Mavericks,113,0.5,0.4,0.3,6,43,24,6,4,11,106,0.4348,0.3333,0.3333,10,36,26,7,5,12,1,2017-11-28
Spurs,Nuggets,106,0.5,0.375,0.2083,13,30,33,4,9,16,104,0.4651,0.4348,0.6087,10,28,22,11,6,13,1,2017-11-29
Warriors,Hawks,106,0.4516,0.4,0.3333,10,36,28,8,6,7,94,0.4405,0.3438,0.2812,5,39,24,5,5,11,1,2017-11-29
Rockets,Thunder,102,0.4737,0.3784,0.4324,6,35,23,7,5,17,108,0.3956,0.303,0.7879,15,27,21,11,5,11,0,2017-11-29
Knicks,Lakers,113,0.4752,0.4091,0.3636,15,34,25,7,7,14,109,0.4118,0.3714,0.3429,20,32,24,6,6,16,1,2017-11-29
Hornets,Raptors,103,0.42700000000000005,0.4348,0.7391,11,31,26,5,5,13,123,0.5632,0.4865,0.1892,6,34,35,7,8,12,0,2017-11-29
Mavericks,Suns,91,0.3636,0.2973,0.4324,8,34,21,10,5,15,97,0.44299999999999995,0.4,0.68,7,42,17,9,6,18,0,2017-11-29
Nets,Hawks,102,0.4146,0.4048,0.4048,12,34,26,1,8,19,114,0.4747,0.3704,0.3704,13,34,18,12,5,8,0,2017-11-29
Nuggets,76ers,102,0.4023,0.2188,0.7812,10,38,18,10,9,13,107,0.4839,0.3333,0.375,7,34,34,6,3,13,0,2017-11-29
Kings,Magic,94,0.4337,0.36,0.52,13,37,24,7,3,16,88,0.4231,0.3103,0.4483,5,29,17,7,4,14,1,2017-11-29
Celtics,76ers,108,0.5063,0.4138,0.5517,7,33,25,7,7,16,97,0.4167,0.5,0.3438,15,30,24,11,1,19,1,2017-11-30
Grizzlies,Mavericks,96,0.41100000000000003,0.2941,0.7647,9,37,18,7,6,18,91,0.3404,0.2941,0.5,18,35,20,10,3,14,1,2017-11-30
Magic,Jazz,85,0.3827,0.2759,0.5172,11,35,13,10,5,16,125,0.4796,0.4118,0.5,14,40,31,10,4,10,0,2017-11-30
Grizzlies,Pistons,130,0.5783,0.4848,0.5455,8,35,36,11,4,12,117,0.4086,0.4894,0.38299999999999995,14,24,30,10,0,12,1,2017-11-30
Suns,76ers,110,0.4205,0.3704,0.963,12,23,18,9,4,16,123,0.5584,0.4167,1.125,11,33,24,11,7,21,0,2017-11-30
Lakers,Pelicans,112,0.4889,0.3333,0.5556,9,29,27,7,6,17,119,0.5663,0.3125,0.4688,6,36,26,14,5,18,0,2017-11-30
Pacers,Trail Blazers,96,0.4487,0.2222,1.2222,6,33,15,1,4,12,114,0.4842,0.4737,0.6842,11,40,19,5,6,9,0,2017-12-01
Warriors,Jazz,91,0.4176,0.4,0.6,14,27,24,9,7,11,110,0.4828,0.4286,0.5,11,36,27,6,8,14,0,2017-12-01
Grizzlies,Pelicans,103,0.4239,0.3103,0.5517,15,30,19,9,8,11,91,0.3797,0.28,0.96,16,35,15,4,12,17,1,2017-12-01
Spurs,Jazz,111,0.4835,0.3846,0.5,11,25,25,9,5,12,120,0.5652,0.5217,1.3043,5,32,26,6,5,17,0,2017-12-01
Raptors,Heat,115,0.4667,0.3714,0.5143,7,33,24,7,3,8,112,0.4884,0.4138,0.5517,10,41,24,5,3,16,1,2017-12-01
Pacers,Cavaliers,106,0.4419,0.3846,0.3846,12,37,21,7,3,8,102,0.4353,0.3056,0.4722,9,35,23,4,4,11,1,2017-12-01
Lakers,Wizards,102,0.4457,0.2333,0.4333,6,47,27,9,5,21,99,0.4105,0.2308,0.5769,7,38,20,11,5,13,1,2017-12-02
Hawks,Nets,90,0.3659,0.3,0.7,9,29,18,9,2,18,110,0.4824,0.4167,0.3611,12,40,29,7,6,22,0,2017-12-02
Celtics,Suns,116,0.525,0.4516,0.5806,4,27,32,8,6,9,111,0.4752,0.2917,0.3333,16,31,24,8,1,10,1,2017-12-02
Cavaliers,Hawks,123,0.5581,0.5263,0.1842,6,31,35,5,2,13,114,0.4674,0.4444,0.3333,10,27,26,8,4,10,1,2017-12-02
Nuggets,Kings,130,0.5618,0.4054,0.4054,8,43,38,2,4,7,104,0.4286,0.1935,0.6452,7,31,25,3,1,3,1,2017-12-02
Jazz,Mavericks,104,0.4691,0.4571,0.3429,6,29,25,16,8,14,89,0.4474,0.5,0.375,9,33,17,4,3,24,1,2017-12-02
Suns,Grizzlies,97,0.4074,0.3846,0.8077,12,32,21,4,1,10,95,0.4333,0.1923,0.4615,15,35,15,5,7,9,1,2017-12-02
76ers,Spurs,112,0.45,0.3182,1.5,13,32,23,10,5,13,106,0.4483,0.32,0.8,12,31,15,4,4,15,1,2017-12-02
Timberwolves,Magic,124,0.4598,0.3478,1.5652,10,32,22,9,3,7,118,0.5055,0.3243,0.3784,7,37,28,4,4,14,1,2017-12-02
Grizzlies,Hornets,99,0.3441,0.2286,0.7714,11,37,17,7,8,7,104,0.4157,0.4118,1.3529,10,46,15,3,7,11,0,2017-12-02
Suns,Timberwolves,106,0.4651,0.3438,0.4688,9,27,24,5,4,13,115,0.5,0.375,1.5625,13,34,18,6,6,14,0,2017-12-03
Knicks,Thunder,111,0.5507,0.6087,0.9129999999999999,6,29,21,9,3,13,96,0.4235,0.4444,0.4444,16,26,18,9,7,14,1,2017-12-03
Warriors,Pacers,81,0.40700000000000003,0.2941,0.3529,17,34,21,4,9,16,92,0.4815,0.2857,0.381,8,30,22,10,2,10,0,2017-12-03
Jazz,Lakers,96,0.4684,0.4194,0.2903,14,35,18,9,5,21,81,0.3827,0.2273,0.6364,14,25,17,12,4,16,1,2017-12-03
Hornets,Knicks,109,0.4886,0.45,0.7,12,35,30,10,6,19,91,0.4186,0.1667,0.8889,10,27,21,10,5,17,1,2017-12-04
Magic,Thunder,121,0.5921,0.4333,0.6,2,35,28,9,7,13,108,0.3958,0.375,0.625,21,27,17,8,5,13,1,2017-12-04
Warriors,Bucks,107,0.5467,0.5,0.75,2,29,26,10,7,18,116,0.5517,0.55,0.45,7,29,30,16,3,15,0,2017-12-04
Grizzlies,Magic,99,0.4756,0.3333,0.3667,5,26,21,12,3,13,101,0.5067,0.4483,0.4138,6,32,25,6,8,24,0,2017-12-04
76ers,Pistons,114,0.4889,0.4667,0.4,13,42,29,5,4,12,78,0.3846,0.3182,0.5,6,28,20,9,4,12,1,2017-12-04
Jazz,Spurs,101,0.4167,0.4583,0.8333,9,34,15,7,5,9,99,0.4471,0.24,0.68,8,36,23,5,8,11,1,2017-12-04
Heat,Pacers,112,0.5172,0.4118,0.2353,6,39,24,6,11,14,108,0.4479,0.3684,0.7895,13,32,18,9,4,10,1,2017-12-04
Thunder,Kings,106,0.4524,0.4444,0.3889,5,38,21,5,6,10,101,0.4086,0.3636,0.3939,13,36,21,8,6,11,1,2017-12-04
Celtics,Bucks,111,0.5513,0.4545,0.6818,8,37,25,5,3,14,100,0.4487,0.4286,1.0,3,25,17,6,2,9,1,2017-12-04
Mavericks,Pelicans,94,0.3864,0.2647,0.5,9,38,19,4,7,15,99,0.4045,0.2414,0.6897,9,44,23,9,4,12,0,2017-12-04
