team,pts,fg%,3pt%,ft%,oreb,dreb,ast,stl,blk,to,date
Bulls,129,0.49,0.459,0.432,13,34,31,10,4,5,2018-03-30
Hawks,122,0.512,0.475,0.475,5,37,32,2,5,15,2018-03-30
Bulls,111,0.438,0.366,0.634,8,34,23,10,2,13,2018-04-01
Grizzlies,110,0.437,0.371,0.6,11,36,27,7,4,14,2018-04-01
Cavaliers,114,0.506,0.351,0.351,11,33,25,4,5,13,2018-04-03
Bulls,109,0.451,0.471,0.324,11,34,30,4,3,12,2018-04-03
Nuggets,135,0.614,0.571,0.371,8,37,34,9,6,17,2018-04-06
Bulls,102,0.438,0.342,0.289,9,25,29,12,4,15,2018-04-06
Bucks,118,0.494,0.5,0.567,7,29,27,8,7,5,2018-04-08
Bulls,105,0.414,0.462,0.808,17,34,21,3,2,14,2018-04-08
Bulls,95,0.402,0.314,0.171,14,30,27,10,1,12,2018-04-10
Pistons,117,0.494,0.381,0.357,12,37,33,6,7,13,2018-04-10
Bulls,86,0.382,0.216,0.27,13,38,17,8,1,18,2017-10-18
Rockets,118,0.441,0.316,0.316,9,37,28,15,6,10,2017-10-18
Bulls,92,0.367,0.231,0.769,14,36,19,10,5,18,2017-10-20
Heat,103,0.451,0.259,0.815,7,37,20,7,7,17,2017-10-20
Bulls,90,0.357,0.341,0.39,11,42,16,11,7,16,2017-10-21
Magic,82,0.33,0.179,0.333,12,43,16,11,5,12,2017-10-21
Wizards,94,0.457,0.267,0.4,6,31,27,5,4,16,2017-10-23
Bulls,113,0.524,0.529,0.265,6,34,30,7,1,17,2017-10-23
Hornets,114,0.494,0.382,0.618,10,39,24,3,4,20,2017-10-26
Bulls,120,0.465,0.441,0.382,11,33,26,9,4,7,2017-10-26
Pistons,119,0.528,0.429,0.286,7,40,27,12,4,11,2017-10-29
Bulls,87,0.372,0.324,0.353,12,28,21,8,1,18,2017-10-29
Cavaliers,116,0.543,0.423,0.654,9,35,25,8,3,17,2017-10-31
Bucks,97,0.463,0.314,0.286,8,22,23,9,2,14,2017-10-31
Magic,114,0.444,0.486,0.486,12,38,28,7,6,12,2017-11-01
Cavaliers,93,0.384,0.28,0.8,11,33,15,4,7,16,2017-11-01
Cavaliers,101,0.462,0.375,0.531,5,32,19,8,2,18,2017-11-04
Pelicans,123,0.516,0.394,0.364,10,37,33,10,4,11,2017-11-04
Pacers,124,0.544,0.615,0.385,8,35,35,9,1,11,2017-11-07
Cavaliers,107,0.5,0.226,0.452,8,33,25,6,3,16,2017-11-07
Cavaliers,130,0.561,0.444,0.963,8,26,20,11,4,14,2017-11-09
Wizards,122,0.536,0.393,0.75,9,28,25,5,2,16,2017-11-09
Hawks,117,0.477,0.44,0.96,11,33,24,4,6,17,2017-11-11
Cavaliers,115,0.438,0.278,0.583,15,32,27,6,6,13,2017-11-11
Bucks,119,0.566,0.433,0.4,8,28,29,6,8,16,2017-11-13
Cavaliers,124,0.5,0.5,1.833,12,27,18,7,4,12,2017-11-13
Cavaliers,113,0.556,0.444,0.407,4,22,24,9,1,18,2017-11-15
Rockets,117,0.468,0.348,0.63,17,28,21,11,5,22,2017-11-15
Cavaliers,111,0.432,0.387,0.935,10,43,18,8,3,17,2017-11-17
Mavericks,104,0.424,0.294,0.471,9,33,21,7,3,10,2017-11-17
Cavaliers,115,0.442,0.342,0.474,15,35,25,9,4,13,2017-11-18
Hornets,107,0.477,0.231,0.731,8,33,21,7,5,13,2017-11-18
Cavaliers,116,0.525,0.485,0.485,7,35,28,4,2,11,2017-11-20
Pistons,88,0.442,0.433,0.233,7,27,23,7,2,14,2017-11-20
Hornets,99,0.383,0.379,0.552,15,40,25,4,3,9,2017-11-22
Cavaliers,100,0.458,0.333,0.282,3,42,25,4,7,12,2017-11-22
Heat,97,0.44,0.323,0.419,8,34,24,7,5,15,2017-11-25
Cavaliers,108,0.494,0.333,0.515,5,40,21,12,2,13,2017-11-25
Cavaliers,121,0.519,0.462,0.538,12,28,30,9,5,19,2017-11-27
Hawks,114,0.519,0.387,0.645,8,21,24,9,4,17,2017-11-27
Grizzlies,111,0.512,0.565,0.522,6,30,31,6,4,12,2017-11-28
Cavaliers,116,0.56,0.458,0.875,1,30,24,8,7,10,2017-11-28
Cavaliers,102,0.435,0.306,0.472,9,35,23,4,4,11,2017-12-01
Pacers,106,0.442,0.385,0.385,12,37,21,7,3,8,2017-12-01
Hawks,114,0.467,0.444,0.333,10,27,26,8,4,10,2017-12-02
Cavaliers,123,0.558,0.526,0.184,6,31,35,5,2,13,2017-12-02
Jazz,100,0.457,0.5,0.265,11,27,24,9,7,12,2017-12-06
Cavaliers,109,0.532,0.455,0.682,8,33,30,9,1,12,2017-12-06
Cavaliers,106,0.471,0.412,0.294,4,38,24,6,4,8,2017-12-08
Wizards,99,0.429,0.364,0.273,13,38,20,4,5,10,2017-12-08
Cavaliers,116,0.5,0.39,0.488,7,30,26,9,3,14,2017-12-10
Bucks,119,0.524,0.379,0.759,8,32,27,12,3,14,2017-12-10
Cavaliers,101,0.42,0.3,0.525,9,37,20,6,5,15,2017-12-12
Jazz,104,0.463,0.323,0.581,5,38,24,12,4,11,2017-12-12
Trail Blazers,110,0.467,0.406,0.406,13,30,25,5,5,15,2017-12-14
Cavaliers,127,0.518,0.406,0.875,8,32,28,11,4,10,2017-12-14
Cavaliers,131,0.5,0.441,0.647,14,31,25,11,2,17,2017-12-17
Magic,127,0.5,0.378,0.405,14,32,29,5,2,19,2017-12-17
Cavaliers,99,0.44,0.342,0.316,8,29,26,0,4,13,2017-12-19
Timberwolves,127,0.52,0.323,0.419,15,41,30,6,2,5,2017-12-19
Cavaliers,95,0.435,0.206,0.412,9,37,19,12,5,11,2017-12-20
Pacers,97,0.459,0.476,0.429,6,38,16,5,4,14,2017-12-20
Magic,103,0.466,0.227,0.727,9,33,25,12,6,14,2017-12-23
Cavaliers,104,0.447,0.294,0.529,14,32,22,8,4,20,2017-12-23
Thunder,148,0.58,0.467,0.6,16,36,37,9,2,13,2017-12-26
Cavaliers,124,0.517,0.27,0.595,3,25,32,7,4,15,2017-12-26
Cavaliers,102,0.486,0.286,1.238,6,35,19,6,3,18,2017-12-27
Spurs,114,0.5,0.286,0.429,13,32,23,11,4,9,2017-12-27
Pacers,108,0.473,0.419,0.29,8,29,27,13,1,16,2017-12-29
Cavaliers,115,0.561,0.351,0.27,8,36,27,13,4,20,2017-12-29
Pistons,104,0.421,0.389,0.278,7,36,31,5,6,6,2017-12-31
Cavaliers,121,0.506,0.429,0.629,4,41,27,2,3,10,2017-12-31
Cavaliers,114,0.452,0.371,0.714,7,34,24,2,5,15,2018-01-02
Pistons,125,0.527,0.391,0.783,8,39,30,12,5,10,2018-01-02
Heat,89,0.434,0.107,0.5,6,46,17,8,5,19,2018-01-06
Cavaliers,91,0.35,0.231,1.115,7,38,18,9,5,16,2018-01-06
Rockets,120,0.473,0.373,0.255,6,47,28,6,5,8,2018-01-08
Cavaliers,88,0.391,0.267,0.4,5,42,22,4,3,11,2018-01-08
Cavaliers,98,0.429,0.324,0.378,9,27,19,4,4,14,2018-01-09
Magic,116,0.523,0.273,0.818,12,38,27,7,8,12,2018-01-09
Timberwolves,138,0.581,0.576,0.333,4,31,33,7,4,11,2018-01-11
Cavaliers,140,0.591,0.512,0.366,7,34,33,5,1,15,2018-01-11
Cavaliers,123,0.535,0.429,0.457,6,37,31,8,4,9,2018-01-13
Hawks,107,0.446,0.364,0.386,6,36,20,4,4,12,2018-01-13
Cavaliers,120,0.511,0.444,0.389,10,31,24,6,3,7,2018-01-15
Thunder,112,0.444,0.314,0.6,18,33,23,6,3,9,2018-01-15
Wizards,110,0.478,0.4,0.333,9,34,29,9,3,10,2018-01-17
Cavaliers,103,0.5,0.229,0.314,6,30,20,5,2,13,2018-01-17
Cavaliers,112,0.46,0.379,0.724,7,39,26,13,9,18,2018-01-19
Grizzlies,89,0.393,0.375,0.583,5,32,22,10,4,21,2018-01-19
Spurs,110,0.442,0.474,1.316,10,34,22,11,9,9,2018-01-22
Cavaliers,94,0.418,0.235,0.294,13,34,18,8,3,15,2018-01-22
Nuggets,126,0.547,0.543,0.371,6,29,35,4,3,9,2018-01-23
Cavaliers,117,0.523,0.375,0.667,12,29,25,5,2,9,2018-01-23
Pistons,90,0.391,0.353,0.294,8,32,17,9,6,11,2018-01-25
Cavaliers,112,0.489,0.364,0.424,11,42,29,8,2,14,2018-01-25
Cavaliers,113,0.506,0.448,0.414,7,28,25,10,4,10,2018-01-28
Nuggets,108,0.488,0.37,0.519,14,37,22,7,2,21,2018-01-28
Cavaliers,105,0.512,0.333,0.364,2,32,17,5,7,11,2018-01-30
Trail Blazers,113,0.448,0.343,0.429,13,37,26,4,3,7,2018-01-30
Bucks,117,0.511,0.258,0.613,8,24,26,11,7,15,2018-02-02
Cavaliers,124,0.494,0.395,0.605,12,30,24,4,6,13,2018-02-02
Cavaliers,79,0.365,0.154,0.5,12,30,15,8,1,14,2018-02-03
Heat,98,0.474,0.31,0.517,9,35,24,10,9,14,2018-02-03
Cavaliers,118,0.484,0.393,0.607,11,27,22,9,1,6,2018-02-05
Hornets,105,0.513,0.238,1.048,6,34,20,2,2,13,2018-02-05
Pelicans,102,0.483,0.423,0.192,7,34,25,4,2,11,2018-02-09
Cavaliers,107,0.478,0.417,0.458,9,36,22,6,2,10,2018-02-09
Mavericks,87,0.405,0.351,0.27,4,34,15,5,3,15,2018-02-11
Cavaliers,98,0.412,0.423,0.654,10,40,21,7,1,11,2018-02-11
Wizards,115,0.5,0.429,0.571,12,29,34,8,7,15,2018-02-13
Cavaliers,119,0.545,0.481,0.815,5,30,26,10,3,16,2018-02-13
Hornets,90,0.397,0.3,0.767,3,44,16,4,3,17,2018-02-14
Pistons,102,0.427,0.346,0.423,9,38,24,14,3,8,2018-02-14
Pistons,111,0.494,0.435,0.652,10,23,19,12,1,19,2018-02-22
Wizards,115,0.533,0.353,1.706,7,30,25,12,7,16,2018-02-22
Timberwolves,101,0.435,0.36,0.72,7,30,19,5,4,14,2018-02-24
Pistons,122,0.522,0.441,0.324,12,35,32,7,3,14,2018-02-24
Bucks,96,0.47,0.4,0.32,7,29,27,6,6,13,2018-02-26
Pistons,105,0.474,0.308,0.885,7,32,21,10,4,12,2018-02-26
Pacers,97,0.432,0.292,0.583,7,31,22,8,3,15,2018-02-27
Pistons,114,0.518,0.444,0.593,8,42,25,3,5,15,2018-02-27
Hawks,104,0.494,0.333,0.333,11,34,28,11,7,15,2018-03-01
Pistons,111,0.438,0.4,0.7,20,31,23,7,5,17,2018-03-01
Heat,103,0.433,0.351,0.324,7,32,25,8,5,9,2018-03-03
Pistons,112,0.483,0.5,0.5,11,43,24,2,5,13,2018-03-03
Pistons,95,0.353,0.405,0.541,17,28,23,7,3,16,2018-03-04
Bucks,99,0.487,0.364,0.682,11,32,24,10,16,15,2018-03-04
Pistons,100,0.419,0.424,0.242,11,32,20,4,8,11,2018-03-07
Pacers,107,0.438,0.536,0.5,13,38,22,4,5,10,2018-03-07
Pistons,100,0.47,0.32,0.56,11,26,25,10,2,19,2018-03-09
Timberwolves,97,0.513,0.227,0.545,6,32,23,11,4,20,2018-03-09
Pistons,99,0.464,0.378,0.189,8,35,22,6,5,19,2018-03-11
Thunder,98,0.429,0.25,0.188,13,32,22,13,6,14,2018-03-11
Pistons,91,0.443,0.3,0.4,4,28,20,7,5,15,2018-03-12
Wizards,109,0.483,0.333,0.762,16,33,28,12,6,11,2018-03-12
Pistons,93,0.412,0.296,0.556,7,35,15,8,2,10,2018-03-14
Spurs,96,0.427,0.452,0.387,10,41,30,2,7,16,2018-03-14
Pistons,100,0.414,0.333,0.6,17,29,20,5,0,11,2018-03-16
Bucks,104,0.494,0.364,0.818,13,28,22,7,5,12,2018-03-16
Nuggets,103,0.506,0.333,0.433,6,38,27,8,3,17,2018-03-17
Pistons,84,0.354,0.36,0.76,11,29,17,7,2,20,2018-03-17
Pistons,105,0.456,0.433,0.333,14,32,26,10,3,15,2018-03-19
Hawks,91,0.457,0.355,0.516,7,27,28,6,6,16,2018-03-19
Pistons,104,0.419,0.406,0.406,11,33,22,7,10,9,2018-03-22
Pacers,98,0.402,0.3,0.633,15,36,21,6,4,13,2018-03-22
Magic,110,0.482,0.515,0.333,8,32,27,6,4,16,2018-03-25
Pistons,114,0.472,0.5,0.382,7,32,27,11,3,13,2018-03-25
Pistons,93,0.429,0.292,0.833,6,32,19,4,2,12,2018-03-27
Mavericks,110,0.533,0.467,0.533,4,33,22,6,7,12,2018-03-27
Pacers,83,0.442,0.286,0.429,5,21,18,6,3,12,2018-03-29
Pistons,107,0.5,0.353,0.382,10,36,26,5,1,10,2018-03-29
Pistons,89,0.402,0.391,0.435,9,32,20,5,4,15,2018-03-31
Magic,102,0.451,0.423,0.654,9,39,22,10,3,18,2018-03-31
Spurs,79,0.369,0.192,0.462,10,36,18,8,5,14,2018-04-01
Pistons,93,0.444,0.333,0.542,6,39,22,10,1,11,2018-04-01
Pistons,104,0.477,0.375,0.542,5,30,21,4,2,9,2018-04-03
Heat,111,0.512,0.5,0.235,7,34,29,6,3,12,2018-04-03
Rockets,101,0.422,0.319,0.213,12,30,29,5,4,13,2018-04-06
Pistons,108,0.507,0.48,0.8,5,30,21,8,4,11,2018-04-06
Pistons,109,0.441,0.296,0.704,12,27,22,5,4,12,2018-04-09
Pelicans,112,0.561,0.273,0.636,9,32,31,7,9,16,2018-04-09
Hornets,118,0.512,0.476,1.048,9,40,21,9,4,15,2018-04-11
Pistons,107,0.488,0.517,0.276,3,35,27,10,5,16,2018-04-11
Wizards,122,0.5,0.457,0.686,8,26,28,10,4,13,2017-10-19
Pistons,112,0.5,0.333,0.733,7,28,25,8,3,14,2017-10-19
Jazz,98,0.396,0.323,0.387,9,35,24,11,9,14,2017-10-21
Pistons,95,0.392,0.226,0.387,15,42,23,10,7,19,2017-10-21
Thunder,121,0.484,0.424,0.515,13,30,23,9,2,9,2017-10-24
Pistons,108,0.464,0.364,0.545,13,30,24,4,3,16,2017-10-24
Grizzlies,102,0.417,0.258,0.452,10,39,22,3,3,9,2017-10-26
Pistons,104,0.461,0.28,1.08,4,37,20,8,4,7,2017-10-26
Heat,107,0.484,0.389,0.139,7,26,30,13,4,11,2017-10-28
Pistons,111,0.524,0.346,0.538,13,36,23,7,5,17,2017-10-28
Trail Blazers,91,0.394,0.303,0.212,13,32,18,9,5,13,2017-11-01
Pistons,111,0.5,0.5,0.267,10,41,36,7,4,14,2017-11-01
Pistons,115,0.458,0.394,0.788,12,28,30,6,4,15,2017-11-03
Hawks,118,0.487,0.345,1.103,4,31,27,10,3,13,2017-11-03
Pelicans,118,0.44,0.412,0.471,10,43,31,6,7,11,2017-11-04
Pistons,103,0.368,0.257,0.686,14,40,18,5,3,14,2017-11-04
Hawks,98,0.427,0.182,0.485,8,35,25,9,4,11,2017-11-07
Pistons,104,0.422,0.394,0.636,10,37,26,3,5,16,2017-11-07
Pistons,98,0.494,0.222,0.556,8,33,23,4,2,17,2017-11-10
Hornets,114,0.477,0.457,0.4,13,34,28,9,4,18,2017-11-10
Bucks,87,0.384,0.333,0.958,6,29,16,7,3,13,2017-11-11
Pistons,110,0.442,0.31,0.586,22,35,26,9,0,9,2017-11-11
Pistons,106,0.435,0.414,0.483,13,30,22,10,1,14,2017-11-15
Magic,115,0.512,0.361,0.389,7,38,34,8,3,16,2017-11-15
Pistons,96,0.416,0.292,0.625,17,29,18,8,2,18,2017-11-17
Heat,105,0.451,0.414,0.655,15,30,19,11,5,13,2017-11-17
Pistons,79,0.375,0.2,0.56,8,24,14,14,4,17,2017-11-19
Jazz,110,0.553,0.382,0.382,11,41,29,10,5,22,2017-11-19
Pistons,113,0.478,0.519,0.407,9,32,30,8,4,11,2017-11-21
Nuggets,120,0.506,0.429,0.786,10,35,26,7,8,15,2017-11-21
Pistons,87,0.388,0.4,0.6,8,35,17,6,2,12,2017-11-22
Trail Blazers,100,0.437,0.258,0.516,9,40,23,8,8,11,2017-11-22
Pistons,96,0.421,0.158,0.263,16,50,22,9,5,15,2017-11-24
Rockets,100,0.354,0.235,0.353,12,40,19,9,3,12,2017-11-24
Wizards,92,0.416,0.188,0.375,12,31,28,9,6,15,2017-11-26
Pistons,103,0.488,0.286,0.714,10,34,26,9,3,16,2017-11-26
Mavericks,106,0.435,0.333,0.333,10,36,26,7,5,12,2017-11-28
Pistons,113,0.5,0.4,0.3,6,43,24,6,4,11,2017-11-28
Pistons,117,0.409,0.489,0.383,14,24,30,10,0,12,2017-11-30
Grizzlies,130,0.578,0.485,0.545,8,35,36,11,4,12,2017-11-30
Trail Blazers,114,0.484,0.474,0.684,11,40,19,5,6,9,2017-12-01
Pacers,96,0.449,0.222,1.222,6,33,15,1,4,12,2017-12-01
Pacers,108,0.448,0.368,0.789,13,32,18,9,4,10,2017-12-04
Heat,112,0.517,0.412,0.235,6,39,24,6,11,14,2017-12-04
Pacers,130,0.667,0.455,0.364,8,34,31,8,2,17,2017-12-06
Timberwolves,107,0.488,0.375,0.583,9,18,27,9,4,14,2017-12-06
Pacers,96,0.337,0.345,1.034,14,27,13,13,2,19,2017-12-08
Thunder,114,0.483,0.37,0.667,16,33,26,8,8,20,2017-12-08
Spurs,94,0.4,0.321,0.464,12,32,19,12,8,15,2017-12-09
Pacers,97,0.468,0.455,0.682,6,38,21,9,3,19,2017-12-09
Pelicans,117,0.506,0.4,0.429,11,32,23,6,5,12,2017-12-11
Pacers,112,0.473,0.375,0.625,11,30,19,4,4,10,2017-12-11
Rockets,118,0.478,0.362,0.319,10,37,24,10,5,13,2017-12-13
Pacers,95,0.446,0.364,0.591,7,34,18,5,7,13,2017-12-13
Pacers,116,0.506,0.5,0.75,5,31,29,6,6,12,2017-12-15
Grizzlies,113,0.512,0.25,0.531,11,32,29,5,10,14,2017-12-15
Pacers,120,0.6,0.478,0.304,9,33,33,9,7,12,2017-12-18
Heat,95,0.422,0.351,0.324,10,25,21,8,2,14,2017-12-18
Pacers,105,0.416,0.4,1.15,8,40,25,17,4,12,2017-12-20
Magic,97,0.417,0.342,0.368,11,39,23,6,7,22,2017-12-20
Magic,109,0.435,0.39,0.317,10,25,22,4,9,14,2017-12-21
Pacers,121,0.532,0.577,0.846,8,35,25,7,8,14,2017-12-21
Pacers,97,0.477,0.25,0.214,6,30,18,9,7,14,2017-12-23
Rockets,118,0.488,0.45,0.4,10,39,26,9,0,15,2017-12-23
Nuggets,116,0.453,0.405,0.31,19,28,24,7,5,21,2017-12-26
Pacers,126,0.527,0.4,0.72,11,29,24,6,2,11,2017-12-26
Thunder,100,0.409,0.448,0.517,17,35,26,10,6,13,2017-12-27
Pacers,95,0.449,0.355,0.129,11,31,18,11,7,13,2017-12-27
Pacers,105,0.488,0.333,0.857,8,29,19,5,5,9,2017-12-29
Hawks,95,0.432,0.276,0.586,11,32,27,5,6,13,2017-12-29
Mavericks,98,0.513,0.276,0.345,4,31,26,7,3,9,2017-12-31
Pacers,94,0.481,0.4,0.32,7,32,27,8,4,15,2017-12-31
Timberwolves,107,0.477,0.211,1.105,13,31,20,11,8,7,2018-01-01
Pacers,90,0.388,0.4,0.56,13,30,20,3,5,16,2018-01-01
Pacers,101,0.488,0.2,1.067,8,22,24,7,2,14,2018-01-03
Bucks,122,0.587,0.529,1.471,6,28,33,8,5,16,2018-01-03
Bucks,96,0.459,0.259,0.778,5,29,18,11,4,17,2018-01-05
Pacers,109,0.557,0.318,0.636,8,32,30,9,5,16,2018-01-05
Heat,114,0.531,0.433,0.5,6,31,25,6,6,15,2018-01-06
Pacers,106,0.494,0.056,1.056,12,33,13,7,3,14,2018-01-06
Pacers,109,0.532,0.538,0.5,8,35,26,7,2,14,2018-01-08
Jazz,94,0.444,0.273,0.394,9,29,11,11,7,13,2018-01-08
Pacers,86,0.396,0.269,0.269,10,36,17,4,4,8,2018-01-10
Trail Blazers,100,0.394,0.312,0.5,14,43,17,6,7,11,2018-01-10
Pacers,94,0.44,0.211,0.842,7,34,14,14,1,10,2018-01-13
Spurs,86,0.427,0.265,0.206,10,36,24,8,10,20,2018-01-13
Magic,112,0.545,0.32,0.8,13,27,21,6,7,14,2018-01-15
Pacers,114,0.54,0.278,0.833,9,29,25,9,1,9,2018-01-15
Hornets,96,0.446,0.29,0.419,11,29,18,5,2,16,2018-01-17
Pacers,105,0.542,0.286,0.429,6,32,28,7,3,12,2018-01-17
Grizzlies,101,0.476,0.462,0.423,14,27,20,10,1,18,2018-01-20
Pacers,105,0.529,0.385,0.808,8,25,20,16,4,14,2018-01-20
Pacers,126,0.506,0.414,0.897,7,24,21,10,6,11,2018-01-22
Hornets,133,0.53,0.455,0.909,11,32,27,5,2,15,2018-01-22
Wizards,111,0.549,0.28,0.56,7,36,29,8,1,14,2018-01-24
Pacers,102,0.463,0.414,0.552,8,27,19,6,2,16,2018-01-24
Hawks,93,0.451,0.226,0.387,6,34,14,9,7,22,2018-01-26
Pacers,116,0.475,0.321,0.393,15,42,30,17,3,17,2018-01-26
Pacers,103,0.471,0.25,0.8,9,41,22,6,4,12,2018-01-28
Mavericks,109,0.455,0.378,0.405,7,37,20,9,3,10,2018-01-28
Pacers,102,0.422,0.344,0.469,11,32,21,13,5,24,2018-01-31
Hawks,107,0.437,0.31,0.759,15,34,21,13,11,21,2018-01-31
Pacers,103,0.446,0.375,1.438,13,35,19,12,4,14,2018-02-03
Bucks,96,0.383,0.36,1.0,14,29,15,9,13,15,2018-02-03
Pacers,98,0.442,0.32,0.88,11,32,11,10,0,16,2018-02-05
Wizards,95,0.422,0.37,0.556,10,32,21,9,2,14,2018-02-05
Bucks,89,0.447,0.304,0.609,8,31,15,8,7,16,2018-02-09
Pacers,92,0.429,0.588,0.941,8,29,18,13,5,14,2018-02-09
Jazz,104,0.512,0.355,0.355,7,35,30,9,5,12,2018-02-10
Pacers,84,0.386,0.13,0.565,14,31,12,9,3,12,2018-02-10
Hawks,87,0.415,0.303,0.273,6,29,21,11,4,18,2018-02-12
Pacers,112,0.495,0.5,0.286,9,40,21,11,3,16,2018-02-12
Pacers,102,0.453,0.5,0.5,10,28,24,6,4,15,2018-02-14
Wizards,109,0.541,0.5,0.95,6,32,29,9,2,14,2018-02-14
Pacers,92,0.366,0.318,0.773,15,33,15,13,5,14,2018-02-22
Pelicans,96,0.43,0.348,0.87,10,40,15,4,11,18,2018-02-22
Heat,107,0.477,0.4,0.314,7,32,32,10,3,17,2018-02-24
Pacers,113,0.489,0.348,0.739,10,41,26,12,7,17,2018-02-24
Pacers,104,0.488,0.474,0.684,6,29,23,11,4,13,2018-02-26
Nuggets,107,0.461,0.312,0.469,13,36,31,10,8,16,2018-02-26
Pacers,123,0.538,0.36,0.56,7,32,27,11,1,14,2018-02-27
Hornets,117,0.5,0.367,0.867,5,31,27,6,3,21,2018-02-27
Hornets,119,0.465,0.429,0.214,13,42,27,5,7,6,2018-03-02
Pacers,93,0.404,0.258,0.161,13,40,22,3,4,7,2018-03-02
Trail Blazers,110,0.42,0.393,1.107,13,29,18,10,6,16,2018-03-05
Bucks,113,0.525,0.389,1.222,7,28,22,9,8,14,2018-03-05
Hornets,94,0.423,0.269,0.808,10,38,17,3,5,14,2018-03-07
Bucks,103,0.471,0.346,0.538,5,37,24,8,4,13,2018-03-07
Bucks,117,0.543,0.5,0.615,5,38,30,9,3,14,2018-03-09
Hawks,106,0.468,0.448,0.724,3,28,27,9,2,16,2018-03-09
Thunder,110,0.5,0.444,0.667,9,37,24,6,3,15,2018-03-11
Bucks,91,0.416,0.29,0.581,4,27,24,8,4,14,2018-03-11
Bucks,121,0.495,0.528,0.333,9,31,29,3,3,14,2018-03-13
Hornets,126,0.536,0.56,0.88,7,34,21,5,3,11,2018-03-13
Bucks,94,0.461,0.278,0.389,11,36,27,10,7,13,2018-03-15
Spurs,87,0.425,0.31,0.345,9,34,23,8,6,18,2018-03-15
Grizzlies,103,0.487,0.423,0.692,8,29,21,5,1,14,2018-03-17
Bucks,110,0.488,0.545,0.818,10,26,23,6,5,10,2018-03-17
Bucks,79,0.378,0.24,0.68,8,30,13,8,5,12,2018-03-19
Mavericks,111,0.481,0.5,0.421,7,42,27,7,2,16,2018-03-19
Wizards,99,0.527,0.375,0.5,8,38,23,4,1,16,2018-03-21
Bucks,88,0.443,0.182,0.636,6,27,17,10,7,9,2018-03-21
Bucks,108,0.532,0.381,0.857,8,32,19,5,6,16,2018-03-23
Jazz,121,0.568,0.562,0.344,5,25,31,8,2,10,2018-03-23
Bucks,103,0.483,0.3,0.65,5,30,19,11,5,9,2018-03-24
Trail Blazers,91,0.422,0.261,0.652,10,40,17,5,3,19,2018-03-24
Mavericks,102,0.467,0.417,0.917,4,32,18,6,2,11,2018-03-27
Bucks,109,0.456,0.333,1.208,7,33,20,10,6,10,2018-03-27
Jazz,100,0.434,0.348,1.13,9,26,20,7,3,16,2018-03-29
Bucks,117,0.543,0.412,1.294,8,33,22,8,6,11,2018-03-29
Bucks,108,0.463,0.296,0.444,15,23,23,14,5,9,2018-03-30
Pelicans,115,0.562,0.52,0.48,9,32,35,5,8,21,2018-03-30
Bucks,111,0.463,0.296,1.0,8,32,17,12,7,14,2018-04-01
Rockets,115,0.461,0.314,0.971,4,34,16,7,4,15,2018-04-01
Hornets,104,0.443,0.462,0.538,9,34,21,4,7,9,2018-04-03
Bucks,109,0.471,0.276,0.655,6,37,27,7,5,7,2018-04-03
Bucks,106,0.483,0.308,0.538,7,28,25,4,2,9,2018-04-06
Hornets,111,0.486,0.429,1.429,9,34,22,2,7,16,2018-04-06
Timberwolves,96,0.479,0.321,0.679,6,27,20,9,3,16,2018-04-07
Bucks,102,0.547,0.333,1.0,7,29,23,10,0,16,2018-04-07
Bucks,97,0.471,0.31,0.276,12,31,26,9,7,9,2018-04-09
Thunder,95,0.458,0.28,0.48,10,35,16,5,5,12,2018-04-09
Bucks,110,0.487,0.318,1.136,10,35,20,11,6,15,2018-04-11
Wizards,103,0.474,0.381,1.0,4,30,25,6,6,14,2018-04-11
Magic,103,0.433,0.276,0.586,8,26,26,6,4,8,2017-10-17
Bucks,110,0.549,0.211,0.842,11,36,20,4,9,14,2017-10-17
Bucks,79,0.316,0.143,0.893,8,32,9,8,1,15,2017-10-20
Heat,97,0.461,0.379,0.552,3,46,23,8,8,13,2017-10-20
Bucks,104,0.469,0.5,1.25,15,29,21,14,6,17,2017-10-21
Wizards,95,0.421,0.286,1.19,11,28,19,10,8,23,2017-10-21
Heat,106,0.463,0.417,0.833,10,36,28,4,7,15,2017-10-24
Bucks,101,0.434,0.393,0.857,5,33,23,6,4,9,2017-10-24
Bucks,89,0.376,0.207,0.655,15,28,19,6,1,15,2017-10-25
Timberwolves,108,0.538,0.368,0.895,4,35,27,8,7,13,2017-10-25
Bucks,85,0.421,0.3,0.75,2,35,18,9,9,17,2017-10-28
Heat,91,0.364,0.385,0.654,13,38,16,7,7,16,2017-10-28
Bucks,111,0.524,0.36,0.64,8,33,28,7,4,12,2017-10-29
Magic,104,0.446,0.267,0.733,10,31,23,7,3,12,2017-10-29
Hawks,92,0.384,0.343,0.4,14,36,21,7,6,12,2017-11-01
Bucks,97,0.432,0.32,0.52,14,34,23,6,10,10,2017-11-01
Nuggets,134,0.553,0.6,0.4,8,26,37,9,6,18,2017-11-03
Bucks,123,0.533,0.346,0.615,11,29,27,9,5,16,2017-11-03
Pelicans,123,0.477,0.333,0.367,11,39,22,8,7,15,2017-11-05
Bucks,121,0.458,0.28,1.04,9,35,21,10,3,13,2017-11-05
Wizards,107,0.477,0.35,0.8,9,31,30,9,6,11,2017-11-07
Bucks,104,0.455,0.385,0.923,8,32,20,10,9,16,2017-11-07
Rockets,110,0.476,0.35,0.45,12,35,22,9,5,16,2017-11-09
