team,fg,fg%,3pt,3pt%,ft,ft%,oreb,dreb,reb,ast,stl,blk,to,pf,pts,home,date,game_id
Kings,49-95,51.6,7-19,36.8,12-18,66.7,5,32,37,17,8,3,9,27,117,1,2018-10-17,401070700
Kings,50-96,52.1,10-25,40.0,19-26,73.1,9,30,39,24,6,2,13,26,129,0,2018-10-19,401070707
Pelicans,56-95,58.9,16-31,51.6,21-33,63.6,12,40,52,35,6,4,16,25,149,1,2018-10-19,401070707
Kings,50-91,54.9,10-22,45.5,21-28,75.0,12,34,46,28,11,7,17,26,131,0,2018-10-21,401070719
Thunder,46-104,44.2,9-39,23.1,19-30,63.3,18,33,51,23,11,9,18,29,120,1,2018-10-21,401070719
Kings,45-86,52.3,13-31,41.9,9-20,45.0,9,30,39,29,7,6,16,17,112,0,2018-10-23,401070732
Nuggets,51-99,51.5,11-30,36.7,13-15,86.7,15,34,49,31,11,3,12,22,126,1,2018-10-23,401070732
Grizzlies,36-94,38.3,10-37,27.0,10-13,76.9,13,36,49,18,7,6,15,25,92,0,2018-10-24,401070742
Kings,35-83,42.2,6-18,33.3,21-33,63.6,15,42,57,19,7,5,14,15,97,1,2018-10-24,401070742
Wizards,40-86,46.5,14-42,33.3,18-23,78.3,5,37,42,22,8,7,21,27,112,0,2018-10-26,401070754
Kings,44-95,46.3,14-37,37.8,14-23,60.9,14,39,53,25,8,4,18,18,116,1,2018-10-26,401070754
Kings,48-97,49.5,12-26,46.2,15-25,60.0,9,37,46,28,8,8,12,23,123,0,2018-10-29,401070770
Heat,38-92,41.3,13-39,33.3,24-34,70.6,13,39,52,20,10,9,18,21,113,1,2018-10-29,401070770
Kings,41-84,48.8,8-22,36.4,17-26,65.4,8,43,51,22,8,6,15,20,107,0,2018-10-30,401070779
Magic,36-91,39.6,11-43,25.6,16-22,72.7,11,37,48,28,10,8,16,22,99,1,2018-10-30,401070779
Kings,53-98,54.1,14-35,40.0,26-32,81.3,10,36,46,38,14,3,14,29,146,0,2018-11-01,401070795
Hawks,42-87,48.3,8-31,25.8,23-34,67.6,10,33,43,26,6,6,22,28,115,1,2018-11-01,401070795
Kings,42-95,44.2,14-36,38.9,11-22,50.0,8,36,44,24,6,4,15,26,109,0,2018-11-04,401070814
Bucks,46-95,48.4,22-56,39.3,30-33,90.9,10,46,56,30,6,7,12,20,144,1,2018-11-04,401070814
Raptors,41-89,46.1,11-36,30.6,21-23,91.3,13,40,53,17,10,4,20,20,114,0,2018-11-07,401070842
Kings,42-88,47.7,8-23,34.8,13-18,72.2,6,25,31,27,10,5,15,26,105,1,2018-11-07,401070842
Timberwolves,39-94,41.5,7-25,28.0,25-31,80.6,15,37,52,20,6,1,17,23,110,0,2018-11-09,401070854
Kings,43-95,45.3,12-32,37.5,23-29,79.3,12,37,49,25,7,6,12,29,121,1,2018-11-09,401070854
Lakers,41-99,41.4,12-38,31.6,7-17,41.2,17,42,59,23,11,3,14,20,101,0,2018-11-10,401070864
Kings,32-92,34.8,6-25,24.0,16-20,80.0,13,37,50,11,7,5,19,20,86,1,2018-11-10,401070864
Spurs,38-87,43.7,10-31,32.3,13-16,81.3,9,34,43,25,5,4,15,12,99,0,2018-11-12,401070878
Kings,43-86,50.0,11-24,45.8,7-12,58.3,7,38,45,27,12,3,12,20,104,1,2018-11-12,401070878
Kings,37-80,46.3,12-33,36.4,18-24,75.0,9,33,42,23,9,2,21,24,104,0,2018-11-16,401070901
Grizzlies,43-85,50.6,11-25,44.0,15-24,62.5,9,31,40,24,11,5,13,23,112,1,2018-11-16,401070901
Kings,46-102,45.1,11-35,31.4,9-12,75.0,13,26,39,23,10,3,14,21,112,0,2018-11-17,401070912
Rockets,46-81,56.8,20-47,42.6,20-24,83.3,6,35,41,27,9,10,22,20,132,1,2018-11-17,401070912
Thunder,45-108,41.7,12-41,29.3,11-16,68.8,13,40,53,22,8,3,13,22,113,0,2018-11-19,401070928
Kings,45-102,44.1,16-38,42.1,11-17,64.7,14,45,59,29,7,4,15,18,117,1,2018-11-19,401070928
Kings,47-89,52.8,11-25,44.0,14-19,73.7,8,40,48,27,5,4,11,30,119,0,2018-11-21,401070944
Jazz,38-88,43.2,12-39,30.8,22-31,71.0,12,34,46,21,7,7,10,21,110,1,2018-11-21,401070944
Kings,42-97,43.3,11-28,39.3,21-29,72.4,13,34,47,28,6,4,8,22,116,0,2018-11-24,401070966
Warriors,41-88,46.6,10-34,29.4,25-29,86.2,12,42,54,28,5,6,14,24,117,1,2018-11-24,401070966
Jazz,49-92,53.3,10-30,33.3,25-33,75.8,13,36,49,30,11,5,18,26,133,0,2018-11-25,401070973
Kings,40-85,47.1,9-23,39.1,23-31,74.2,7,29,36,20,10,7,17,25,112,1,2018-11-25,401070973
Clippers,50-90,55.6,12-28,42.9,21-28,75.0,8,30,38,25,7,5,9,21,133,0,2018-11-29,401070999
Kings,46-96,47.9,7-24,29.2,22-26,84.6,16,32,48,26,4,2,11,25,121,1,2018-11-29,401070999
Pacers,43-82,52.4,10-24,41.7,14-18,77.8,6,36,42,32,11,5,25,26,110,0,2018-12-01,401071017
Kings,41-91,45.1,13-29,44.8,16-24,66.7,14,32,46,25,10,3,20,16,111,1,2018-12-01,401071017
Kings,45-84,53.6,11-24,45.8,21-32,65.6,9,33,42,27,13,3,13,22,122,0,2018-12-04,401071034
Suns,38-87,43.7,12-43,27.9,17-21,81.0,13,30,43,27,9,4,21,27,105,1,2018-12-04,401071034
Kings,56-98,57.1,13-29,44.8,4-7,57.1,10,25,35,31,6,5,9,18,129,0,2018-12-07,401071053
Cavaliers,43-81,53.1,10-26,38.5,14-19,73.7,7,28,35,20,4,0,16,17,110,1,2018-12-07,401071053
Kings,38-90,42.2,9-32,28.1,12-15,80.0,12,31,43,24,9,8,13,21,97,0,2018-12-08,401071060
Pacers,40-92,43.5,8-30,26.7,19-22,86.4,15,37,52,26,7,8,15,17,107,1,2018-12-08,401071060
Kings,40-88,45.5,16-37,43.2,12-15,80.0,10,32,42,28,16,4,16,15,108,0,2018-12-10,401071075
Bulls,34-76,44.7,8-28,28.6,13-13,100.0,7,33,40,16,10,3,27,17,89,1,2018-12-10,401071075
Timberwolves,50-93,53.8,9-22,40.9,21-27,77.8,12,27,39,30,4,4,11,24,130,0,2018-12-12,401071095
Kings,50-86,58.1,19-38,50.0,22-32,68.8,9,29,38,34,3,6,10,21,141,1,2018-12-12,401071095
Warriors,44-96,45.8,15-40,37.5,27-36,75.0,15,45,60,32,5,0,18,23,130,0,2018-12-14,401071109
Kings,45-96,46.9,15-44,34.1,20-25,80.0,7,35,42,33,6,3,13,28,125,1,2018-12-14,401071109
Kings,46-98,46.9,9-31,29.0,19-21,90.5,11,36,47,20,6,7,9,26,120,0,2018-12-16,401071121
Mavericks,40-96,41.7,9-35,25.7,24-31,77.4,16,37,53,22,6,5,14,18,113,1,2018-12-16,401071121
Kings,38-90,42.2,14-38,36.8,15-23,65.2,6,32,38,20,5,4,15,27,105,0,2018-12-17,401071127
Timberwolves,48-96,50.0,10-27,37.0,26-30,86.7,11,47,58,37,10,7,11,24,132,1,2018-12-17,401071127
Thunder,51-102,50.0,13-32,40.6,17-27,63.0,18,48,66,27,8,6,17,24,132,0,2018-12-19,401071147
Kings,39-93,41.9,13-34,38.2,22-33,66.7,10,33,43,28,7,5,13,18,113,1,2018-12-19,401071147
Grizzlies,37-80,46.3,16-32,50.0,9-10,90.0,8,36,44,24,7,8,18,25,99,0,2018-12-21,401071158
Kings,33-88,37.5,15-41,36.6,21-29,72.4,12,30,42,25,10,5,10,15,102,1,2018-12-21,401071158
Pelicans,44-94,46.8,6-26,23.1,23-28,82.1,12,46,58,26,6,9,12,29,117,0,2018-12-23,401071173
Kings,42-100,42.0,14-31,45.2,24-33,72.7,12,38,50,26,9,4,9,21,122,1,2018-12-23,401071173
Kings,49-104,47.1,10-30,33.3,10-15,66.7,12,31,43,26,8,10,13,21,118,0,2018-12-26,401071187
Clippers,48-96,50.0,12-28,42.9,19-23,82.6,14,36,50,23,7,6,12,20,127,1,2018-12-26,401071187
Lakers,45-88,51.1,10-25,40.0,16-23,69.6,9,37,46,25,7,5,17,19,116,0,2018-12-27,401071190
Kings,45-101,44.6,10-29,34.5,17-21,81.0,16,32,48,25,10,5,14,20,117,1,2018-12-27,401071190
Kings,46-95,48.4,13-34,38.2,9-12,75.0,9,36,45,24,8,5,13,23,114,0,2018-12-30,401071217
Lakers,47-98,48.0,15-44,34.1,12-20,60.0,12,38,50,30,7,5,14,17,121,1,2018-12-30,401071217
Trail Blazers,39-90,43.3,9-32,28.1,26-30,86.7,10,46,56,22,11,10,18,19,113,0,2019-01-01,401071228
Kings,44-115,38.3,11-33,33.3,9-12,75.0,14,39,53,24,13,4,13,23,108,1,2019-01-01,401071228
Nuggets,41-89,46.1,14-39,35.9,21-30,70.0,16,38,54,24,3,3,14,20,117,0,2019-01-03,401071240
Kings,45-90,50.0,13-31,41.9,10-15,66.7,7,26,33,25,5,3,8,23,113,1,2019-01-03,401071240
Warriors,47-93,50.5,21-47,44.7,12-14,85.7,12,35,47,29,5,8,13,16,127,0,2019-01-05,401071259
Kings,46-97,47.4,20-36,55.6,11-14,78.6,14,29,43,34,12,0,8,18,123,1,2019-01-05,401071259
Magic,32-87,36.8,13-37,35.1,18-24,75.0,5,41,46,15,8,1,16,15,95,0,2019-01-07,401071274
Kings,45-98,45.9,10-34,29.4,11-20,55.0,9,48,57,24,11,4,9,18,111,1,2019-01-07,401071274
Kings,38-80,47.5,15-29,51.7,20-29,69.0,12,31,43,26,11,5,25,19,111,0,2019-01-08,401071280
Suns,45-88,51.1,10-25,40.0,15-19,78.9,9,28,37,31,18,7,19,25,115,1,2019-01-08,401071280
Pistons,35-82,42.7,11-38,28.9,21-24,87.5,9,28,37,22,13,3,19,21,102,0,2019-01-10,401071296
Kings,44-86,51.2,9-22,40.9,15-20,75.0,11,36,47,29,7,8,19,22,112,1,2019-01-10,401071296
Hornets,36-88,40.9,12-36,33.3,13-22,59.1,13,43,56,21,6,11,18,17,97,0,2019-01-12,401071313
Kings,41-99,41.4,14-37,37.8,8-12,66.7,12,37,49,27,8,5,11,21,104,1,2019-01-12,401071313
Trail Blazers,37-92,40.2,10-31,32.3,23-29,79.3,17,32,49,22,6,3,14,23,107,0,2019-01-14,401071325
Kings,43-87,49.4,10-26,38.5,19-24,79.2,11,37,48,24,6,6,13,23,115,1,2019-01-14,401071325
Kings,39-88,44.3,11-33,33.3,6-13,46.2,11,31,42,28,7,3,17,22,95,0,2019-01-17,401071342
Hornets,39-87,44.8,11-38,28.9,25-29,86.2,12,34,46,21,11,4,13,16,114,1,2019-01-17,401071342
Kings,40-89,44.9,10-25,40.0,13-18,72.2,11,28,39,30,5,5,11,20,103,0,2019-01-19,401071356
Pistons,36-82,43.9,10-29,34.5,19-25,76.0,13,33,46,21,6,2,14,23,101,1,2019-01-19,401071356
Kings,39-93,41.9,10-25,40.0,6-11,54.5,10,27,37,26,8,4,14,20,94,0,2019-01-21,401071372
Nets,45-90,50.0,13-35,37.1,20-24,83.3,12,44,56,25,9,4,16,15,123,1,2019-01-21,401071372
Kings,41-91,45.1,7-21,33.3,16-22,72.7,10,33,43,29,8,7,14,27,105,0,2019-01-22,401071375
Raptors,40-91,44.0,16-40,40.0,24-35,68.6,12,34,46,25,7,5,16,21,120,1,2019-01-22,401071375
Kings,37-91,40.7,12-33,36.4,13-17,76.5,12,37,49,23,11,5,17,25,99,0,2019-01-25,401071398
Grizzlies,34-80,42.5,6-20,30.0,22-27,81.5,9,35,44,22,13,5,16,22,96,1,2019-01-25,401071398
Kings,37-93,39.8,8-36,22.2,26-30,86.7,15,29,44,18,12,6,12,26,108,0,2019-01-27,401071409
Clippers,42-88,47.7,11-29,37.9,27-29,93.1,14,38,52,35,6,1,18,28,122,1,2019-01-27,401071409
Hawks,38-86,44.2,16-46,34.8,21-25,84.0,9,27,36,24,7,3,20,19,113,0,2019-01-30,401071435
Kings,54-99,54.5,11-35,31.4,16-21,76.2,15,38,53,36,7,2,14,24,135,1,2019-01-30,401071435
76ers,41-93,44.1,7-33,21.2,19-25,76.0,14,32,46,19,9,5,13,22,108,0,2019-02-02,401071459
Kings,42-92,45.7,11-30,36.7,20-24,83.3,12,38,50,22,9,2,16,19,115,1,2019-02-02,401071459
Spurs,42-98,42.9,9-32,28.1,19-21,90.5,15,31,46,18,6,3,8,20,112,0,2019-02-04,401071468
Kings,50-90,55.6,13-32,40.6,14-23,60.9,8,40,48,26,5,5,8,18,127,1,2019-02-04,401071468
Rockets,45-100,45.0,20-51,39.2,17-18,94.4,13,29,42,17,13,7,11,19,127,0,2019-02-06,401071482
Kings,39-91,42.9,11-33,33.3,12-20,60.0,20,34,54,21,5,6,22,22,101,1,2019-02-06,401071482
Heat,38-88,43.2,11-33,33.3,9-19,47.4,11,38,49,26,6,8,18,21,96,0,2019-02-08,401071497
Kings,37-90,41.1,9-26,34.6,19-25,76.0,10,36,46,18,11,5,13,17,102,1,2019-02-08,401071497
Suns,38-91,41.8,6-27,22.2,22-30,73.3,15,39,54,22,5,4,17,31,104,0,2019-02-10,401071509
Kings,38-84,45.2,9-31,29.0,32-44,72.7,11,38,49,26,12,11,12,21,117,1,2019-02-10,401071509
Kings,42-93,45.2,11-32,34.4,23-28,82.1,10,34,44,30,12,1,12,23,118,0,2019-02-13,401071533
Nuggets,45-99,45.5,8-31,25.8,22-25,88.0,14,39,53,26,7,1,13,19,120,1,2019-02-13,401071533
Kings,43-99,43.4,10-33,30.3,27-34,79.4,14,38,52,23,10,3,13,24,123,0,2019-02-21,401071544
Warriors,43-94,45.7,19-46,41.3,20-24,83.3,8,41,49,32,5,11,15,26,125,1,2019-02-21,401071544
Kings,44-97,45.4,7-19,36.8,24-34,70.6,7,40,47,24,7,7,9,21,119,0,2019-02-23,401071563
Thunder,40-105,38.1,14-46,30.4,22-28,78.6,16,43,59,17,2,6,14,26,116,1,2019-02-23,401071563
Kings,37-95,38.9,9-26,34.6,22-29,75.9,14,30,44,20,13,2,19,27,105,0,2019-02-25,401071578
Timberwolves,42-83,50.6,8-31,25.8,20-28,71.4,7,42,49,23,10,6,22,28,112,1,2019-02-25,401071578
Bucks,54-112,48.2,17-45,37.8,16-21,76.2,11,46,57,36,3,14,11,18,141,0,2019-02-27,401071593
Kings,53-118,44.9,12-33,36.4,22-30,73.3,15,43,58,30,6,6,8,19,140,1,2019-02-27,401071593
Clippers,40-92,43.5,12-31,38.7,24-33,72.7,16,42,58,19,4,6,11,23,116,0,2019-03-01,401071606
Kings,41-93,44.1,6-21,28.6,21-25,84.0,8,38,46,27,6,8,8,25,109,1,2019-03-01,401071606
Knicks,39-85,45.9,12-29,41.4,18-28,64.3,10,38,48,17,8,5,17,25,108,0,2019-03-04,401071630
Kings,39-83,47.0,11-29,37.9,26-33,78.8,6,37,43,28,11,3,13,24,115,1,2019-03-04,401071630
Celtics,40-79,50.6,13-33,39.4,18-21,85.7,3,32,35,26,11,1,17,22,111,0,2019-03-06,401071646
Kings,40-80,50.0,13-29,44.8,16-22,72.7,6,34,40,23,8,4,15,21,109,1,2019-03-06,401071646
Kings,36-95,37.9,12-36,33.3,18-22,81.8,11,42,53,16,5,3,7,14,102,0,2019-03-09,401071659
Knicks,35-94,37.2,10-35,28.6,14-21,66.7,13,45,58,16,3,5,9,20,94,1,2019-03-09,401071659
Kings,41-91,45.1,9-27,33.3,24-32,75.0,9,38,47,28,8,3,16,25,115,0,2019-03-11,401071675
Wizards,40-86,46.5,14-37,37.8,27-33,81.8,7,40,47,29,12,1,17,25,121,1,2019-03-11,401071675
Kings,48-95,50.5,11-34,32.4,13-23,56.5,8,39,47,31,9,2,10,24,120,0,2019-03-14,401071695
Celtics,49-97,50.5,9-28,32.1,19-26,73.1,10,42,52,32,7,2,13,20,126,1,2019-03-14,401071695
Kings,43-94,45.7,9-27,33.3,19-24,79.2,10,30,40,23,4,2,8,22,114,0,2019-03-15,401071700
76ers,46-91,50.5,7-24,29.2,24-27,88.9,10,39,49,28,7,6,10,18,123,1,2019-03-15,401071700
Bulls,39-88,44.3,10-26,38.5,14-21,66.7,10,29,39,20,6,6,19,16,102,0,2019-03-17,401071720
Kings,54-103,52.4,8-23,34.8,13-16,81.3,15,33,48,28,12,7,10,21,129,1,2019-03-17,401071720
Nets,47-94,50.0,12-35,34.3,17-23,73.9,11,30,41,28,16,4,18,19,123,0,2019-03-19,401071736
Kings,49-95,51.6,9-25,36.0,14-20,70.0,14,32,46,25,13,1,20,19,121,1,2019-03-19,401071736
Mavericks,36-92,39.1,12-40,30.0,16-23,69.6,9,34,43,23,5,6,7,22,100,0,2019-03-21,401071751
Kings,41-87,47.1,13-35,37.1,21-28,75.0,12,46,58,24,7,9,12,18,116,1,2019-03-21,401071751
Suns,36-88,40.9,9-34,26.5,22-26,84.6,10,33,43,25,10,4,14,21,103,0,2019-03-23,401071767
Kings,39-92,42.4,17-38,44.7,17-22,77.3,13,38,51,25,7,3,14,19,112,1,2019-03-23,401071767
Kings,39-104,37.5,14-33,42.4,14-23,60.9,16,34,50,27,13,4,7,22,106,0,2019-03-24,401071775
Lakers,39-85,45.9,13-40,32.5,20-24,83.3,9,47,56,29,4,8,20,22,111,1,2019-03-24,401071775
Kings,44-87,50.6,10-23,43.5,27-32,84.4,12,25,37,27,4,1,7,23,125,0,2019-03-26,401071787
Mavericks,39-77,50.6,15-45,33.3,28-32,87.5,7,31,38,27,1,6,11,26,121,1,2019-03-26,401071787
Kings,47-95,49.5,10-23,43.5,14-16,87.5,8,36,44,28,6,10,12,19,118,0,2019-03-28,401071801
Pelicans,49-97,50.5,9-28,32.1,14-14,100.0,8,37,45,27,6,6,12,16,121,1,2019-03-28,401071801
Kings,42-94,44.7,15-29,51.7,9-15,60.0,16,33,49,28,3,4,12,17,108,0,2019-03-30,401071811
Rockets,39-83,47.0,17-52,32.7,24-27,88.9,6,32,38,19,6,2,9,17,119,1,2019-03-30,401071811
Kings,39-81,48.1,11-25,44.0,24-28,85.7,7,35,42,20,9,1,12,15,113,0,2019-03-31,401071821
Spurs,44-94,46.8,8-27,29.6,10-14,71.4,15,27,42,24,7,3,11,22,106,1,2019-03-31,401071821
Rockets,46-94,48.9,26-61,42.6,12-17,70.6,8,35,43,30,8,3,7,20,130,0,2019-04-02,401071836
Kings,42-95,44.2,7-23,30.4,14-20,70.0,16,35,51,19,3,4,11,15,105,1,2019-04-02,401071836
Cavaliers,44-81,54.3,11-25,44.0,5-9,55.6,10,40,50,20,3,1,20,13,104,0,2019-04-04,401071851
Kings,48-97,49.5,14-38,36.8,7-10,70.0,8,28,36,28,12,3,6,14,117,1,2019-04-04,401071851
Kings,38-92,41.3,5-21,23.8,17-25,68.0,12,35,47,17,7,1,18,23,98,0,2019-04-05,401071861
Jazz,44-85,51.8,15-33,45.5,16-25,64.0,7,39,46,30,9,6,16,26,119,1,2019-04-05,401071861
Pelicans,52-101,51.5,19-42,45.2,10-12,83.3,14,41,55,28,4,11,15,16,133,0,2019-04-07,401071880
Kings,50-109,45.9,16-40,40.0,13-17,76.5,16,31,47,27,10,4,6,13,129,1,2019-04-07,401071880
Kings,50-96,52.1,18-43,41.9,13-16,81.3,12,23,35,25,5,1,10,17,131,0,2019-04-10,401071903
Trail Blazers,53-91,58.2,14-24,58.3,16-22,72.7,14,30,44,19,5,2,12,17,136,1,2019-04-10,401071903
Timberwolves,39-91,42.9,6-19,31.6,24-27,88.9,14,32,46,20,9,2,11,27,108,0,2018-10-17,401070699
Spurs,40-93,43.0,11-25,44.0,21-29,72.4,19,33,52,22,3,4,12,22,112,1,2018-10-17,401070699
Spurs,42-100,42.0,13-30,43.3,11-14,78.6,15,25,40,29,5,4,6,17,108,0,2018-10-20,401070717
Trail Blazers,45-84,53.6,15-32,46.9,16-19,84.2,8,38,46,24,5,3,12,14,121,1,2018-10-20,401070717
Spurs,50-97,51.5,15-28,53.6,28-38,73.7,10,37,47,32,9,3,9,26,143,0,2018-10-22,401070729
Lakers,55-107,51.4,14-39,35.9,18-26,69.2,13,39,52,33,5,6,15,29,142,1,2018-10-22,401070729
Pacers,46-87,52.9,17-32,53.1,7-8,87.5,5,35,40,34,9,5,10,22,116,0,2018-10-24,401070739
Spurs,35-87,40.2,6-19,31.6,20-21,95.2,15,31,46,16,3,3,13,16,96,1,2018-10-24,401070739
Lakers,41-86,47.7,13-33,39.4,11-18,61.1,7,35,42,19,5,5,17,25,106,0,2018-10-27,401070763
Spurs,44-91,48.4,3-16,18.8,19-24,79.2,12,37,49,20,7,5,13,17,110,1,2018-10-27,401070763
Mavericks,43-91,47.3,10-34,29.4,12-17,70.6,8,41,49,15,9,3,22,21,108,0,2018-10-29,401070775
Spurs,42-91,46.2,9-20,45.0,20-21,95.2,5,36,41,27,17,2,17,19,113,1,2018-10-29,401070775
Spurs,46-83,55.4,4-18,22.2,24-26,92.3,6,41,47,24,7,6,14,15,120,0,2018-10-31,401070791
Suns,35-90,38.9,6-24,25.0,14-18,77.8,7,28,35,21,10,3,15,26,90,1,2018-10-31,401070791
Pelicans,36-77,46.8,6-21,28.6,17-30,56.7,6,42,48,22,3,8,16,21,95,0,2018-11-03,401070811
Spurs,45-96,46.9,8-23,34.8,11-14,78.6,8,35,43,29,8,4,9,21,109,1,2018-11-03,401070811
Magic,46-91,50.5,12-32,37.5,13-18,72.2,11,32,43,29,7,4,8,22,117,0,2018-11-04,401070817
Spurs,38-88,43.2,12-35,34.3,22-25,88.0,10,33,43,25,3,5,11,21,110,1,2018-11-04,401070817
Spurs,31-94,33.0,13-32,40.6,13-14,92.9,12,37,49,19,8,5,12,19,88,0,2018-11-07,401070837
Heat,36-93,38.7,10-32,31.3,13-18,72.2,14,46,60,21,8,11,13,17,95,1,2018-11-07,401070837
Rockets,30-90,33.3,9-41,22.0,20-29,69.0,15,34,49,11,10,5,8,24,89,0,2018-11-10,401070861
Spurs,33-74,44.6,10-20,50.0,20-27,74.1,8,38,46,17,3,5,15,20,96,1,2018-11-10,401070861
Spurs,38-87,43.7,10-31,32.3,13-16,81.3,9,34,43,25,5,4,15,12,99,0,2018-11-12,401070878
Kings,43-86,50.0,11-24,45.8,7-12,58.3,7,38,45,27,12,3,12,20,104,1,2018-11-12,401070878
Spurs,35-83,42.2,7-23,30.4,19-24,79.2,13,30,43,16,7,4,18,12,96,0,2018-11-14,401070892
Suns,47-84,56.0,15-31,48.4,7-8,87.5,5,33,38,27,9,4,16,23,116,1,2018-11-14,401070892
Spurs,41-102,40.2,9-29,31.0,20-25,80.0,15,30,45,19,7,6,5,24,111,0,2018-11-15,401070896
Clippers,40-85,47.1,8-23,34.8,28-35,80.0,9,41,50,23,2,3,12,25,116,1,2018-11-15,401070896
Warriors,35-86,40.7,5-26,19.2,17-21,81.0,10,36,46,20,6,4,11,17,92,0,2018-11-18,401070919
Spurs,41-92,44.6,10-24,41.7,12-17,70.6,11,37,48,24,3,5,10,18,104,1,2018-11-18,401070919
Spurs,45-94,47.9,12-24,50.0,24-30,80.0,18,26,44,22,7,0,15,20,126,0,2018-11-19,401070927
Pelicans,59-102,57.8,10-26,38.5,12-14,85.7,14,28,42,34,10,5,10,23,140,1,2018-11-19,401070927
Grizzlies,39-81,48.1,8-25,32.0,18-21,85.7,4,36,40,21,4,7,9,25,104,0,2018-11-21,401070943
Spurs,35-82,42.7,7-22,31.8,26-30,86.7,10,33,43,21,4,5,8,20,103,1,2018-11-21,401070943
Spurs,42-83,50.6,10-21,47.6,17-24,70.8,9,37,46,28,3,4,15,19,111,0,2018-11-23,401070953
Pacers,46-99,46.5,3-24,12.5,5-9,55.6,11,34,45,31,9,2,12,22,100,1,2018-11-23,401070953
Spurs,49-92,53.3,10-21,47.6,21-28,75.0,9,30,39,27,8,3,10,21,129,0,2018-11-24,401070965
Bucks,49-86,57.0,15-40,37.5,22-29,75.9,6,35,41,30,7,3,13,22,135,1,2018-11-24,401070965
Spurs,45-93,48.4,10-30,33.3,8-9,88.9,7,39,46,29,7,2,10,16,108,0,2018-11-26,401070978
Bulls,42-90,46.7,14-33,42.4,9-11,81.8,5,38,43,23,6,5,11,12,107,1,2018-11-26,401070978
Spurs,34-87,39.1,8-27,29.6,13-13,100.0,12,34,46,23,1,8,18,17,89,0,2018-11-28,401070992
Timberwolves,50-99,50.5,18-41,43.9,10-15,66.7,13,35,48,33,12,6,8,18,128,1,2018-11-28,401070992
Rockets,49-98,50.0,22-54,40.7,16-20,80.0,13,36,49,32,9,6,5,22,136,0,2018-11-30,401071007
Spurs,39-86,45.3,10-28,35.7,17-20,85.0,9,32,41,24,4,4,13,18,105,1,2018-11-30,401071007
Trail Blazers,45-86,52.3,12-29,41.4,16-16,100.0,9,26,35,25,6,5,17,21,118,0,2018-12-02,401071023
Spurs,50-83,60.2,11-15,73.3,20-22,90.9,5,29,34,29,5,4,12,15,131,1,2018-12-02,401071023
Spurs,44-90,48.9,7-22,31.8,10-11,90.9,7,25,32,25,7,5,16,19,105,0,2018-12-04,401071035
Jazz,51-84,60.7,20-33,60.6,17-20,85.0,5,37,42,38,12,5,17,20,139,1,2018-12-04,401071035
Spurs,43-96,44.8,7-27,25.9,20-20,100.0,11,38,49,18,8,2,10,24,113,0,2018-12-05,401071045
Lakers,42-88,47.7,14-39,35.9,23-33,69.7,6,36,42,21,6,3,12,18,121,1,2018-12-05,401071045
Lakers,46-100,46.0,11-36,30.6,17-21,81.0,10,33,43,24,8,1,8,24,120,0,2018-12-07,401071056
Spurs,46-91,50.5,13-31,41.9,28-33,84.8,9,39,48,27,4,7,10,18,133,1,2018-12-07,401071056
Jazz,37-85,43.5,9-29,31.0,14-19,73.7,9,29,38,23,8,4,14,15,97,0,2018-12-09,401071070
Spurs,47-89,52.8,5-14,35.7,11-12,91.7,10,36,46,26,7,7,11,15,110,1,2018-12-09,401071070
Suns,33-82,40.2,8-28,28.6,12-14,85.7,8,32,40,19,7,5,17,22,86,0,2018-12-11,401071084
Spurs,41-83,49.4,13-21,61.9,16-19,84.2,8,38,46,28,7,2,15,15,111,1,2018-12-11,401071084
Clippers,30-84,35.7,10-31,32.3,17-24,70.8,13,29,42,21,4,1,17,18,87,0,2018-12-13,401071098
Spurs,48-83,57.8,10-22,45.5,19-24,79.2,8,39,47,25,10,7,11,20,125,1,2018-12-13,401071098
Bulls,37-86,43.0,6-29,20.7,18-21,85.7,8,32,40,16,12,8,7,20,98,0,2018-12-15,401071114
Spurs,32-73,43.8,7-21,33.3,22-26,84.6,7,34,41,18,3,5,15,18,93,1,2018-12-15,401071114
76ers,40-98,40.8,11-37,29.7,5-7,71.4,12,29,41,29,3,5,10,15,96,0,2018-12-17,401071129
Spurs,49-87,56.3,9-23,39.1,16-17,94.1,4,41,45,28,5,9,6,14,123,1,2018-12-17,401071129
Spurs,50-77,64.9,12-19,63.2,17-21,81.0,4,41,45,29,5,4,11,15,129,0,2018-12-19,401071137
Magic,34-89,38.2,12-31,38.7,10-17,58.8,11,22,33,19,5,3,11,18,90,1,2018-12-19,401071137
Timberwolves,33-83,39.8,6-21,28.6,26-31,83.9,9,30,39,19,11,5,12,19,98,0,2018-12-21,401071156
Spurs,46-87,52.9,19-33,57.6,13-18,72.2,11,39,50,36,7,3,16,22,124,1,2018-12-21,401071156
Spurs,42-88,47.7,10-24,41.7,7-11,63.6,5,38,43,24,3,9,9,17,101,0,2018-12-22,401071164
Rockets,37-95,38.9,19-54,35.2,15-21,71.4,19,39,58,22,4,3,9,18,108,1,2018-12-22,401071164
Nuggets,35-90,38.9,18-40,45.0,15-23,65.2,11,36,47,29,10,3,12,17,103,0,2018-12-26,401071186
Spurs,42-90,46.7,10-32,31.3,17-22,77.3,7,43,50,29,6,4,10,17,111,1,2018-12-26,401071186
