fg,3pt,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,id,team,home,date
46-94,3-19,11-16,11,24,35,25,7,3,12,22,106,400975275,Lakers,1,2018-02-28
36-93,11-33,15-19,15,32,47,23,10,3,17,21,98,400975288,Hornets,0,2018-03-02
36-76,10-28,24-27,6,36,42,24,9,5,16,21,106,400975288,Clippers,1,2018-03-02
38-79,8-26,21-33,10,28,38,18,10,2,14,29,105,400975299,Grizzlies,0,2018-03-06
39-71,9-23,26-31,4,30,34,23,5,3,19,24,113,400975299,Clippers,1,2018-03-06
51-95,15-34,10-14,11,35,46,23,4,6,13,23,127,400975313,Thunder,0,2018-03-08
45-100,9-30,18-23,15,30,45,29,5,2,10,15,117,400975313,Clippers,1,2018-03-08
38-96,10-37,21-29,19,37,56,20,9,8,14,26,107,400975344,Hawks,0,2018-03-09
38-85,9-18,23-34,14,33,47,16,10,9,16,25,108,400975344,Clippers,1,2018-03-09
43-84,13-31,22-30,8,31,39,28,9,5,17,19,121,400975362,Clippers,0,2018-03-11
42-85,8-26,23-28,10,34,44,23,9,3,15,25,115,400975362,Kings,1,2018-03-11
43-85,6-17,13-22,10,27,37,26,12,4,16,24,105,400975374,Kings,0,2018-03-14
46-82,12-31,22-26,5,34,39,29,11,5,15,22,126,400975374,Clippers,1,2018-03-14
38-94,13-44,13-16,13,24,37,21,9,4,12,21,102,400975394,Rockets,0,2018-03-16
44-79,10-25,15-20,4,37,41,30,6,10,18,17,113,400975394,Clippers,1,2018-03-16
42-97,5-25,15-18,20,34,54,23,13,7,19,25,104,400975408,Nuggets,0,2018-03-17
40-87,10-30,19-31,17,31,48,22,10,5,20,16,109,400975408,Clippers,1,2018-03-17
36-82,11-36,30-38,7,27,34,18,17,2,14,24,113,400975427,Clippers,0,2018-03-19
45-82,11-28,24-32,11,45,56,21,9,3,20,29,125,400975427,Jazz,1,2018-03-19
43-91,7-22,33-39,18,29,47,20,5,4,13,22,126,400975441,Timberwolves,0,2018-03-23
47-84,9-27,15-22,8,32,40,31,4,1,17,27,118,400975441,Clippers,1,2018-03-23
39-80,10-27,21-29,3,33,36,23,15,6,10,20,109,400975464,Clippers,0,2018-03-25
39-81,8-27,14-18,8,35,43,31,1,9,19,24,100,400975464,Grizzlies,1,2018-03-25
45-96,9-28,13-18,11,39,50,29,7,4,12,19,112,400975479,Clippers,0,2018-03-27
38-85,9-35,18-25,7,40,47,23,9,6,15,20,103,400975479,Pelicans,1,2018-03-27
36-98,13-30,19-22,18,41,59,21,12,6,12,21,104,400975498,Trail Blazers,0,2018-03-29
35-85,6-22,20-26,9,41,50,22,5,7,13,17,96,400975498,Clippers,1,2018-03-29
35-97,12-37,21-21,13,35,48,22,6,4,11,20,103,400975521,Bulls,0,2018-03-31
40-88,9-25,24-28,10,44,54,23,4,5,13,18,113,400975521,Clippers,1,2018-03-31
33-80,17-42,18-20,7,31,38,22,5,5,20,23,101,400975542,Mavericks,0,2018-04-01
42-87,10-27,10-12,5,34,39,28,10,3,13,16,104,400975542,Clippers,1,2018-04-01
42-91,10-30,14-15,14,43,57,23,6,3,9,16,108,400975563,Clippers,0,2018-04-03
36-88,10-31,13-17,7,33,40,22,5,5,9,16,95,400975563,Pistons,1,2018-04-03
45-87,14-32,24-32,8,43,51,23,5,8,16,26,128,400975627,Clippers,0,2018-04-05
45-103,9-31,18-31,16,32,48,22,12,5,10,25,117,400975627,Suns,1,2018-04-05
46-89,7-26,23-31,13,30,43,26,12,7,18,25,122,400975658,Clippers,0,2018-04-07
43-87,10-31,24-30,11,30,41,27,11,7,20,27,120,400975658,Nuggets,1,2018-04-07
36-85,13-43,20-24,10,31,41,21,11,5,10,21,105,400975667,Rockets,0,2018-04-08
36-79,7-23,13-19,4,35,39,17,6,2,16,19,92,400975667,Clippers,1,2018-04-08
46-103,13-30,16-18,9,42,51,39,11,12,8,20,121,400975710,Pelicans,0,2018-04-10
46-99,7-27,17-26,10,47,57,25,5,2,13,18,116,400975710,Clippers,1,2018-04-10
39-87,12-36,12-18,8,32,40,22,10,7,12,28,102,400975732,Cavaliers,0,2017-10-19
43-89,11-28,19-30,13,39,52,25,6,3,13,16,116,400975732,Clippers,1,2017-10-19
38-84,8-24,21-27,9,24,33,20,12,2,14,19,105,400975737,Magic,0,2017-10-21
41-78,7-18,24-28,8,33,41,17,9,3,15,20,113,400975737,Clippers,1,2017-10-21
37-76,8-29,30-41,6,36,42,27,4,5,14,14,112,400975756,Clippers,0,2017-10-24
43-101,7-29,13-15,11,34,45,26,11,2,9,28,106,400975756,Bulls,1,2017-10-24
44-97,4-18,4-8,11,34,45,16,3,4,9,21,96,400975769,Clippers,0,2017-10-26
35-90,12-41,19-23,16,34,50,20,4,9,11,13,101,400975769,Rockets,1,2017-10-26
42-86,11-26,18-23,16,32,48,21,10,3,21,18,113,400975778,Clippers,0,2017-10-28
46-94,11-32,18-22,17,29,46,30,17,10,14,20,121,400975778,Thunder,1,2017-10-28
46-92,14-29,16-20,8,39,47,24,7,6,13,22,122,400975795,Trail Blazers,0,2017-10-30
40-89,9-23,20-27,8,30,38,21,8,3,8,17,109,400975795,Clippers,1,2017-10-30
40-93,8-24,21-26,11,30,41,21,4,5,10,22,109,400975806,Clippers,0,2017-11-01
45-86,10-25,23-24,6,34,40,23,5,6,11,21,123,400975806,Timberwolves,1,2017-11-01
45-86,15-30,22-29,16,31,47,26,12,3,19,16,127,400975816,Clippers,0,2017-11-04
50-91,8-26,12-17,8,25,33,33,10,5,14,20,120,400975816,Bucks,1,2017-11-04
42-76,10-26,10-14,5,27,32,24,4,3,14,20,104,400975824,Clippers,0,2017-11-05
43-93,11-31,12-14,14,28,42,25,6,2,9,16,109,400975824,Pacers,1,2017-11-05
38-83,6-23,16-23,8,36,44,24,12,11,16,14,98,400975861,Bucks,0,2017-11-07
40-86,15-28,10-18,8,33,41,23,8,4,13,23,105,400975861,Clippers,1,2017-11-07
43-80,8-17,17-25,11,40,51,26,7,4,21,17,111,400975868,Clippers,0,2017-11-10
38-88,10-34,13-18,9,30,39,17,13,4,14,20,99,400975868,Suns,1,2017-11-10
36-89,4-13,20-35,11,35,46,13,5,5,10,16,96,400975883,Clippers,0,2017-11-11
41-95,8-30,15-16,13,37,50,30,9,10,10,25,105,400975883,Trail Blazers,1,2017-11-11
42-86,11-28,16-21,15,25,40,23,8,4,10,12,111,400975892,Pacers,0,2017-11-13
42-82,9-25,11-14,12,24,36,24,6,6,13,19,104,400975892,Clippers,1,2017-11-13
39-88,8-24,24-28,10,29,39,24,13,10,12,29,110,400975914,Spurs,0,2017-11-17
37-82,5-16,34-43,12,35,47,21,8,2,14,23,113,400975914,Clippers,1,2017-11-17
35-79,3-17,22-28,11,28,39,18,7,3,16,25,95,400975925,Clippers,0,2017-11-18
44-83,10-27,19-28,10,28,38,27,7,8,9,22,117,400975925,Jazz,1,2017-11-18
53-85,12-29,16-23,7,26,33,36,4,6,7,26,134,400975937,Nuggets,0,2017-11-20
43-87,6-17,23-34,15,23,38,25,6,0,10,19,115,400975937,Clippers,1,2017-11-20
44-95,11-30,14-20,9,41,50,34,13,10,7,18,113,400975958,Pelicans,0,2017-11-22
45-98,2-17,8-19,17,44,61,29,6,6,16,18,100,400975958,Clippers,1,2017-11-22
42-88,17-39,14-16,10,39,49,25,8,6,17,23,115,400975974,Lakers,0,2017-11-25
41-83,6-18,12-28,8,33,41,27,8,1,17,17,100,400975974,Clippers,1,2017-11-25
48-93,12-26,24-33,5,37,42,22,8,3,18,31,132,400974777,Lakers,0,2017-11-27
45-92,14-29,26-38,10,40,50,17,8,9,19,25,130,400974777,Suns,1,2017-11-27
47-83,10-32,15-21,6,36,42,26,14,5,18,20,119,400974791,Pelicans,0,2017-11-30
44-90,9-27,15-20,9,29,38,27,7,6,17,24,112,400974791,Lakers,1,2017-11-30
39-95,6-26,15-23,7,38,45,20,11,5,13,19,99,400974815,Wizards,0,2017-12-02
41-92,7-30,13-16,6,47,53,27,9,5,21,26,102,400974815,Lakers,1,2017-12-02
31-81,5-22,14-20,14,25,39,17,12,4,16,20,81,400974833,Lakers,0,2017-12-03
37-79,13-31,9-13,14,35,49,18,9,5,21,20,96,400974833,Jazz,1,2017-12-03
41-94,10-33,1-3,10,34,44,21,7,3,12,11,93,400974855,Pistons,0,2017-12-06
45-91,12-26,11-14,11,42,53,30,9,5,14,14,113,400974855,Lakers,1,2017-12-06
43-79,4-18,20-27,2,30,32,16,8,8,11,20,110,400974869,Lakers,0,2017-12-09
40-86,9-22,24-27,10,31,41,22,7,4,12,21,113,400974869,Trail Blazers,1,2017-12-09
40-87,11-37,11-14,6,33,39,23,6,7,12,22,102,400974896,Grizzlies,0,2017-12-11
40-85,9-27,18-23,8,38,46,25,5,4,16,16,107,400974896,Lakers,1,2017-12-11
31-86,3-23,30-41,17,29,46,17,9,4,19,19,95,400974915,Lakers,0,2017-12-13
43-83,7-21,18-20,7,38,45,20,7,4,19,31,111,400974915,Wizards,1,2017-12-13
31-74,6-22,22-37,8,40,48,21,7,9,21,22,90,400974933,Lakers,0,2017-12-15
35-85,6-23,22-26,9,33,42,16,11,4,13,27,98,400974933,Bucks,1,2017-12-15
39-92,14-33,8-13,9,44,53,17,6,6,16,20,100,400974947,Lakers,0,2017-12-16
37-95,7-26,12-20,11,43,54,15,6,4,15,17,93,400974947,Suns,1,2017-12-16
48-103,13-32,13-19,9,35,44,28,10,5,13,22,122,400974978,Suns,0,2017-12-18
45-91,7-25,16-24,9,40,49,26,7,10,19,20,113,400974978,Lakers,1,2017-12-18
36-84,13-31,24-35,17,30,47,18,8,8,20,15,109,400974991,Nuggets,0,2017-12-20
53-100,12-32,9-16,13,33,46,36,11,5,15,27,127,400974991,Lakers,1,2017-12-20
36-94,11-36,11-16,15,39,54,22,4,4,14,19,94,400975003,Bulls,0,2017-12-22
36-90,13-40,18-25,12,41,53,23,7,6,12,16,103,400975003,Lakers,1,2017-12-22
39-78,15-29,9-15,4,28,32,27,8,4,17,19,102,400975017,Lakers,0,2017-12-23
47-85,10-21,9-14,10,34,44,26,9,4,17,20,113,400975017,Kings,1,2017-12-23
38-86,9-30,15-21,17,35,52,21,5,2,21,24,100,400975083,Lakers,0,2017-12-26
40-87,12-31,23-28,9,30,39,26,8,6,12,19,115,400975083,Nuggets,1,2017-12-26
45-90,14-37,14-17,7,36,43,17,10,4,15,23,118,400975089,Rockets,0,2017-12-29
32-84,9-28,22-30,11,34,45,16,9,6,20,22,95,400975089,Lakers,1,2017-12-29
43-85,9-27,15-21,6,40,46,24,7,5,14,21,110,400975128,Lakers,0,2017-12-31
41-93,8-25,9-14,9,34,43,21,7,3,11,21,99,400975128,Hornets,1,2017-12-31
47-95,9-31,9-14,16,33,49,33,7,3,18,20,112,400975166,Lakers,0,2018-01-02
43-86,15-36,20-25,8,31,39,32,10,5,14,16,121,400975166,Cavaliers,1,2018-01-02
40-85,15-35,27-43,10,37,47,27,8,5,10,25,122,400975210,Lakers,0,2018-01-04
37-90,17-42,25-32,12,35,47,19,7,5,14,30,116,400975210,Rockets,1,2018-01-04
39-95,10-25,7-14,9,38,47,19,7,8,11,15,95,400975242,Trail Blazers,0,2018-01-06
36-85,8-25,12-20,11,44,55,23,8,3,17,22,92,400975242,Lakers,1,2018-01-06
49-84,11-32,12-14,7,35,42,30,9,4,15,13,121,400974449,Timberwolves,0,2018-01-08
40-92,10-30,14-20,13,24,37,21,10,1,12,16,104,400974449,Lakers,1,2018-01-08
35-71,5-21,34-39,5,32,37,20,3,9,10,20,109,400975261,Grizzlies,0,2018-01-10
35-93,8-28,21-33,22,27,49,14,5,4,11,26,99,400975261,Lakers,1,2018-01-10
53-105,10-25,26-37,15,39,54,31,6,4,14,32,142,400975286,Lakers,0,2018-01-11
49-106,18-52,32-39,15,28,43,29,7,9,11,33,148,400975286,Rockets,1,2018-01-11
34-76,8-26,20-29,9,28,37,18,12,4,24,25,96,400975294,Lakers,0,2018-01-13
40-81,7-20,27-30,7,34,41,26,14,5,17,24,114,400975294,Timberwolves,1,2018-01-13
56-93,14-30,7-9,7,37,44,36,12,5,9,17,133,400975311,Thunder,0,2018-01-15
38-92,11-33,9-15,16,29,45,24,5,4,17,10,96,400975311,Lakers,1,2018-01-15
42-99,12-33,12-16,16,40,56,26,10,3,14,17,108,400975323,Hornets,0,2018-01-17
38-94,9-36,9-12,12,34,46,24,7,3,16,19,94,400975323,Lakers,1,2018-01-17
41-94,12-34,19-23,10,27,37,22,5,4,15,16,113,400975336,Hawks,0,2018-01-20
48-86,16-36,20-25,6,43,49,32,13,6,18,25,132,400975336,Lakers,1,2018-01-20
30-87,8-21,18-27,10,33,43,15,15,4,16,19,86,400975348,Kings,0,2018-01-22
37-77,12-35,13-21,9,46,55,30,12,4,25,23,99,400975348,Lakers,1,2018-01-22
31-76,8-20,11-15,7,38,45,21,6,5,20,15,81,400975363,Spurs,0,2018-01-24
36-87,13-38,8-14,12,35,47,22,15,4,15,17,93,400975363,Lakers,1,2018-01-24
43-95,8-26,13-18,11,48,59,24,4,0,14,31,107,400975373,Lakers,0,2018-01-26
34-90,11-43,22-28,4,35,39,20,5,1,8,17,101,400975373,Mavericks,1,2018-01-26
38-96,12-35,26-31,12,32,44,25,11,8,13,23,114,400975391,Lakers,0,2018-01-28
42-82,10-22,29-34,6,42,48,24,8,8,18,26,123,400975391,Grizzlies,1,2018-01-28
38-81,10-26,4-4,6,24,30,25,9,1,16,15,90,400975406,Lakers,0,2018-01-30
46-95,12-35,10-12,21,33,54,22,10,6,16,14,114,400975406,Thunder,1,2018-01-30
37-97,2-25,10-13,12,32,44,15,9,4,9,18,86,400975419,Pacers,0,2018-02-03
44-80,9-28,2-14,6,41,47,26,7,6,14,17,99,400975419,Lakers,1,2018-02-03
41-91,5-24,21-28,10,38,48,23,6,3,9,23,108,400975463,Lakers,0,2018-02-05
35-93,17-36,16-24,16,37,53,21,3,7,13,25,103,400975463,Bulls,1,2018-02-05
39-83,4-20,23-30,11,32,43,18,7,1,16,18,105,400975500,Lakers,0,2018-02-09
44-81,18-32,21-29,4,31,35,28,13,4,14,23,127,400975500,Magic,1,2018-02-09
42-86,13-30,11-18,8,32,40,24,6,7,19,20,108,400975534,Lakers,0,2018-02-10
40-89,7-25,17-25,13,33,46,17,13,6,17,18,104,400975534,Thunder,1,2018-02-10
36-94,8-29,13-23,16,32,48,24,4,4,11,18,93,400975550,Suns,0,2018-02-12
39-83,11-26,23-26,12,44,56,19,7,7,14,21,112,400975550,Lakers,1,2018-02-12
32-90,8-34,9-19,17,33,50,16,6,4,13,11,81,400975562,Thunder,0,2018-02-14
42-96,10-31,12-13,13,38,51,28,5,7,8,19,106,400975562,Lakers,1,2018-02-14
46-84,16-34,15-22,9,28,37,29,7,0,17,25,123,400975576,Lakers,0,2018-02-22
48-89,12-27,22-27,10,30,40,32,8,3,9,21,130,400975576,Mavericks,1,2018-02-22
46-90,10-22,15-18,7,30,37,26,5,3,20,21,117,400975608,Lakers,0,2018-02-23
53-99,14-32,19-21,12,36,48,35,13,7,11,20,139,400975608,Pelicans,1,2018-02-23
43-94,7-31,18-26,11,35,46,19,6,4,13,26,111,400975612,Lakers,0,2018-02-27
42-90,6-24,29-31,11,35,46,23,5,10,10,22,119,400975612,Timberwolves,1,2018-02-27
37-91,19-42,9-11,3,26,29,25,9,8,11,19,102,400975629,Mavericks,0,2018-02-28
48-93,13-33,15-20,13,49,62,32,8,6,16,17,124,400975629,Lakers,1,2018-02-28
41-91,17-38,14-20,12,32,44,26,5,6,10,18,113,400975637,Lakers,0,2018-03-02
42-94,13-25,11-17,17,31,48,28,5,5,11,21,108,400975637,Kings,1,2018-03-02
47-90,15-33,14-19,10,49,59,28,8,6,23,23,123,400975643,Lakers,0,2018-03-04
36-96,8-36,24-34,8,33,41,21,14,3,11,17,104,400975643,Hawks,1,2018-03-04
47-79,16-29,21-26,6,30,36,29,9,5,13,17,131,400975668,Lakers,0,2018-03-06
46-95,9-31,12-16,14,26,40,23,6,5,11,21,113,400975668,Heat,1,2018-03-06
40-92,15-34,21-27,10,36,46,26,10,4,15,21,116,400975686,Lakers,0,2018-03-09
44-98,7-30,17-20,12,38,50,28,10,5,16,19,112,400975686,Spurs,1,2018-03-09
35-83,10-23,28-38,7,43,50,19,6,5,14,25,108,400975702,Trail Blazers,0,2018-03-10
34-87,11-37,24-31,7,40,47,20,9,7,10,24,103,400975702,Lakers,1,2018-03-10
42-84,12-28,11-19,8,35,43,31,5,4,16,22,107,400975717,Magic,0,2018-03-13
43-88,11-33,11-12,7,32,39,27,7,3,14,16,108,400975717,Lakers,1,2018-03-13
45-92,14-35,12-16,12,32,44,25,8,6,15,23,116,400975729,Lakers,0,2018-03-15
42-83,15-31,26-30,7,29,36,30,10,6,12,16,125,400975729,Nuggets,1,2018-03-15
41-88,12-31,19-23,7,30,37,22,4,5,12,18,113,400975746,Cavaliers,0,2018-03-16
48-96,13-34,18-20,14,37,51,30,9,4,13,19,127,400975746,Lakers,1,2018-03-16
38-86,13-40,14-19,5,39,44,26,12,4,19,26,103,400975761,Nuggets,0,2018-03-18
40-90,15-40,17-25,12,40,52,20,6,3,15,23,112,400975761,Lakers,1,2018-03-18
36-94,10-36,10-14,12,31,43,23,14,6,11,18,92,400975780,Heat,0,2018-03-20
32-76,9-19,18-22,7,42,49,22,5,4,20,17,91,400975780,Lakers,1,2018-03-20
38-86,8-33,16-23,14,33,47,20,4,3,13,18,100,400975797,Lakers,0,2018-03-21
43-87,6-21,18-19,9,35,44,24,9,8,6,16,110,400975797,Pacers,1,2018-03-21
43-87,17-39,22-28,7,33,40,19,4,3,16,20,125,400975821,Lakers,0,2018-03-23
52-95,6-24,18-22,8,34,42,28,13,4,9,19,128,400975821,Pelicans,1,2018-03-23
35-86,13-38,17-25,11,33,44,19,7,2,11,20,100,400975838,Lakers,0,2018-03-25
35-84,5-29,18-22,11,32,43,20,7,6,10,21,93,400975838,Grizzlies,1,2018-03-25
40-85,6-23,20-25,6,41,47,29,3,7,10,20,106,400975850,Lakers,0,2018-03-27
44-100,13-33,11-15,10,40,50,21,4,2,7,26,112,400975850,Pistons,1,2018-03-27
33-84,13-44,14-19,6,34,40,17,10,1,10,22,93,400975869,Mavericks,0,2018-03-28
36-77,9-33,22-32,7,42,49,25,6,5,15,16,103,400975869,Lakers,1,2018-03-28
45-94,11-29,23-28,8,31,39,24,14,6,12,25,124,400975882,Bucks,0,2018-03-30
48-94,8-27,18-25,15,41,56,33,5,3,18,23,122,400975882,Lakers,1,2018-03-30
35-92,7-24,7-14,13,34,47,17,9,5,10,20,84,400975901,Kings,0,2018-04-01
30-75,7-32,16-25,10,37,47,18,5,6,14,15,83,400975901,Lakers,1,2018-04-01
36-74,14-28,24-36,7,32,39,23,7,5,16,23,110,400975912,Lakers,0,2018-04-03
43-89,14-33,17-27,14,33,47,29,10,5,14,22,117,400975912,Jazz,1,2018-04-03
42-97,9-23,19-27,15,31,46,25,7,5,10,20,112,400975920,Spurs,0,2018-04-05
47-86,13-24,15-18,4,40,44,32,4,3,13,22,122,400975920,Lakers,1,2018-04-05
43-100,8-26,19-26,18,30,48,25,14,8,5,24,113,400975936,Timberwolves,0,2018-04-07
31-79,8-24,26-32,13,40,53,16,3,2,20,21,96,400975936,Lakers,1,2018-04-07
42-83,13-36,15-22,7,38,45,35,8,4,18,24,112,400975947,Jazz,0,2018-04-09
37-93,5-25,18-22,12,32,44,20,8,4,12,22,97,400975947,Lakers,1,2018-04-09
37-88,16-47,15-16,8,41,49,19,9,5,18,19,105,400975964,Rockets,0,2018-04-11
38-90,10-36,13-15,9,38,47,22,14,4,17,19,99,400975964,Lakers,1,2018-04-11
44-90,14-24,22-28,15,42,57,22,8,7,16,20,124,400974767,Trail Blazers,0,2017-10-19
28-89,7-27,13-18,10,23,33,10,9,8,16,22,76,400974767,Suns,1,2017-10-19
43-99,9-22,20-29,13,24,37,19,13,2,9,25,115,400974799,Kings,0,2017-10-20
42-77,10-30,23-27,6,39,45,20,6,5,20,25,117,400974799,Suns,1,2017-10-20
32-77,6-25,18-25,7,37,44,20,8,10,23,19,88,400974813,Jazz,0,2017-10-22
42-96,6-19,7-9,16,39,55,18,8,5,16,25,97,400974813,Suns,1,2017-10-22
37-87,9-26,24-30,12,34,46,21,12,7,17,23,107,400974834,Suns,0,2017-10-25
40-91,11-26,23-28,12,41,53,27,8,7,14,26,114,400974834,Trail Blazers,1,2017-10-25
41-83,9-24,31-38,11,34,45,23,5,5,9,24,122,400974859,Suns,0,2017-10-27
41-92,10-30,24-30,15,30,45,20,5,4,12,28,116,400974859,Wizards,1,2017-10-27
37-81,8-23,13-22,11,34,45,23,5,4,18,16,95,400974892,Suns,0,2017-10-28
44-88,11-22,13-18,8,35,43,21,9,4,9,19,112,400974892,Spurs,1,2017-10-28
43-81,12-30,28-35,11,42,53,21,5,4,14,25,126,400974913,Heat,0,2017-10-31
40-88,12-29,23-30,6,28,34,20,4,2,11,29,115,400974913,Suns,1,2017-10-31
43-82,13-28,29-43,7,37,44,29,8,5,18,20,128,400974925,Magic,0,2017-11-02
44-94,5-24,19-25,12,28,40,13,8,5,15,29,112,400974925,Suns,1,2017-11-02
39-96,4-20,28-35,19,28,47,16,12,4,11,21,110,400974937,Timberwolves,0,2017-11-03
46-86,10-26,16-24,7,39,46,21,4,10,18,25,118,400974937,Suns,1,2017-11-03
43-90,21-44,35-38,12,39,51,27,9,9,14,20,142,400974967,Rockets,0,2017-11-05
47-104,10-30,12-21,16,31,47,28,9,5,14,22,116,400974967,Suns,1,2017-11-05
42-101,12-36,9-14,12,35,47,20,5,1,11,21,105,400974990,Bulls,0,2017-11-08
45-89,7-27,16-22,9,39,48,32,5,4,11,16,113,400974990,Suns,1,2017-11-08
42-97,8-29,21-31,13,29,42,19,16,6,14,30,113,400975015,Bucks,0,2017-11-09
37-93,7-22,26-33,22,38,60,15,7,9,29,26,107,400975015,Suns,1,2017-11-09
45-91,9-27,16-22,13,36,49,29,10,4,15,18,115,400975026,Pelicans,0,2017-11-11
37-94,2-20,15-18,15,33,48,12,9,6,16,18,91,400975026,Suns,1,2017-11-11
43-85,13-26,9-12,11,26,37,25,6,1,15,20,108,400975039,Suns,0,2017-11-13
49-93,9-21,12-17,19,29,48,24,12,5,10,14,119,400975039,Timberwolves,1,2017-11-13
38-87,11-30,17-23,13,44,57,25,4,4,15,12,104,400975050,Suns,0,2017-11-15
38-94,16-40,7-10,9,32,41,27,11,7,9,20,99,400975050,Bulls,1,2017-11-15
39-84,7-22,22-28,8,29,37,21,11,4,19,19,107,400975054,Suns,0,2017-11-17
51-89,13-28,16-21,5,39,44,31,11,6,19,22,131,400975054,Pistons,1,2017-11-17
41-81,8-21,19-25,8,30,38,25,6,4,10,23,109,400975115,Wizards,0,2017-11-19
36-78,7-23,20-28,10,32,42,22,5,5,13,21,99,400975115,Suns,1,2017-11-19
40-87,6-19,18-25,18,34,52,18,5,6,15,23,104,400975134,Spurs,0,2017-11-21
35-80,7-25,24-30,10,30,40,11,4,1,10,21,101,400975134,Suns,1,2017-11-21
37-90,7-32,11-14,13,32,45,22,5,4,12,18,92,400975154,Suns,0,2017-11-22
38-89,7-22,16-22,11,34,45,21,9,3,9,18,99,400975154,Kings,1,2017-11-22
33-72,11-24,31-35,13,39,52,22,4,3,23,21,108,400975185,Suns,0,2017-11-27
40-95,9-27,17-24,10,21,31,21,14,8,6,19,106,400975185,Timberwolves,1,2017-11-27
35-79,10-25,17-22,7,42,49,17,9,6,18,25,97,400975199,Suns,0,2017-11-29
32-88,11-37,16-17,8,34,42,21,10,5,15,18,91,400975199,Mavericks,1,2017-11-29
39-90,5-26,12-16,15,35,50,15,5,7,9,22,95,400975220,Grizzlies,0,2017-12-02
33-81,10-26,21-27,12,32,44,21,4,1,10,17,97,400975220,Suns,1,2017-12-02
42-84,6-16,25-29,13,34,47,18,6,6,14,21,115,400975241,Timberwolves,0,2017-12-03
40-86,11-32,15-24,9,27,36,24,5,4,13,22,106,400975241,Suns,1,2017-12-03
35-87,3-20,24-29,10,28,38,12,10,11,10,28,97,400975250,Grizzlies,0,2017-12-07
32-72,8-22,27-35,6,35,41,24,5,5,19,29,99,400975250,Suns,1,2017-12-07
41-85,13-30,16-24,16,31,47,26,5,5,10,19,111,400975273,Suns,0,2017-12-09
37-80,8-23,19-23,8,29,37,23,6,2,9,23,101,400975273,Kings,1,2017-12-09
36-87,10-31,21-25,17,23,40,18,11,3,16,22,103,400975297,Hawks,0,2017-12-12
39-77,7-22,19-26,11,36,47,24,7,4,21,22,104,400975297,Suns,1,2017-12-12
39-92,13-35,20-28,14,21,35,26,12,1,12,18,111,400975309,Suns,0,2017-12-14
51-82,12-27,20-22,8,40,48,35,8,9,20,16,134,400975309,Nuggets,1,2017-12-14
35-83,7-30,12-18,9,37,46,22,11,2,23,23,89,400975319,Suns,0,2017-12-18
41-87,11-30,10-18,7,37,44,21,15,6,15,16,103,400975319,Spurs,1,2017-12-18
40-86,8-27,12-21,8,34,42,23,7,7,11,17,100,400975334,Thunder,0,2017-12-20
39-88,17-39,19-23,12,31,43,24,6,6,7,19,114,400975334,Suns,1,2017-12-20
39-94,15-47,19-22,14,39,53,18,11,4,11,14,112,400975372,Rockets,0,2017-12-22
37-80,14-33,7-9,4,34,38,27,5,3,19,19,95,400975372,Suns,1,2017-12-22
48-88,11-23,13-14,8,34,42,20,9,1,6,22,120,400975382,Pacers,0,2017-12-23
35-85,9-37,18-24,14,31,45,20,2,1,12,16,97,400975382,Suns,1,2017-12-23
37-89,16-41,21-22,12,31,43,21,6,3,13,15,111,400975398,Suns,0,2017-12-25
46-91,17-35,9-10,9,34,43,21,7,6,9,16,118,400975398,Trail Blazers,1,2017-12-25
40-81,14-33,14-20,4,33,37,28,9,6,11,21,108,400975417,Suns,0,2017-12-27
35-78,14-36,16-21,7,35,42,23,7,5,16,20,100,400975417,Nuggets,1,2017-12-27
39-79,9-26,18-20,9,25,34,31,12,2,21,26,105,400975437,Suns,0,2017-12-29
38-71,5-17,28-37,8,24,32,20,14,5,17,22,109,400975437,Bucks,1,2017-12-29
35-84,9-35,22-29,10,32,42,22,3,2,16,26,101,400975449,Suns,0,2017-12-31
45-80,9-24,17-25,3,36,39,32,11,3,12,24,116,400975449,Pacers,1,2017-12-31
36-85,8-33,22-26,7,36,43,17,7,2,12,29,102,400975478,Suns,0,2018-01-01
32-72,11-37,38-49,5,38,43,17,8,2,12,21,113,400975478,Rockets,1,2018-01-01
38-82,7-23,26-36,15,22,37,20,11,2,19,20,109,400975486,Suns,0,2018-01-03
47-83,11-22,15-18,12,26,38,29,7,9,20,27,120,400975486,Grizzlies,1,2018-01-03
32-88,10-36,14-26,15,34,49,18,11,4,12,18,88,400975506,Mavericks,0,2018-01-05
40-83,11-30,11-15,8,39,47,23,9,3,17,29,102,400975506,Suns,1,2018-01-05
51-90,15-29,12-17,9,42,51,30,7,6,11,21,129,400975519,Jazz,0,2018-01-07
36-87,9-33,16-19,6,26,32,19,7,5,12,25,97,400975519,Suns,1,2018-01-07
